accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
Q01970	PLCB3	erythrocytes	7	7	7	0	7	0	0	0	0	521.92	138665.7000	0.003763872392
Q02094	RHAG	erythrocytes	2	2	0	2	0	0	2	0	0	0	44197.3100	0
Q02161	RHD	erythrocytes	0	0	0	0	0	0	0	0	0	0	45078.6450	0
Q02218	OGDH	erythrocytes	6	6	6	0	5	0	0	1	0	346.18	111338.2800	0.00310926305
Q02224	CENPE	erythrocytes	8	8	8	0	7	1	0	0	0	698.27	316053.1750	0.002209343412
Q02413	DSG1	erythrocytes	4	3	1	2	1	0	3	0	0	79.98	107702.2750	0.000742602698
Q02543	RPL18A	erythrocytes	7	7	7	0	4	0	0	3	0	285.95	20762.1150	0.01377268164
Q02750	MAP2K1	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	43438.4300	0.009206133831
Q02790	FKBP4	erythrocytes	10	10	10	0	9	0	0	1	0	522.03	51803.8900	0.01007704248
Q02878	RPL6	erythrocytes	5	5	5	0	4	0	0	1	0	304.14	32596.3900	0.009330481075
Q02985	CFHR3	plasma	14	14	10	4	0	0	4	0	10	-20.16	35367.5150	-0.0005700146024
Q04206	RELA	erythrocytes	22	22	22	0	19	0	0	3	0	1073.07	60218.2000	0.01781969571
Q04323	UBXN1	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	33193.5650	0.01331402638
Q04446	GBE1	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	80341.4900	0.001518766953
Q04637	EIF4G1	erythrocytes	33	33	33	0	33	0	0	0	0	1866.02	175488.3900	0.01063329603
Q04656	ATP7A	erythrocytes	19	19	17	2	17	0	2	0	0	1359.66	163370.6250	0.008322548806
Q04756	HGFAC	plasma	27	11	6	5	0	0	6	0	21	-12.096	30844.7000	-0.0003921581341
Q04760	GLO1	erythrocytes	8	8	8	0	6	0	0	0	2	665.468	20646.2400	0.03223192213
Q04917	YWHAH	erythrocytes	3	3	3	0	3	0	0	0	0	202	28087.1200	0.007191908604
Q04941	PLP2	erythrocytes	2	2	0	2	0	0	2	0	0	0	16690.4750	0
Q05193	DNM1	erythrocytes	13	13	13	0	13	0	0	0	0	938.81	97406.9250	0.009638021116
Q05397	PTK2	erythrocytes	20	20	20	0	19	0	0	1	0	1463.66	119100.0200	0.01228933463
Q05469	LIPE	erythrocytes	6	6	6	0	6	0	0	0	0	479.88	116595.8950	0.004115753818
Q06033	ITIH3	plasma	3	3	0	3	1	0	2	0	0	0	69359.3400	0
Q06124	PTPN11	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	67878.8050	0.005332445084
Q06203	PPAT	erythrocytes	1	0	0	0	1	0	0	0	0	0	56068.8450	0
Q06323	PSME1	erythrocytes	0	0	0	0	0	0	0	0	0	0	28722.7600	0
Q06830	PRDX1	erythrocytes;plasma	15	15	13	2	10	0	0	3	2	500.25	21978.8850	0.02276048125
Q07020	RPL18	erythrocytes	4	4	4	0	2	0	0	2	0	123.92	21503.0600	0.005762900722
Q07021	C1QBP	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	23782.8100	0.018582329
Q07065	CKAP4	erythrocytes	7	7	7	0	6	1	0	0	0	680.35	66021.2550	0.01030501465
Q07812	BAX	erythrocytes	3	3	3	0	1	0	0	2	0	6	21184.1050	0.0002832312245
Q07817	BCL2L1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	26048.6000	0.006140829066
Q07864	POLE	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	261514.0350	0.001223337784
Q07866	KLC1	erythrocytes	12	6	6	0	12	0	0	0	0	479.88	65308.6000	0.00734788374
Q07960	ARHGAP1	erythrocytes	7	7	7	0	7	0	0	0	0	483.98	50434.8500	0.00959614235
Q08174	PCDH1	erythrocytes	11	10	4	6	5	0	6	0	0	319.92	108845.8500	0.002939202551
Q08188	TGM3	erythrocytes	3	3	3	0	3	0	0	0	0	202	76499.6350	0.002640535474
Q08211	DHX9	erythrocytes	18	18	18	0	17	0	0	1	0	746.4	140956.7750	0.005295240332
Q08380	LGALS3BP	plasma	10	10	3	7	0	0	7	0	3	-6.048	63275.5000	-9.558201832e-05
Q08426	EHHADH	erythrocytes	23	23	23	0	23	0	0	0	0	1681.13	79493.7400	0.02114795454
Q08495	DMTN	erythrocytes	19	19	19	0	19	0	0	0	0	1519.62	45513.6800	0.03338820328
Q08554	DSC1	erythrocytes	3	3	1	2	1	0	2	0	0	79.98	84984.3850	0.0009411140647
Q08623	PUDP	erythrocytes	0	0	0	0	0	0	0	0	0	0	25248.8650	0
Q08722	CD47	erythrocytes	10	10	4	6	2	0	6	0	2	58.918	33468.0800	0.001760423663
Q08830	FGL1	plasma	3	3	2	1	0	0	0	0	3	-4.032	34010.1650	-0.0001185527915
Q08AM6	VAC14	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	87971.2450	0.004114526286
Q08J23	NSUN2	erythrocytes	19	19	19	0	10	0	0	9	0	605.75	86469.5500	0.007005356221
Q09161	NCBP1	erythrocytes	7	7	7	0	6	0	0	1	0	385.98	91837.9850	0.004202836114
Q0JRZ9	FCHO2	erythrocytes	15	15	13	2	12	0	0	1	2	941.74	88923.2050	0.01059048648
Q0VDD8	DNAH14	erythrocytes	1	1	0	1	0	0	1	0	0	0	399888.8600	0
Q0VGL1	LAMTOR4	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	10741.1200	0.01527401239
Q0ZGT2	NEXN	erythrocytes	8	8	8	0	8	0	0	0	0	639.84	80657.3200	0.007932819985
Q10471	GALNT2	erythrocytes	7	7	6	1	1	0	1	0	5	69.9	64731.9500	0.0010798377
Q10567	AP1B1	erythrocytes	2	2	2	0	2	0	0	0	0	87.04	104605.1500	0.0008320814033
Q10981	FUT2	erythrocytes	3	3	0	3	0	0	3	0	0	0	39016.4600	0
Q12765	SCRN1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	46250.2200	0.0009089686492
Q12767	TMEM94	erythrocytes	11	11	9	2	9	0	2	0	0	719.82	151148.4550	0.004762337796
Q12768	WASHC5	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	134284.2800	0.0005956021062
Q12791	KCNMA1	erythrocytes	12	12	12	0	9	3	0	0	0	1435.05	137557.6150	0.01043235593
Q12805	EFEMP1	plasma	16	16	15	1	0	0	1	0	15	-30.24	52764.6350	-0.0005731111378
Q12846	STX4	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	34179.4500	0.01638001782
Q12857	NFIA	erythrocytes	12	12	12	0	12	0	0	0	0	907.83	55943.3300	0.01622767182
Q12860	CNTN1	plasma	16	16	6	10	0	1	9	0	6	-12.096	108480.0300	-0.0001115043939
Q12872	SFSWAP	erythrocytes	8	8	8	0	8	0	0	0	0	601.9	104819.9200	0.005742229149
Q12905	ILF2	erythrocytes	9	9	9	0	6	0	0	3	0	241.99	43061.5550	0.005619629853
Q12906	ILF3	erythrocytes	23	23	23	0	19	0	0	4	0	1371.66	95337.3150	0.01438744106
Q12907	LMAN2	erythrocytes	2	2	1	1	0	0	1	0	1	-2.016	35514.5750	-5.676542659e-05
Q12912	IRAG2	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	62120.8300	0.005149963386
Q12913	PTPRJ	plasma	35	35	1	34	1	0	34	0	0	79.98	142023.8550	0.0005631448323
Q12933	TRAF2	erythrocytes	8	8	8	0	6	0	0	2	0	405.9	55727.5350	0.007283652507
Q12955	ANK3	erythrocytes	32	32	32	0	32	0	0	0	0	2559.36	480403.1900	0.00532752499
Q12959	DLG1	erythrocytes	17	17	17	0	17	0	0	0	0	1359.66	100453.5950	0.01353520499
Q12981	BNIP1	erythrocytes	0	0	0	0	0	0	0	0	0	0	26131.9150	0
Q13011	ECH1	erythrocytes	3	3	3	0	3	0	0	0	0	222.09	32205.4400	0.006896039924
Q13033	STRN3	erythrocytes	7	7	7	0	7	0	0	0	0	521.92	87208.0200	0.005984770667
Q13045	FLII	erythrocytes	7	7	7	0	7	0	0	0	0	483.98	144749.0500	0.003343579802
Q13057	COASY	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	62327.7850	0.002566431648
Q13093	PLA2G7	plasma	2	2	0	2	0	0	2	0	0	0	47791.7150	0
Q13098	GPS1	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	55404.4850	0.005774261777
Q13107	USP4	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	108563.6500	0.002946842705
Q13113	PDZK1IP1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	12226.8950	0.006541317317
Q13123	IK	erythrocytes	21	21	21	0	7	0	0	14	0	231.7	65601.4300	0.003531935203
Q13126	MTAP	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	31235.6500	0.001345898036
Q13144	EIF2B5	erythrocytes	16	16	16	0	12	0	0	4	0	783.79	80247.5150	0.00976715603
Q13148	TARDBP	erythrocytes	9	9	9	0	3	0	0	6	0	65.87	44739.3550	0.001472305535
Q13155	AIMP2	erythrocytes	0	0	0	0	0	0	0	0	0	0	35348.2750	0
Q13158	FADD	erythrocytes	2	2	2	0	1	0	1	0	0	283.17	23278.9650	0.0121642006
Q13162	PRDX4	erythrocytes	2	2	0	2	0	0	0	0	2	0	26571.7050	0
Q13164	MAPK7	erythrocytes	3	3	3	0	3	0	0	0	0	202	88253.7700	0.002288854063
Q13177	PAK2	erythrocytes	19	19	19	0	18	1	0	0	0	1536.18	57910.6900	0.02652670863
Q13190	STX5	erythrocytes	0	0	0	0	0	0	0	0	0	0	39671.8200	0
Q13200	PSMD2	erythrocytes	9	9	9	0	9	0	0	0	0	643.94	100198.3450	0.006426653055
Q13228	SELENBP1	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	52259.0700	0.005395809761
Q13232	NME3	erythrocytes	0	0	0	0	0	0	0	0	0	0	19014.7800	0
Q13283	G3BP1	erythrocytes	27	27	27	0	16	0	0	11	0	572	52032.4300	0.01099314408
Q13286	CLN3	erythrocytes	7	7	4	3	3	1	3	0	0	378.35	47293.7700	0.007999996617
Q13303	KCNAB2	erythrocytes	8	8	8	0	8	0	0	0	0	484.02	40999.6200	0.01180547527
Q13308	PTK7	erythrocytes	18	18	8	10	1	0	10	0	7	65.868	115295.1650	0.0005712988918
Q13325	IFIT5	erythrocytes	0	0	0	0	0	0	0	0	0	0	55845.8750	0
Q13336	SLC14A1	erythrocytes	1	1	0	1	0	0	1	0	0	0	42527.7800	0
Q13356	PPIL2	erythrocytes	3	3	3	0	2	0	0	1	0	104	58822.7850	0.001768022374
Q13367	AP3B2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	119057.4650	0.00134355288
Q13393	PLD1	erythrocytes	5	5	5	0	3	2	0	0	0	716.76	124182.2350	0.00577184007
Q13404	UBE2V1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	16363.6150	0.002569114465
Q13442	PDAP1	erythrocytes	12	12	12	0	11	0	0	1	0	719.93	20629.7300	0.03489769377
Q13443	ADAM9	erythrocytes	15	15	9	6	2	0	6	0	7	145.848	87649.6200	0.00166398896
Q13445	TMED1	erythrocytes	0	0	0	0	0	0	0	0	0	0	22940.6550	0
Q13459	MYO9B	erythrocytes	26	26	26	0	26	0	0	0	0	2041.54	243265.9550	0.008392214192
Q13464	ROCK1	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	158041.3300	0.002050223192
Q13492	PICALM	erythrocytes	6	6	6	0	5	0	0	1	0	343.94	70622.2900	0.004870133778
Q13496	MTM1	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	69930.6800	0.004574816089
Q13526	PIN1	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	18243.0000	0.01545688757
Q13530	SERINC3	erythrocytes	2	2	1	1	1	0	1	0	0	79.98	52579.6900	0.001521119657
Q13535	ATR	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	301361.9050	0.00106158076
Q13541	EIF4EBP1	erythrocytes	15	15	15	0	14	0	0	1	0	1063.76	12448.6500	0.08545183614
Q13561	DCTN2	erythrocytes	7	7	7	0	7	0	0	0	0	521.92	44099.1050	0.01183516083
Q13564	NAE1	erythrocytes	3	3	3	0	3	0	0	0	0	126.12	60114.2500	0.002098005049
Q13576	IQGAP2	erythrocytes	14	14	14	0	14	0	0	0	0	1119.72	180575.2000	0.006200851501
Q13608	PEX6	erythrocytes	1	1	1	0	1	0	0	0	0	14.03	104059.4050	0.0001348268328
Q13610	PWP1	erythrocytes	8	8	8	0	8	0	0	0	0	639.84	55827.0900	0.01146110249
Q13616	CUL1	erythrocytes	2	2	2	0	1	0	0	1	0	-3.99	89677.2350	-4.449289722e-05
Q13617	CUL2	erythrocytes	3	3	3	0	2	0	0	1	0	104	86981.8700	0.001195651462
Q13618	CUL3	erythrocytes	3	3	3	0	2	0	0	1	0	104	88797.9500	0.001171198209
Q13619	CUL4A	erythrocytes	4	4	4	0	1	0	0	3	0	25.92	87678.9700	0.0002956239107
Q13630	GFUS	erythrocytes	0	0	0	0	0	0	0	0	0	0	35892.2200	0
Q13724	MOGS	erythrocytes	1	1	0	1	0	0	1	0	0	0	91916.0200	0
Q13733	ATP1A4	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	114164.9500	0.0007005652786
Q13740	ALCAM	plasma	14	14	5	9	0	0	9	0	5	-10.08	62262.1150	-0.0001618962029
Q13790	APOF	plasma	3	2	1	1	1	0	2	0	0	79.98	17424.2950	0.004590142671
Q13813	SPTAN1	erythrocytes	27	27	27	0	27	0	0	0	0	1931.82	284534.1550	0.006789413383
Q13822	ENPP2	plasma	19	19	15	4	0	0	4	0	15	-30.24	95050.8250	-0.0003181455816
Q13835	PKP1	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	82859.4200	0.004826246672
Q13838	DDX39B	erythrocytes	6	6	6	0	5	0	0	1	0	306	48859.4900	0.006262857021
Q13867	BLMH	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	52561.6400	0.001599645673
Q14008	CKAP5	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	225491.4350	0.001605205093
Q14103	HNRNPD	erythrocytes	28	28	28	0	25	0	0	3	0	1086.34	38302.6450	0.02836200999
Q14126	DSG2	plasma	16	16	11	5	11	0	5	0	0	879.78	116749.8200	0.007535600483
Q14139	UBE4A	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	122558.5050	0.00034301985
Q14141	SEPTIN6	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	49584.8200	0.006534661213
Q14152	EIF3A	erythrocytes	13	13	13	0	13	0	0	0	0	1001.8	166435.4200	0.006019151452
Q14155	ARHGEF7	erythrocytes	14	14	14	0	14	0	0	0	0	967.96	90010.6900	0.01075383379
Q14156	EFR3A	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	92922.9900	0.003442850903
Q14165	MLEC	erythrocytes	1	1	0	1	0	0	1	0	0	0	29322.9150	0
Q14166	TTLL12	erythrocytes	0	0	0	0	0	0	0	0	0	0	74402.4950	0
Q14203	DCTN1	erythrocytes	6	6	6	0	6	0	0	0	0	479.88	141692.4950	0.003386770767
Q14209	E2F2	erythrocytes	0	0	0	0	0	0	0	0	0	0	47505.1200	0
Q14232	EIF2B1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	33711.7500	0.001247042945
Q14240	EIF4A2	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	46401.6400	0.001723645975
Q14247	CTTN	erythrocytes	42	42	42	0	36	0	0	6	0	2060.23	61585.3250	0.0334532618
Q14254	FLOT2	erythrocytes	5	5	5	0	1	4	0	0	0	1005.57	46932.3000	0.0214259689
Q14258	TRIM25	erythrocytes	6	6	6	0	5	0	0	1	0	306	70972.4550	0.004311531847
Q14344	GNA13	erythrocytes	3	3	3	0	1	2	0	0	0	556.8	44048.9300	0.01264048866
Q14376	GALE	erythrocytes	0	0	0	0	0	0	0	0	0	0	38281.2250	0
Q14515	SPARCL1	plasma	27	27	15	12	8	0	12	0	7	625.728	73567.6250	0.008505480502
Q14520	HABP2	plasma	22	22	18	4	0	0	2	0	20	-36.288	60211.0200	-0.0006026803731
Q14558	PRPSAP1	erythrocytes	4	4	4	0	4	0	0	0	0	244.04	39393.1650	0.006194983318
Q14588	ZNF234	erythrocytes	0	0	0	0	0	0	0	0	0	0	80558.7550	0
Q14624	ITIH4	plasma	9	9	1	8	0	0	8	0	1	-2.016	97435.9500	-2.069051515e-05
Q14642	INPP5A	erythrocytes	1	1	1	0	0	1	0	0	0	204.36	47492.5300	0.004302992492
Q14653	IRF3	erythrocytes	24	24	24	0	20	0	0	3	1	1506.564	47218.5800	0.03190616914
Q14667	BLTP2	erythrocytes	5	5	4	1	4	0	1	0	0	319.92	250269.5650	0.001278301658
Q14677	CLINT1	erythrocytes	11	11	11	0	11	0	0	0	0	879.78	68258.5800	0.01288892913
Q14679	TTLL4	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	133376.1700	0.0005996573451
Q14689	DIP2A	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	170366.9600	0.00140837167
Q14693	LPIN1	erythrocytes	18	18	18	0	16	0	0	2	0	1167.76	98662.6550	0.01183588664
Q14696	MESD	erythrocytes	1	1	0	1	0	0	1	0	0	0	22631.0800	0
Q14697	GANAB	erythrocytes	4	4	3	1	1	0	1	0	2	75.948	103973.7950	0.0007304532839
Q14738	PPP2R5D	erythrocytes	6	6	6	0	6	0	0	0	0	479.88	69990.7050	0.006856338995
Q14764	MVP	erythrocytes	4	4	4	0	2	0	0	2	0	85.98	99194.2150	0.0008667844188
Q14773	ICAM4	erythrocytes	8	8	4	4	0	0	4	0	4	-8.064	26085.0200	-0.0003091429487
Q14814	MEF2D	erythrocytes	12	12	12	0	11	0	0	1	0	785.88	55936.8500	0.01404941465
Q14847	LASP1	erythrocytes	10	10	10	0	10	0	0	0	0	678.06	29716.8400	0.02281736551
Q14964	RAB39A	erythrocytes	3	3	3	0	1	2	0	0	0	558.99	25006.3700	0.02235390423
Q14974	KPNB1	erythrocytes	5	5	5	0	5	0	0	0	0	248.14	97168.7150	0.002553702599
Q14980	NUMA1	erythrocytes	54	54	54	0	49	0	1	4	0	3936.31	238254.8600	0.01652142584
Q14C86	GAPVD1	erythrocytes	23	23	23	0	23	0	0	0	0	1839.54	164977.2050	0.0111502677
Q14CX7	NAA25	erythrocytes	0	0	0	0	0	0	0	0	0	0	112290.6250	0
Q15003	NCAPH	erythrocytes	19	19	19	0	18	0	0	1	0	1383.68	82561.9600	0.01675929205
Q15005	SPCS2	erythrocytes	3	3	3	0	3	0	0	0	0	126.12	24871.2700	0.005070911136
Q15008	PSMD6	erythrocytes	0	0	0	0	0	0	0	0	0	0	45399.4950	0
Q15018	ABRAXAS2	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	46900.0600	0.008526641544
Q15019	SEPTIN2	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	41486.9500	0.006796836114
Q15021	NCAPD2	erythrocytes	16	16	16	0	16	0	0	0	0	1279.68	157179.6200	0.008141513512
Q15040	JOSD1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	23197.5250	0.003447781606
Q15041	ARL6IP1	erythrocytes	0	0	0	0	0	0	0	0	0	0	23362.4200	0
Q15042	RAB3GAP1	erythrocytes	8	8	8	0	8	0	0	0	0	639.84	110522.0200	0.00578925358
Q15046	KARS1	erythrocytes	7	7	7	0	7	0	0	0	0	446.04	67916.0250	0.006567522172
Q15057	ACAP2	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	88027.3850	0.006360066245
Q15075	EEA1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	162462.9800	0.0009845935363
Q15084	PDIA6	erythrocytes	6	6	6	0	4	0	0	0	2	315.888	46170.2400	0.006841809789
Q15102	PAFAH1B3	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	25602.6150	0.004765919419
Q15125	EBP	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	26221.1700	0.001603284674
Q15155	NOMO1	erythrocytes	4	4	1	3	1	0	3	0	0	79.98	131531.0100	0.0006080695343
Q15166	PON3	plasma	5	5	2	3	1	0	3	0	1	77.964	39606.9950	0.001968440171
Q15173	PPP2R5B	erythrocytes	6	6	6	0	6	0	0	0	0	479.88	57392.2900	0.008361401854
Q15181	PPA1	erythrocytes	4	4	4	0	4	0	0	0	0	206.1	32528.4650	0.00633598911
Q15185	PTGES3	erythrocytes	11	11	11	0	9	0	0	2	0	645.84	18697.1350	0.03454219055
Q15223	NECTIN1	erythrocytes	16	16	8	8	5	0	8	0	3	393.852	54059.8800	0.007285476771
Q15257	PTPA	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	40535.7900	0.001037108195
Q15276	RABEP1	erythrocytes	7	7	7	0	7	0	0	0	0	483.98	99157.4900	0.004880922258
Q15286	RAB35	erythrocytes	5	5	5	0	3	2	0	0	0	1120.29	23024.9800	0.04865541686
Q15293	RCN1	erythrocytes	4	4	3	1	3	0	1	0	0	239.94	35866.6850	0.006689773532
Q15334	LLGL1	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	115416.1550	0.002771882324
Q15363	TMED2	erythrocytes	0	0	0	0	0	0	0	0	0	0	20780.5400	0
Q15365	PCBP1	erythrocytes	8	8	8	0	7	0	0	1	0	503.9	37497.2950	0.01343830268
Q15366	PCBP2	erythrocytes	8	8	8	0	5	0	0	3	0	345.84	38579.5400	0.008964337055
Q15369	ELOC	erythrocytes	0	0	0	0	0	0	0	0	0	0	12473.0450	0
Q15370	ELOB	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	13132.6150	0.02147173278
Q15386	UBE3C	erythrocytes	1	1	1	0	0	0	0	1	0	-18.02	123920.7200	-0.0001454155528
Q15404	RSU1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	31408.6250	0.001338485846
Q15435	PPP1R7	erythrocytes	7	7	7	0	7	0	0	0	0	521.92	41432.3800	0.01259691092
Q15436	SEC23A	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	86028.2550	0.001418371208
Q15437	SEC23B	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	86346.6450	0.0009737494723
Q15477	SKIC2	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	137753.1150	0.001161207861
Q15485	FCN2	plasma	8	8	6	2	3	0	2	0	3	41.952	31412.7150	0.001335510159
Q15582	TGFBI	plasma	7	7	7	0	2	0	0	0	5	189.04	72417.0450	0.002610435154
Q15631	TSN	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	26182.5850	0.006265997036
Q15691	MAPRE1	erythrocytes	6	6	6	0	6	0	0	0	0	392.09	29867.4900	0.0131276515
Q15738	NSDHL	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	41899.7500	0.002912189214
Q15750	TAB1	erythrocytes	7	7	7	0	6	0	1	0	0	683.07	54643.2350	0.01250054101
Q15796	SMAD2	erythrocytes	13	13	13	0	13	0	0	0	0	963.86	52174.2550	0.01847386225
Q15811	ITSN1	erythrocytes	13	13	13	0	13	0	0	0	0	1039.74	195418.5900	0.005320578764
Q15819	UBE2V2	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	16231.4150	0.002590039131
Q15831	STK11	erythrocytes	20	19	19	0	18	2	0	0	0	1432.96	48250.7750	0.02969817583
Q15833	STXBP2	erythrocytes	0	0	0	0	0	0	0	0	0	0	66451.4700	0
Q15836	VAMP3	erythrocytes	4	4	4	0	1	0	0	3	0	-12.02	11177.7100	-0.001075354433
Q15843	NEDD8	erythrocytes	3	3	3	0	2	0	0	1	0	25	8559.8650	0.002920606809
Q15848	ADIPOQ	plasma	20	20	13	7	13	0	6	0	1	308.07	24544.0850	0.01255170034
Q15904	ATP6AP1	erythrocytes	9	9	2	7	1	0	7	0	1	77.964	47739.7000	0.001633106199
Q15907	RAB11B	erythrocytes	5	5	5	0	3	2	0	0	0	602.01	24001.5650	0.02508211444
Q16181	SEPTIN7	erythrocytes	8	8	8	0	8	0	0	0	0	563.96	50548.1750	0.01115688153
Q16186	ADRM1	erythrocytes	8	8	8	0	7	0	0	1	0	503.9	42021.4050	0.01199150766
Q16204	CCDC6	erythrocytes	14	14	14	0	14	0	0	0	0	1015.83	53158.8700	0.01910932268
Q16401	PSMD5	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	56063.6400	0.000749862121
Q16531	DDB1	erythrocytes	4	4	4	0	3	0	0	1	0	146.04	126835.0800	0.001151416469
Q16539	MAPK14	erythrocytes	9	9	9	0	9	0	0	0	0	606	41161.4100	0.01472252773
Q16543	CDC37	erythrocytes	8	8	8	0	8	0	0	0	0	488.08	44467.7750	0.01097603827
Q16555	DPYSL2	erythrocytes	20	20	20	0	20	0	0	0	0	1516.78	62292.7750	0.02434921225
Q16563	SYPL1	erythrocytes	2	2	0	2	0	0	2	0	0	0	28564.9100	0
Q16570	ACKR1	erythrocytes	6	6	4	2	2	0	2	0	2	156.088	35552.0950	0.00439040231
Q16610	ECM1	plasma	3	3	0	3	0	0	3	0	0	0	58811.0100	0
Q16658	FSCN1	erythrocytes	9	9	9	0	8	0	0	1	0	545.94	54398.0450	0.01003602243
Q16698	DECR1	erythrocytes	15	15	15	0	15	0	0	0	0	1074.75	32149.5700	0.03342968506
Q16720	ATP2B3	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	134195.4150	0.001787989552
Q16774	GUK1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	21594.0750	0.001946830323
Q16775	HAGH	erythrocytes	3	3	3	0	3	0	0	0	0	184.15	32409.7900	0.005681925122
Q16799	RTN1	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	83616.2550	0.00382605033
Q16851	UGP2	erythrocytes	8	8	8	0	8	0	0	0	0	563.96	56939.5350	0.009904541721
Q16853	AOC3	plasma	14	14	5	9	1	0	9	0	4	227.122	84620.5700	0.00268400461
Q16864	ATP6V1F	erythrocytes	0	0	0	0	0	0	0	0	0	0	13370.0100	0
Q16878	CDO1	erythrocytes	1	1	1	0	0	0	0	1	0	-2.02	22971.5650	-8.793480113e-05
Q27J81	INF2	erythrocytes	10	10	10	0	10	0	0	0	0	761.86	135490.8550	0.005622962524
Q2KHT3	CLEC16A	erythrocytes	0	0	0	0	0	0	0	0	0	0	117713.1500	0
Q2LD37	BLTP1	erythrocytes	14	14	14	0	14	0	0	0	0	1119.72	555473.5800	0.002015793442
Q2M218	ZNF630	erythrocytes	0	0	0	0	0	0	0	0	0	0	76093.0600	0
Q2M2I8	AAK1	erythrocytes	21	21	21	0	21	0	0	0	0	1575.69	103883.1300	0.01516791032
Q2M3G0	ABCB5	erythrocytes	11	11	0	11	0	0	11	0	0	0	138638.7600	0
Q2TAA2	IAH1	erythrocytes	1	1	1	0	1	0	0	0	0	100.07	27598.2450	0.003625955201
Q2TAZ0	ATG2A	erythrocytes	8	8	8	0	8	0	0	0	0	639.84	212856.5450	0.003005968174
Q2TBE0	CWF19L2	erythrocytes	7	7	7	0	5	0	0	2	0	363.86	103785.6250	0.003505880511
Q32M84	BTBD16	erythrocytes	0	0	0	0	0	0	0	0	0	0	58480.2450	0
Q32MH5	ATOSA	erythrocytes	0	0	0	0	0	0	0	0	0	0	121667.9250	0
Q3B8N5	PROX2	erythrocytes	0	0	0	0	0	0	0	0	0	0	65584.7050	0
Q3LXA3	TKFC	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	58946.2500	0.004070487945
Q3SY69	ALDH1L2	erythrocytes	7	7	7	0	7	0	0	0	0	842.54	101744.5300	0.008280936577
Q3YEC7	RABL6	erythrocytes	13	13	13	0	13	0	0	0	0	1001.8	79547.6600	0.01259370797
