# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-12T21:58:23Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 eab7879e14401408aa6c70f4047db865441ca64fa933e1e751b571bfa7cac220
# composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 9ecb8ae2215e5755640d0ff4a5dd19bf23d7518a8401d0d7a77c6ad74939cdd4
# rules       = B0-B5, D31 (within-tier), D47 (summed rows), D48 (shared rows)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
accession	gene	tier	mw_master	match_rule	n_rows	rows	v_I	sd_I	valid_I	minor_row_share_I	shared_row_value_I	v_IIa	sd_IIa	valid_IIa	minor_row_share_IIa	shared_row_value_IIa	v_IIx	sd_IIx	valid_IIx	minor_row_share_IIx	shared_row_value_IIx	w_I_tier1	w_I_tier1_low	w_I_tier1_high	w_IIa_tier1	w_IIa_tier1_low	w_IIa_tier1_high	w_IIx_tier1	w_IIx_tier1_low	w_IIx_tier1_high	w_I_tier2	w_I_tier2_low	w_I_tier2_high	w_IIa_tier2	w_IIa_tier2_low	w_IIa_tier2_high	w_IIx_tier2	w_IIx_tier2_low	w_IIx_tier2_high
Q14BN4	SLMAP	1	95196.6650	single	1	3185	70.10415649	30.6332106	19	0	0	50.66791916	32.62314431	27	0	0	47.59761429	14.1114105	13	0	0	0.0001262776251	7.109845633e-05	0.000181456794	8.038071877e-05	2.86266339e-05	0.0001321348036	7.516913642e-05	5.28835123e-05	9.745476053e-05									
Q15124	PGM5	1	62224.3600	single	1	2455	66.85484695	37.87164847	18	0	0	11.58959389	9.269692462	29	0	0	5.531549692	19.77315789	10	0	0	7.871440931e-05	3.412460655e-05	0.0001233042121	1.201782121e-05	2.405620148e-06	2.163002228e-05	5.710049827e-06	0	2.612127689e-05									
Q15139	PRKD1	1	101702.7550	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q15149	PLEC	1;2	531781.2150	summed:2	2	2508;2509	1018.126699	376.6492713	19	0.001024090274	0	784.1930225	529.6730255	29	0.0009592366026	0	619.6039182	206.4227726	13	0.001140569584	0	0.01024461688	0.006454688294	0.01403454547	0.006949491819	0.002255547533	0.01164343611	0.005466127893	0.003645072148	0.007287183638	0.1096252401	0.06907010404	0.1501803761	0.06636654825	0.02154012236	0.1111929741	0.04466483129	0.02978461824	0.05954504434
Q15172	PPP2R5A	1	56061.6200	single	1	2607	4.315459013	30.03893027	14	0	0	4.344054222	10.05768179	11	0	0	8.869736671	7.06828467	9	0	0	4.577765511e-06	0	3.644255176e-05	4.058429097e-06	0	1.345481007e-05	8.2491464e-06	1.675409523e-06	1.482288328e-05									
Q15327	ANKRD1	1	36251.4100	single	1	181	11.56465077	6.253819177	2	0	0	11.46268845	27.01481056	11	0	0	3.173329353	3.913253755	5	0	0	7.93265066e-06	3.64290912e-06	1.22223922e-05	6.924819759e-06	0	2.324496096e-05	1.908414438e-06	0	4.261813387e-06									
Q15413	RYR3	1;2	552034.3650	single	1	2989	0.3753759265	1.707726575	6	0	0	5.767174482	2.719396326	6	0	0	17.15056658	22.82600862	6	0	0	3.920969234e-06	0	2.175893616e-05	5.305499614e-05	2.803796882e-05	7.807202346e-05	0.0001570642075	0	0.0003661038878	4.195737122e-05	0	0.0002328372673	0.0005066668258	0.0002677581698	0.0007455754819	0.001283403255	0	0.00299150856
Q15842	KCNJ8	1	47967.2450	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q16527	CSRP2	1	20953.7800	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q16637	SMN1	1	31717.1100	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q2TBA0	KLHL40	1	69256.3600	single	1	1665	354.8684998	134.3532804	19	0	0	231.455307	132.4441242	29	0	0	150.0059814	73.51420927	13	0	0	0.0004650375435	0.0002889742425	0.0006411008446	0.0002671307524	0.0001142723064	0.0004199891984	0.0001723458698	8.788343559e-05	0.000256808304									
Q2TBC4	PRICKLE4	1	37550.4350	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q2V2M9	FHOD3	1	158610.7650	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q53GG5	PDLIM3	1	39231.9650	summed:3	3	2402;2403;2404	1024.665985	534.083543	19	0.3295120611	0	1553.595041	994.3817369	29	0.4827130638	0	1996.495755	1093.484101	13	0.391167137	0	0.0007606472226	0.000364177378	0.001157117067	0.001015722259	0.0003656071148	0.001665837403	0.001299394708	0.0005877140294	0.002011075386									
Q5BKX8	CAVIN4	1	41898.5750	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q5BKY1	LRRC10	1	31641.4400	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q5JQC9	AKAP4	1	73332.7050	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q5JVS0	HABP4	1;2	45784.8300	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5TD97	FHL5	1	32719.4650	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q5VST9	OBSCN	1	868451.9750	summed:2	2	2296;2297	376.1726027	182.4683219	19	0.02054309076	0	313.4254246	131.7834386	29	0.02732448401	0	237.9713364	133.3623145	13	0.02159965419	0	0.006181499984	0.003183068092	0.009179931876	0.004536042472	0.002628809593	0.00644327535	0.003428491665	0.001507119156	0.005349864175									
Q5VTT5	MYOM3	1	162186.9100	single	1	2095	1939.789551	928.7402752	19	0	0	481.036499	409.1872826	29	0	0	169.8047333	88.05285428	13	0	0	0.005952937441	0.003102766011	0.008803108871	0.001300142371	0.0001941936023	0.00240609114	0.0004568758823	0.0002199612527	0.000693790512									
Q5VU43	PDE4DIP	1	265098.1150	single	1	2387	1.919822991	0.6584316838	4	0	0	0.576854825	0	1	0	0	0	0	0	0	0	9.630054198e-06	6.327284707e-06	1.293282369e-05	2.54841558e-06	2.54841558e-06	2.54841558e-06	0	0	0									
Q5VVH2	FKBP1C	2	12178.8850	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q5VZP5	STYXL2	1	130173.9850	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q6H8Q1	ABLIM2	1	67811.3800	summed:2	2	29;30	24.75664425	11.78099059	18	0	0	31.46193504	27.81427536	28	0.1653781438	0	44.65435123	29.27815649	12	0.1362485843	0	3.176546827e-05	1.664917549e-05	4.688176106e-05	3.555372386e-05	4.122056856e-06	6.698539086e-05	5.023414422e-05	1.729753009e-05	8.317075834e-05									
Q6IBS0	TWF2	1	39416.1850	single	1	3650	47.34467316	31.82127103	19	0	0	75.83656311	52.54343356	29	0	0	70.21723175	80.08323458	13	0	0	3.531072331e-05	1.157770285e-05	5.904374376e-05	4.981387339e-05	1.53002847e-05	8.432746208e-05	4.59146135e-05	0	9.828054522e-05									
Q6P050	FBXL22	1	26027.8800	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q6P5Q4	LMOD2	1	61674.4900	single	1	1752	34.02048111	18.0501559	19	0	0	9.682244301	5.963433379	27	0	0	9.012787819	5.107548511	9	0	0	3.970150052e-05	1.86371813e-05	6.076581974e-05	9.95127403e-06	3.822141376e-06	1.608040669e-05	9.221410495e-06	3.995635475e-06	1.444718551e-05									
Q6UXF7	CLEC18B	2	47752.5900	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q711Q0	CEFIP	1	156474.3000	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q86SG2	ANKRD23	1	34296.8300	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q86TC9	MYPN	1	145254.8750	single	1	2100	89.05975342	40.89772739	19	0	0	88.85997009	68.79952703	28	0	0	97.53792572	41.09947182	13	0	0	0.0002447784096	0.0001323720725	0.0003571847467	0.0002150968062	4.855884185e-05	0.0003816347706	0.0002350373457	0.0001359998616	0.0003340748297									
Q86TD4	SRL	2	52371.3600	single	1	3281	2104.655029	1013.388134	19	0	0	1819.028809	774.4145737	29	0	0	2015.758301	1415.050867	13	0	0										0.02231775535	0.01157179075	0.03306371996	0.01516095972	0.008706489012	0.02161543042	0.01431036989	0.004264571588	0.02435616819
Q86VF2	IGFN1	1	137761.3000	single	1	1560	3.181508541	10.47172491	16	0	0	27.55092049	29.14150118	29	0	0	8.859742165	10.48642833	12	0	0	8.293182628e-06	0	3.558964467e-05	6.324998517e-05	0	0.0001301515436	2.024794522e-05	0	4.421349888e-05									
Q86VF7	NRAP	1	197070.7750	single	1	2247	194.3516541	83.49112919	19	0	0	199.4830322	138.9147159	29	0	0	149.0826721	158.4526682	13	0	0	0.0007247218729	0.0004133900872	0.001036053659	0.000655126652	0.0001989137513	0.001111339553	0.0004873960826	0	0.0010054255									
Q86VW2	ARHGEF25	1	63841.7250	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q86YM7	HOMER1	1	40144.9200	single	1	1475	18.19862366	17.41863832	19	0	0	12.81488609	167.0538505	23	0	0	9.34931469	15.076053	10	0	0	1.382388283e-05	5.924857873e-07	2.705527988e-05	8.573189617e-06	0	0.0001203326173	6.226486004e-06	0	1.62668832e-05									
Q8IUG5	MYO18B	1	285210.1700	single	1	2083	1.359394908	1.611790984	10	0	0	1.450933516	2.240698148	18	0	0	3.752766848	10.45314601	8	0	0	7.336206539e-06	0	1.603451156e-05	6.896196101e-06	0	1.754609402e-05	1.775616746e-05	0	6.721509166e-05									
Q8IVL5	P3H2	2	78195.8850	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q8IWX7	UNC45B	1	103731.5600	single	1	3713	18.03071213	52.30934462	19	0	0	87.08827972	80.92464124	29	0	0	77.63336945	69.55909048	13	0	0	3.539033652e-05	0	0.0001380621165	0.000150545474	1.065479626e-05	0.0002904361517	0.0001335955482	1.389464005e-05	0.0002532964564									
Q8IWX8	CHERP	2	103700.2450	single	1	593	3.193989515	2.783672622	8	0	0	2.010006666	1.568121961	15	0	0	3.20229125	3.026415429	4	0	0										6.706393122e-05	8.615389558e-06	0.0001255124729	3.317191508e-05	7.292593688e-06	5.905123646e-05	4.501519768e-05	2.472318799e-06	8.755807656e-05
Q8N0Z2	ABRA	1	43116.8500	single	1	32	6.316647828	7.388315149	2	0	0	14.21376133	12.70530928	12	0	0	3.534353256	1.600620762	7	0	0	5.153408776e-06	0	1.118113252e-05	1.021299516e-05	1.08386606e-06	1.934212425e-05	2.528073063e-06	1.383171595e-06	3.672974531e-06									
Q8N3K9	CMYA5	1;2	449204.4400	single	1	636	41.90520477	63.9366836	19	0	0	49.66033936	22.48706177	29	0	0	52.50088882	22.36814915	13	0	0	0.0003561827731	0	0.0008996270872	0.000371749853	0.0002034150809	0.0005400846251	0.0003912400787	0.0002245511591	0.0005579289983	0.003811428232	0	0.00962669825	0.003550152328	0.001942581866	0.00515772279	0.003196901436	0.001834852721	0.00455895015
Q8N3V7	SYNPO	1	99461.7200	summed:2	2	3384;3385	225.8079836	81.36019181	19	0.0353736646	0	128.2142124	92.62440574	28	0.01699754629	0	192.9865883	69.59370949	13	0.101671558	0	0.0004249679338	0.0002718490226	0.0005780868451	0.0002125148175	5.899003808e-05	0.000366039597	0.0003184312893	0.0002036004358	0.0004332621427									
Q8NBH2	KY	1	75152.3900	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q8NC69	KCTD6	1	27610.0000	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q8NDY3	ADPRHL1	1	40104.0850	single	1	100	66.91449165	124.6610643	18	0	0	140.6713028	154.9373989	28	0	0	295.7315979	302.7719309	12	0	0	5.077731102e-05	0	0.0001453749606	9.401371274e-05	0	0.00019756177	0.0001967519219	0	0.0003981878176									
Q8NDZ2	SIMC1	1	96836.5750	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q8NEW0	SLC30A7	2	41625.1850	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q8NEZ5	FBXO22	1	44507.8600	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q8NF91	SYNE1	1;2	1011067.9000	single	1	3378	3.059793711	3.837315071	18	0	0	2.562503815	22.61513677	27	0	0	3.913133919	8.43959221	10	0	0	5.853739252e-05	0	0.0001319496679	4.31759523e-05	0	0.0004242212646	6.563533025e-05	0	0.0002071933329	0.0006263948942	0	0.001411962418	0.0004123235189	0	0.004051246013	0.0005363194952	0	0.001693018429
Q8TDC0	MYOZ3	1	27156.5100	single	1	2099	773.6594238	556.5036638	19	0	0	1395.039368	997.999506	28	0	0	1709.154175	784.1357176	13	0	0	0.0003975435206	0.0001115851015	0.0006835019398	0.0006313315626	0.0001796822384	0.001082980887	0.0007699948806	0.0004167321398	0.001123257621									
Q8WU10	PYROXD1	1	55792.1850	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q8WX93	PALLD	1	150561.4600	single	1	2345	8.326323509	5.522210002	18	0	0	8.37567997	16.4537773	28	0	0	7.439292669	5.971032314	12	0	0	2.372072735e-05	7.988593273e-06	3.945286143e-05	2.101507647e-05	0	6.229857696e-05	1.858138593e-05	3.667326117e-06	3.349544574e-05									
Q8WXH0	SYNE2	1;2	796429.2700	single	1	3379	0.8987502754	2.240446926	16	0	0	1.164696336	8.749088581	27	0	0	0.7466751337	1.092552932	10	0	0	1.354400647e-05	0	4.730714233e-05	1.545813174e-05	0	0.0001315781535	9.865328302e-06	0	2.430051286e-05	0.0001449312334	0	0.0005062226235	0.0001476227143	0	0.001256550565	8.061158335e-05	0	0.000198564382
Q8WXH2	JPH3	2	81467.6550	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q8WZ42	TTN	1	3815987.0450	summed:5	5	3631;3632;3633;3634;3635	3888.112424	1624.933435	19	0.002418510191	0	4368.84002	1639.794826	29	0.002453047629	0	4390.221848	2303.705669	13	0.001914471206	0	0.2807414955	0.1634130355	0.3980699554	0.2778242277	0.1735460374	0.3821024179	0.2779239667	0.132087369	0.4237605645									
Q92629	SGCD	2	32071.0300	summed:2	2	3122;3123	146.9209952	104.9481586	19	0.04063682787	0	127.9425955	80.18876569	29	0.05570996068	0	240.7231092	241.9336666	13	0.06427420001	0										0.0009540530159	0.0002725567663	0.001635549265	0.0006530122515	0.0002437330257	0.001062291477	0.001046524121	0	0.002098311042
Q92736	RYR2	1;2	564559.6000	single	1	2988	0.8915997148	0.7804124913	9	0	0	2.167798877	3.950611365	22	0	0	3.881194592	4.194053333	8	0	0	9.524465675e-06	1.187751494e-06	1.786117985e-05	2.039510126e-05	0	5.756327203e-05	3.635028796e-05	0	7.563073185e-05	0.0001019190711	1.270984989e-05	0.0001911282923	0.0001947699928	0	0.0005497201478	0.0002970255199	0	0.0006179939337
Q92831	KAT2B	1	93011.8850	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q92952	KCNN1	1	59986.4900	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q93084	ATP2A3	2	109254.7500	single	1	313	2.184381247	0	1	0	0	7.966684818	23.3453913	22	0	0	10.05902576	142.7572316	9	0	0										4.832195606e-05	4.832195606e-05	4.832195606e-05	0.0001385195998	0	0.0005444342722	0.0001489754818	0	0.002263228676
Q969P5	FBXO32	1	41636.5500	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q969Q1	TRIM63	1	40247.1000	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q96AC1	FERMT2	1	77859.3750	single	1	1172	71.89112282	296.8418003	16	0	0	34.07035065	82.2507479	21	0	0	67.42258072	546.0223525	12	0	0	0.0001059124668	0	0.0005432299836	4.420634398e-05	0	0.0001509268439	8.708611697e-05	0	0.0007923537877									
Q96DD0	LRRC39	1	38792.3800	single	1	1774	49.0002346	30.97124456	18	0	0	15.95948267	17.55368661	24	0	0	3.971987247	3.369607845	9	0	0	3.596710544e-05	1.323362207e-05	5.870058882e-05	1.031721111e-05	0	2.166501569e-05	2.556153395e-06	3.87658383e-07	4.724648406e-06									
Q96HC4	PDLIM5	1	63813.1100	summed:4	4	2406;2407;2408;2409	7178.350072	1811.516059	19	0.4939713997	0	5685.826887	2160.264013	29	0.4821159385	0	5564.545513	1870.754551	13	0.4773550272	0	0.008667531894	0.006480208475	0.01085485531	0.006046452229	0.003749172798	0.008343731661	0.005890772507	0.003910343117	0.007871201898									
Q96JJ6	JPH4	2	65859.7250	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q96JY6	PDLIM2	1	37458.2350	single	1	2401	5.15015173	0.6538296898	3	0	0	6.992866516	2.599516792	7	0	0	5.761787415	0.7916800852	3	0	0	3.650297302e-06	3.186879352e-06	4.113715251e-06	4.365154608e-06	2.742459154e-06	5.987850062e-06	3.580446444e-06	3.088486581e-06	4.072406307e-06									
Q96MG2	JSRP1	2	36318.0900	single	1	1640	209.9227753	161.8573565	19	0	0	328.8545532	150.6654588	29	0	0	632.6887817	394.693636	13	0	0										0.001543683631	0.0003534528355	0.002733914426	0.001900728666	0.00102990552	0.002771551811	0.003114810894	0.001171681709	0.00505794008
Q96Q27	ASB2	1	70211.0100	single	1	285	1.843703866	2.337492596	12	0	0	3.888351321	159.4085313	18	0	0	381.8067627	134.171285	5	0	0	2.449386333e-06	0	5.554777889e-06	4.549543274e-06	0	0.0001910645856	0.000444714693	0.0002884368382	0.0006009925478									
Q9BR39	JPH2	1;2	74220.4650	single	1	1639	153.3764343	57.53109702	19	0	0	274.7163696	180.5486788	29	0	0	287.1774902	104.1834413	13	0	0	0.0002153987663	0.0001346032557	0.0002961942768	0.0003397858521	0.000116472306	0.0005630993982	0.0003535954826	0.0002253166465	0.0004818743187	0.002304931627	0.001440357838	0.003169505417	0.003244901172	0.001112292109	0.005377510234	0.002889299864	0.001841107673	0.003937492055
Q9BVC6	TMEM109	2	22751.2350	single	1	3494	197.0547333	138.1068448	19	0	0	178.5719528	1095.369978	28	0	0	279.6403198	926.1887404	13	0	0										0.0009077527778	0.0002715494759	0.00154395608	0.000646563954	0	0.004612622078	0.0008624289311	0	0.003718855236
Q9BYV2	TRIM54	1	40300.3650	single	1	3602	12.36282063	8.155977059	13	0	0	11.56197262	11.00619053	24	0	0	9.408135414	7.141573909	9	0	0	9.427302678e-06	3.207940067e-06	1.564666529e-05	7.764938106e-06	3.732592729e-07	1.515661694e-05	6.289920853e-06	1.515336658e-06	1.106450505e-05									
Q9C0I1	MTMR12	1;2	86146.4300	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZV1	ANKRD2	1	39858.5950	single	1	183	201.6832733	324.3268106	19	0	0	259.0091858	231.9103293	29	0	0	33.50317383	87.99707062	13	0	0	0.0001521082503	0	0.0003967134814	0.0001720419019	1.799989754e-05	0.0003260839062	2.215340963e-05	0	8.033999105e-05									
Q9H1R3	MYLK2	1	64552.8300	single	1	2079	25.1633606	262.415317	16	0	0	46.67023087	209.7554212	25	0	0	444.7914734	775.9108634	13	0	0	3.073582191e-05	0	0.000351263377	5.020561808e-05	0	0.0002758505393	0.0004763261023	0	0.001307247151									
Q9H2S1	KCNN2	1	63758.7200	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q9H6F2	TMEM38A	2	33259.4100	single	1	3509	189.4353638	100.0817672	19	0	0	203.3154297	79.11857361	29	0	0	218.3545837	152.169826	13	0	0										0.001275708168	0.0006017309053	0.001949685431	0.001076163218	0.0006573829073	0.001494943528	0.0009844539468	0.000298394679	0.001670513215
Q9H7C4	SYNC	1	55298.4550	single	1	3376	11.27029419	12.00141306	18	0	0	13.14649582	43.67213319	26	0	0	22.34993935	88.66257301	13	0	0	1.179258876e-05	0	2.435017832e-05	1.211490708e-05	0	5.236014375e-05	2.050321604e-05	0	0.0001018398077									
Q9H987	SYNPO2L	1	102479.0200	summed:2	2	3388;3389	693.3913269	288.3800975	19	0.4974947237	0	657.9832916	245.348935	28	0.4497256398	0	833.0746155	218.8153185	13	0.4390030782	0	0.001344541688	0.000785349428	0.001903733947	0.001123691023	0.0007046889007	0.001542693146	0.001416287775	0.00104428573	0.00178828982									
Q9HBI1	PARVB	1	41713.6650	single	1	2358	7.903318405	4.546894918	14	0	0	7.055073738	17.58244769	21	0	0	25.05722237	334.8116824	13	0	0	6.238048275e-06	2.649207671e-06	9.826888879e-06	4.904299549e-06	0	1.712665093e-05	1.733979335e-05	0	0.0002490320895									
Q9HDC5	JPH1	1;2	71685.0200	single	1	1638	171.32901	822.8001864	19	0	0	333.831604	386.8557021	29	0	0	412.461792	166.4428857	13	0	0	0.0002323914895	0	0.001348441602	0.000398797973	0	0.0008609389685	0.0004905065108	0.0002925698274	0.0006884431942	0.002486766769	0	0.014429357	0.003808457597	0	0.008221831046	0.004008027434	0.002390646951	0.005625407917
Q9NNX1	TUFT1	1	44263.1150	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q9NP98	MYOZ1	1	31744.3000	single	1	2097	4585.492676	1856.444881	19	0	0	5648.738281	2700.909986	29	0	0	5523.321777	1708.093936	13	0	0	0.002754309007	0.001639222097	0.003869395917	0.002988231851	0.001559426895	0.004417036806	0.00290869873	0.002009180132	0.003808217328									
Q9NPC6	MYOZ2	1	29897.4750	single	1	2098	1592.062012	2133.674416	19	0	0	36.43253708	79.15196266	25	0	0	27.2972517	48.38095972	10	0	0	0.0009006486337	0	0.00210769392	1.815185482e-05	0	5.758789331e-05	1.353898407e-05	0	3.753513759e-05									
Q9NR12	PDLIM7	1	49844.0400	summed:2	2	2410;2411	322.1502876	153.0349649	19	0.3822631478	0	1111.186264	544.9289815	29	0.4171732406	0	3015.033081	1028.905507	13	0.4985737364	0	0.0003038314055	0.0001594986818	0.0004481641293	0.0009229903966	0.0004703532168	0.001375627576	0.002493090012	0.001642301986	0.003343878038									
Q9NVD7	PARVA	1	42111.9200	single	1	2357	54.83452225	105.1446957	3	0	0	13.10864639	13.20979862	9	0	0	7.082597494	7.303174257	6	0	0	4.369381947e-05	0	0.0001274763193	9.199409965e-06	0	1.846980672e-05	4.948006317e-06	0	1.005011079e-05									
Q9NVV0	TMEM38B	2	32509.3500	single	1	3510	44.7585125	39.76129054	14	0	0	52.25522041	55.65645272	28	0	0	97.75078964	67.95215103	12	0	0										0.0002946182666	3.28936953e-05	0.000556342838	0.0002703530259	0	0.0005583030199	0.0004307716473	0.0001313176977	0.000730225597
Q9NY72	SCN3B	1	22179.9500	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q9NYL9	TMOD3	1	39594.2550	single	1	3518	4.114464045	0.7119631097	2	0	0	5.800130367	2.435629849	5	0	0	5.66682148	0	1	0	0	3.082523177e-06	2.549126175e-06	3.615920179e-06	3.827075352e-06	2.219984067e-06	5.434166636e-06	3.722239801e-06	3.722239801e-06	3.722239801e-06									
Q9NZQ9	TMOD4	1	39334.8900	single	1	3519	1412.262939	770.4831716	19	0	0	1373.484375	875.9793684	29	0	0	1474.116699	1067.802009	13	0	0	0.001051125098	0.0004776665891	0.001624583607	0.0009003238303	0.0003261162786	0.001474531382	0.0009619277364	0.00026513869	0.001658716783									
Q9NZR1	TMOD2	1	39594.5400	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q9UBF9	MYOT	1	55394.2350	single	1	2096	1900.785278	601.1491328	19	0	0	1211.895996	572.485515	29	0	0	801.0870361	502.657886	13	0	0	0.00199231742	0.001362220005	0.002622414834	0.001118734425	0.000590257348	0.001647211501	0.0007361679639	0.0002742448323	0.001198091096									
Q9UDY4	DNAJB4	1	37675.1850	single	1	913	61.05282974	36.16307672	19	0	0	104.4386368	140.2430378	28	0	0	85.03628159	109.0094845	10	0	0	4.352332787e-05	1.774340167e-05	6.930325406e-05	6.557128132e-05	0	0.0001536221786	5.314865717e-05	0	0.0001212808428									
Q9UGI6	KCNN3	1	81383.7700	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Q9UHP9	SMPX	1	9558.9250	single	1	3205	367.2185669	1244.232763	19	0	0	703.3990479	1252.394874	29	0	0	697.3080444	1321.676372	13	0	0	6.641934507e-05	0	0.0002914654965	0.0001120489813	0	0.0003115510567	0.0001105773992	0	0.0003201655961									
Q9UJW0	DCTN4	1	52205.2100	single	1	834	0	0	0	0	0	2.366599858	2.622094044	6	0	0	6.876112461	1.480535169	2	0	0	0	0	0	2.058902417e-06	0	4.340080516e-06	5.955105497e-06	4.672877614e-06	7.23733338e-06									
Q9UKP3	ITGB1BP2	1	38381.7000	single	1	1625	19.93169975	6.42486796	4	0	0	4.704021931	1.616990968	3	0	0	17.53950024	7.438738036	2	0	0	1.447536243e-05	9.809313203e-06	1.914141166e-05	3.008781338e-06	1.974523352e-06	4.043039323e-06	1.116796547e-05	6.431481055e-06	1.590444989e-05									
Q9UKX2	MYH2	1	223041.1500	summed:2	2	2057;2058	2410.703857	2498.38259	19	0	0	36875.86002	6498.126102	29	0.003799081318	0	18653.31055	5798.103669	13	0	0	0.01017395382	0	0.02071794038	0.1370642631	0.1129113114	0.1612172148	0.06901977793	0.04756600828	0.09047354758									
Q9UKX3	MYH13	1	223601.3850	single	1	2053	1513.63501	440.642282	19	0	0	1494.858154	666.2261566	29	0	0	1246.57373	764.5853639	13	0	0	0.006404077174	0.004539752445	0.008268401904	0.005570209843	0.003087687013	0.008052732672	0.004624077468	0.001787901904	0.007460253032									
Q9UL15	BAG5	2	51198.8700	none	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0
Q9ULV4	CORO1C	1	53248.3350	single	1	700	11.31823826	8.244229828	9	0	0	6.981730461	14.33176736	17	0	0	6.493049145	2.855927112	7	0	0	1.140369959e-05	3.097219537e-06	1.971017963e-05	6.195354946e-06	0	1.89128877e-05	5.735712362e-06	3.212895104e-06	8.25852962e-06									
