accession	gene_primary	protein_name	length	reviewed	organism_id	subtree_terms_returning_entry	in_term_level_query
Q5NDL2	EOGT	EGF domain-specific O-linked N-acetylglucosamine transferase (EC 2.4.1.255) (Extracellular O-linked N-acetylglucosamine transferase)	527	reviewed	9606		
Q5QJ74	TBCEL	Tubulin-specific chaperone cofactor E-like protein (EL) (Leucine-rich repeat-containing protein 35)	424	reviewed	9606		
Q5QNW6	H2BC18	Histone H2B type 2-F (H2B-clustered histone 18)	126	reviewed	9606		
Q5R3I4	TTC38	Tetratricopeptide repeat protein 38 (TPR repeat protein 38)	469	reviewed	9606		
Q5RI15	COX20	Cytochrome c oxidase assembly protein COX20, mitochondrial	118	reviewed	9606		
Q5SQH8	C6orf136	Uncharacterized protein C6orf136	315	reviewed	9606		
Q5SRD1	TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23B (TIMM23B)	188	reviewed	9606		
Q5SRE5	NUP188	Nucleoporin NUP188 (hNup188)	1749	reviewed	9606		
Q5SSJ5	HP1BP3	Heterochromatin protein 1-binding protein 3 (Protein HP1-BP74)	553	reviewed	9606		
Q5SV97	PERM1	PGC-1 and ERR-induced regulator in muscle protein 1 (PPARGC1 and ESRR-induced regulator in muscle 1) (Peroxisome proliferator-activated receptor gamma coactivator 1 and estrogen-related receptor-induced regulator in muscle 1)	790	reviewed	9606		
Q5SW79	CEP170	Centrosomal protein of 170 kDa (Cep170) (KARP-1-binding protein) (KARP1-binding protein)	1584	reviewed	9606		
Q5SZK8	FREM2	FRAS1-related extracellular matrix protein 2 (ECM3 homolog)	3169	reviewed	9606		
Q5T013	HYI	Putative hydroxypyruvate isomerase (EC 5.3.1.22) (Endothelial cell apoptosis protein E-CE1)	277	reviewed	9606		
Q5T1J5	CHCHD2P9	Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing 2 pseudogene 9)	151	reviewed	9606		
Q5T440	IBA57	Iron-sulfur cluster assembly factor IBA57, mitochondrial (Iron-sulfur cluster assembly factor homolog)	356	reviewed	9606		
Q5T447	HECTD3	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	861	reviewed	9606		
Q5T4S7	UBR4	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (p600) (N-recognin-4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600)	5183	reviewed	9606		
Q5T6F2	UBAP2	Ubiquitin-associated protein 2 (UBAP-2) (RNA polymerase II degradation factor UBAP2)	1119	reviewed	9606		
Q5T6V5	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase (EC 3.2.2.-) (Q-nucleotide N-glycosylase 1) (Queuine salvage protein QNG1) (Queuosine-nucleotide N-glycosylase/hydrolase)	341	reviewed	9606		
Q5T749	KPRP	Keratinocyte proline-rich protein (hKPRP)	579	reviewed	9606		
Q5T750	KPLCE	Protein KPLCE (KPRP N-terminal and LCE C-terminal-like protein) (Skin-specific protein 32)	250	reviewed	9606		
Q5T8P6	RBM26	RNA-binding protein 26 (CTCL tumor antigen se70-2) (RNA-binding motif protein 26)	1007	reviewed	9606		
Q5T9A4	ATAD3B	ATPase family AAA domain-containing protein 3B (AAA-TOB3)	648	reviewed	9606		
Q5T9L3	WLS	Protein wntless homolog (Integral membrane protein GPR177) (Protein evenness interrupted homolog) (EVI) (Putative NF-kappa-B-activating protein 373)	541	reviewed	9606		
Q5TAQ9	DCAF8	DDB1- and CUL4-associated factor 8 (WD repeat-containing protein 42A)	597	reviewed	9606		
Q5TC12	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1 (ATP11 homolog)	328	reviewed	9606		
Q5TEC6	H3-7	Histone H3-7	136	reviewed	9606		
Q5TEU4	NDUFAF5	Arginine-hydroxylase NDUFAF5, mitochondrial (EC 1.-.-.-) (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5) (Putative methyltransferase NDUFAF5) (EC 2.1.1.-)	345	reviewed	9606		
Q5TFE4	NT5DC1	5'-nucleotidase domain-containing protein 1 (EC 3.1.3.-)	455	reviewed	9606		
Q5TGY3	AHDC1	Transcription factor Gibbin (AT-hook DNA-binding motif-containing protein 1)	1603	reviewed	9606		
Q5THJ4	VPS13D	Intermembrane lipid transfer protein VPS13D (Vacuolar protein sorting-associated protein 13D)	4388	reviewed	9606		
Q5TZA2	CROCC	Rootletin (Ciliary rootlet coiled-coil protein)	2017	reviewed	9606		
Q5U5X0	LYRM7	Complex III assembly factor LYRM7 (LYR motif-containing protein 7)	104	reviewed	9606		
Q5U651	RASIP1	Ras-interacting protein 1 (Rain)	963	reviewed	9606		
Q5VT25	CDC42BPA	Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha) (DMPK-like alpha) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (MRCK alpha) (Myotonic dystrophy protein kinase-like alpha)	1732	reviewed	9606		
Q5VTE0	EEF1A1P5	Putative elongation factor 1-alpha-like 3 (EF-1-alpha-like 3) (Eukaryotic elongation factor 1 A-like 3) (eEF1A-like 3) (Eukaryotic translation elongation factor 1 alpha-1 pseudogene 5)	462	reviewed	9606		
Q5VTR2	RNF20	E3 ubiquitin-protein ligase BRE1A (BRE1-A) (hBRE1) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A)	975	reviewed	9606		
Q5VUA4	ZNF318	Zinc finger protein 318 (Endocrine regulatory protein)	2279	reviewed	9606		
Q5VUM1	SDHAF4	Succinate dehydrogenase assembly factor 4, mitochondrial (SDH assembly factor 4) (SDHAF4)	108	reviewed	9606		
Q5VVQ6	YOD1	Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (DUBA-8) (HIV-1-induced protease 7) (HIN-7) (HsHIN7) (OTU domain-containing protein 2)	348	reviewed	9606		
Q5VW32	BROX	BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein)	411	reviewed	9606		
Q5VW36	FOCAD	Focadhesin	1801	reviewed	9606		
Q5VWZ2	LYPLAL1	Lysophospholipase-like protein 1 (EC 3.1.2.22)	237	reviewed	9606		
Q5VXT5	SYPL2	Synaptophysin-like protein 2	272	reviewed	9606		
Q5VYK3	ECPAS	Proteasome adapter and scaffold protein ECM29 (Ecm29 proteasome adapter and scaffold) (Proteasome-associated protein ECM29 homolog)	1845	reviewed	9606		
Q5VZ89	DENND4C	DENN domain-containing protein 4C	1909	reviewed	9606		
Q5VZE5	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit (Embryonic growth-associated protein homolog) (Protein MAK10 homolog)	725	reviewed	9606		
Q5VZF2	MBNL2	Muscleblind-like protein 2 (Muscleblind-like protein 1) (Muscleblind-like protein-like) (Muscleblind-like protein-like 39)	373	reviewed	9606		
Q5VZM2	RRAGB	Ras-related GTP-binding protein B (Rag B) (RagB) (EC 3.6.5.-)	374	reviewed	9606		
Q5XKP0	MICOS13	MICOS complex subunit MIC13 (Protein P117)	118	reviewed	9606		
Q5XPI4	RNF123	E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123)	1314	reviewed	9606		
Q63HN8	RNF213	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)	5207	reviewed	9606		
Q63HR2	TNS2	Tensin-2 (EC 3.1.3.48) (C1 domain-containing phosphatase and tensin homolog) (C1-TEN) (Tensin-like C1 domain-containing phosphatase)	1409	reviewed	9606		
Q63ZY3	KANK2	KN motif and ankyrin repeat domain-containing protein 2 (Ankyrin repeat domain-containing protein 25) (Matrix-remodeling-associated protein 3) (SRC-1-interacting protein) (SIP) (SRC-interacting protein) (SRC1-interacting protein)	851	reviewed	9606		
Q641Q2	WASHC2A	WASH complex subunit 2A	1341	reviewed	9606		
Q658P3	STEAP3	Metalloreductase STEAP3 (EC 1.16.1.-) (Dudulin-2) (Six-transmembrane epithelial antigen of prostate 3) (Tumor suppressor-activated pathway protein 6) (hTSAP6) (pHyde) (hpHyde)	488	reviewed	9606		
Q66K74	MAP1S	Microtubule-associated protein 1S (MAP-1S) (BPY2-interacting protein 1) (Microtubule-associated protein 8) (Variable charge Y chromosome 2-interacting protein 1) (VCY2-interacting protein 1) (VCY2IP-1) [Cleaved into: MAP1S heavy chain; MAP1S light chain]	1059	reviewed	9606		
Q68CZ1	RPGRIP1L	Protein fantom (Nephrocystin-8) (RPGR-interacting protein 1-like protein) (RPGRIP1-like protein)	1315	reviewed	9606		
Q68EM7	ARHGAP17	Rho GTPase-activating protein 17 (Rho-type GTPase-activating protein 17) (RhoGAP interacting with CIP4 homologs protein 1) (RICH-1)	881	reviewed	9606		
Q68J44	DUSP29	Dual specificity phosphatase 29 (Dual specificity phosphatase 27) (Dual specificity phosphatase DUPD1) (EC 3.1.3.16, EC 3.1.3.48)	220	reviewed	9606		
Q69YN4	VIRMA	Protein virilizer homolog	1812	reviewed	9606		
Q69YQ0	SPECC1L	Cytospin-A (Renal carcinoma antigen NY-REN-22) (Sperm antigen with calponin homology and coiled-coil domains 1-like) (SPECC1-like protein)	1117	reviewed	9606		
Q69YU5	UQCC6	Ubiquinol-cytochrome c reductase complex assembly factor 6 (Protein BRAWNIN)	71	reviewed	9606		
Q6DD88	ATL3	Atlastin-3 (AT3) (ATL-3) (EC 3.6.5.-)	541	reviewed	9606		
Q6DKI2	LGALS9C	Galectin-9C (Gal-9C) (Galectin-9-like protein B)	356	reviewed	9606		
Q6DKJ4	NXN	Nucleoredoxin (EC 1.8.1.8)	435	reviewed	9606		
Q6DN90	IQSEC1	IQ motif and SEC7 domain-containing protein 1 (ADP-ribosylation factors guanine nucleotide-exchange protein 100) (ADP-ribosylation factors guanine nucleotide-exchange protein 2) (Brefeldin-resistant Arf-GEF 2 protein) (BRAG2)	963	reviewed	9606		
Q6FI81	CIAPIN1	Anamorsin (Cytokine-induced apoptosis inhibitor 1) (Fe-S cluster assembly protein DRE2 homolog)	312	reviewed	9606		
Q6GMV3	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1 (EC 3.1.1.29) (Peptidyl-tRNA hydrolase domain-containing protein 1)	140	reviewed	9606		
Q6IAA8	LAMTOR1	Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1) (Lipid raft adaptor protein p18) (Protein associated with DRMs and endosomes) (p27Kip1-releasing factor from RhoA) (p27RF-Rho)	161	reviewed	9606		
Q6IAN0	DHRS7B	Peroxisomal reductase activating PPAR-gamma (PexRAP) (EC 1.1.1.101) (Dehydrogenase/reductase SDR family member 7B) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1)	325	reviewed	9606		
Q6IPR1	ETFRF1	Electron transfer flavoprotein regulatory factor 1 (LYR motif-containing protein 5)	90	reviewed	9606		
Q6IQ22	RAB12	Ras-related protein Rab-12 (EC 3.6.5.2)	340	reviewed	9606		
Q6IQ23	PLEKHA7	Pleckstrin homology domain-containing family A member 7 (PH domain-containing family A member 7)	1121	reviewed	9606		
Q6IS14	EIF5AL1	Eukaryotic translation initiation factor 5A-1-like (eIF-5A-1-like) (eIF-5A1-like) (Eukaryotic initiation factor 5A isoform 1-like)	154	reviewed	9606		
Q6JBY9	RCSD1	CapZ-interacting protein (Protein kinase substrate CapZIP) (RCSD domain-containing protein 1)	416	reviewed	9606		
Q6KC79	NIPBL	Nipped-B-like protein (Delangin) (SCC2 homolog)	2804	reviewed	9606		
Q6L8Q7	PDE12	2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)	609	reviewed	9606		
Q6NSJ0	MYORG	Alpha-galactosidase MYORG (EC 3.2.1.22) (Myogenesis regulating glycosidase) (Nuclear envelope transmembrane protein 37)	714	reviewed	9606		
Q6NUK1	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24 (Mitochondrial ATP-Mg/Pi carrier protein 1) (Mitochondrial Ca(2+)-dependent solute carrier protein 1) (Short calcium-binding mitochondrial carrier protein 1) (SCaMC-1) (Solute carrier family 25 member 24)	477	reviewed	9606		
Q6NUM9	RETSAT	All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)	610	reviewed	9606		
Q6NUQ4	TMEM214	Transmembrane protein 214	689	reviewed	9606		
Q6NVY1	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)	386	reviewed	9606		
Q6NXS1	PPP1R2B	Protein phosphatase inhibitor 2 family member B (PPP1R2 family member B) (Protein phosphatase 1, regulatory subunit 2 pseudogene 3) (Protein phosphatase inhibitor 2-like protein 3)	205	reviewed	9606		
Q6NXT2	H3-5	Histone H3.3C (Histone H3.5)	135	reviewed	9606		
Q6NYC8	PPP1R18	Phostensin (Protein phosphatase 1 F-actin cytoskeleton-targeting subunit) (Protein phosphatase 1 regulatory subunit 18)	613	reviewed	9606		
Q6NZI2	CAVIN1	Caveolae-associated protein 1 (Cavin-1) (Polymerase I and transcript release factor)	390	reviewed	9606		
Q6P0Q8	MAST2	Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1)	1798	reviewed	9606		
Q6P161	MRPL54	Large ribosomal subunit protein mL54 (39S ribosomal protein L54, mitochondrial) (L54mt) (MRP-L54)	138	reviewed	9606		
Q6P179	ERAP2	Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP)	960	reviewed	9606		
Q6P1A2	LPCAT3	Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5)	487	reviewed	9606		
Q6P1L8	MRPL14	Large ribosomal subunit protein uL14m (39S ribosomal protein L14, mitochondrial) (L14mt) (MRP-L14) (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32)	145	reviewed	9606		
Q6P1N0	CC2D1A	Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N)	951	reviewed	9606		
Q6P1N9	TATDN1	Deoxyribonuclease TATDN1 (EC 3.1.11.-) (EC 3.1.21.-) (DNA-(apurinic or apyrimidinic site) endonuclease TATDN1) (Hepatocarcinoma high expression protein)	297	reviewed	9606		
Q6P1X6	C8orf82	UPF0598 protein C8orf82	216	reviewed	9606		
Q6P2E9	EDC4	Enhancer of mRNA-decapping protein 4 (Autoantigen Ge-1) (Autoantigen RCD-8) (Human enhancer of decapping large subunit) (Hedls)	1401	reviewed	9606		
Q6P2I3	FAHD2B	Oxaloacetate tautomerase FAHD2B, mitochondrial (EC 5.3.2.2) (Fumarylacetoacetate hydrolase domain-containing protein 2B)	314	reviewed	9606		
Q6P2Q9	PRPF8	Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220)	2335	reviewed	9606		
Q6P3W7	SCYL2	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	929	reviewed	9606		
Q6P4A7	SFXN4	Sideroflexin-4 (Breast cancer resistance marker 1)	337	reviewed	9606		
Q6P4A8	PLBD1	Lysosomal leucine aminopeptidase (LyLAP) (EC 3.4.11.-) (LAMA-like protein 1) (Lamina ancestor homolog 1) (Phospholipase B domain-containing protein 1) (Phospholipase B-like 1) [Cleaved into: Lysosomal leucine aminopeptidase chain A; Lysosomal leucine aminopeptidase chain B; Lysosomal leucine aminopeptidase chain C]	553	reviewed	9606		
Q6P4I2	WDR73	Integrator complex assembly factor WDR73 (WD repeat-containing protein 73)	378	reviewed	9606		
Q6P587	FAHD1	Oxaloacetate tautomerase FAHD1, mitochondrial (EC 5.3.2.2) (Acylpyruvase FAHD1) (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (FAH domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (ODx) (EC 4.1.1.112) (YisK-like protein)	221	reviewed	9606		
Q6P996	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-)	788	reviewed	9606		
Q6PCB0	VWA1	von Willebrand factor A domain-containing protein 1	445	reviewed	9606		
Q6PCB7	SLC27A1	Long-chain fatty acid transport protein 1 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 1) (FATP-1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 1) (Very long-chain acyl-CoA synthetase) (EC 6.2.1.-)	646	reviewed	9606		
Q6PCE3	PGM2L1	Glucose 1,6-bisphosphate synthase (EC 2.7.1.106) (PMMLP) (Phosphoglucomutase-2-like 1)	622	reviewed	9606		
Q6PGP7	SKIC3	Superkiller complex protein 3 (Ski3) (Tetratricopeptide repeat protein 37) (TPR repeat protein 37) (Tricho-hepatic-enteric syndrome protein) (Thespin)	1564	reviewed	9606		
Q6PH85	DCUN1D2	DCN1-like protein 2 (DCNL2) (DCUN1 domain-containing protein 2) (Defective in cullin neddylation protein 1-like protein 2)	259	reviewed	9606		
Q6PHR2	ULK3	Serine/threonine-protein kinase ULK3 (EC 2.7.11.1) (Unc-51-like kinase 3)	472	reviewed	9606		
Q6PI48	DARS2	Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	645	reviewed	9606		
Q6PI78	TMEM65	Transmembrane protein 65	240	reviewed	9606		
Q6PIU2	NCEH1	Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Acetylalkylglycerol acetylhydrolase) (2-acetyl MAGE hydrolase) (EC 3.1.1.71) (Arylacetamide deacetylase-like 1)	408	reviewed	9606		
Q6PJW8	CNST	Consortin	725	reviewed	9606		
Q6PKG0	LARP1	La-related protein 1 (La ribonucleoprotein domain family member 1)	1096	reviewed	9606		
Q6PML9	SLC30A9	Proton-coupled zinc antiporter SLC30A9, mitochondrial (Human embryonic lung protein) (HuEL) (Solute carrier family 30 member 9) (Zinc transporter 9) (ZnT-9)	568	reviewed	9606		
Q6QEF8	CORO6	Coronin-6 (Coronin-like protein E) (Clipin-E)	472	reviewed	9606		
Q6QNY1	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2) (Centrosome-associated protein)	142	reviewed	9606		
Q6S8J3	POTEE	POTE ankyrin domain family member E (ANKRD26-like family C member 1A) (Prostate, ovary, testis-expressed protein on chromosome 2) (POTE-2)	1075	reviewed	9606		
Q6STE5	SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (60 kDa BRG-1/Brm-associated factor subunit C) (BRG1-associated factor 60C) (BAF60C)	483	reviewed	9606		
Q6SZW1	SARM1	NAD(+) hydrolase SARM1 (NADase SARM1) (hSARM1) (EC 3.2.2.6) (NADP(+) hydrolase SARM1) (EC 3.2.2.-) (Sterile alpha and Armadillo repeat protein) (Sterile alpha and TIR motif-containing protein 1) (Sterile alpha motif domain-containing protein 2) (MyD88-5) (SAM domain-containing protein 2) (Tir-1 homolog) (HsTIR)	724	reviewed	9606		
Q6UB35	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)	978	reviewed	9606		
Q6UN15	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)	594	reviewed	9606		
Q6UVK1	CSPG4	Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan)	2322	reviewed	9606		
Q6UW63	POGLUT2	Protein O-glucosyltransferase 2 (EC 2.4.1.-) (Endoplasmic reticulum resident protein 58) (ER protein 58) (ERp58) (KDEL motif-containing protein 1) (Protein O-xylosyltransferase POGLUT2) (EC 2.4.2.-)	502	reviewed	9606		
Q6UW68	TMEM205	Transmembrane protein 205	189	reviewed	9606		
Q6UW78	UQCC3	Ubiquinol-cytochrome-c reductase complex assembly factor 3 (Assembly factor CBP4 homolog)	93	reviewed	9606		
Q6UWP7	LCLAT1	Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1)	414	reviewed	9606		
Q6UWP8	SBSN	Suprabasin	590	reviewed	9606		
Q6UWY5	OLFML1	Olfactomedin-like protein 1	402	reviewed	9606		
Q6UXN9	WDR82	WD repeat-containing protein 82	313	reviewed	9606		
Q6UXV4	APOOL	MICOS complex subunit MIC27 (Apolipoprotein O-like) (Protein FAM121A)	268	reviewed	9606		
Q6UY14	ADAMTSL4	ADAMTS-like protein 4 (ADAMTSL-4) (Thrombospondin repeat-containing protein 1)	1074	reviewed	9606		
Q6VY07	PACS1	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	963	reviewed	9606		
Q6WCQ1	MPRIP	Myosin phosphatase Rho-interacting protein (M-RIP) (Rho-interacting protein 3) (RIP3) (p116Rip)	1025	reviewed	9606		
Q6XQN6	NAPRT	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21) (FHA-HIT-interacting protein) (Nicotinate phosphoribosyltransferase domain-containing protein 1)	538	reviewed	9606		
Q6XZF7	DNMBP	Dynamin-binding protein (Scaffold protein Tuba)	1577	reviewed	9606		
Q6Y1H2	HACD2	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 2) (HACD2) (Protein-tyrosine phosphatase-like member B)	254	reviewed	9606		
Q6Y7W6	GIGYF2	GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein)	1299	reviewed	9606		
Q6YHK3	CD109	CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)	1445	reviewed	9606		
Q6YN16	HSDL2	Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-) (Short chain dehydrogenase/reductase family 13C member 1)	418	reviewed	9606		
Q6YP21	KYAT3	Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)	454	reviewed	9606		
Q6ZMU5	TRIM72	Tripartite motif-containing protein 72 (EC 2.3.2.27) (Mitsugumin-53) (Mg53)	477	reviewed	9606		
Q6ZP82	CCDC141	Coiled-coil domain-containing protein 141 (Coiled-coil protein associated with myosin II and DISC1)	1530	reviewed	9606		
Q6ZT12	UBR3	E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)	1888	reviewed	9606		
Q6ZUT6	CCDC9B	Coiled-coil domain-containing protein 9B	534	reviewed	9606		
Q6ZUT9	DENND5B	DENN domain-containing protein 5B (Rab6IP1-like protein)	1274	reviewed	9606		
Q6ZVM7	TOM1L2	TOM1-like protein 2 (Target of Myb-like protein 2)	507	reviewed	9606		
Q6ZVX7	NCCRP1	F-box only protein 50 (NCC receptor protein 1 homolog) (NCCRP-1) (Non-specific cytotoxic cell receptor protein 1 homolog)	275	reviewed	9606		
Q6ZXV5	TMTC3	Protein O-mannosyl-transferase TMTC3 (EC 2.4.1.109) (Protein SMILE) (Transmembrane O-mannosyltransferase targeting cadherins 3) (Transmembrane and tetratricopeptide repeat-containing 3)	915	reviewed	9606		
Q702N8	XIRP1	Xin actin-binding repeat-containing protein 1 (Cardiomyopathy-associated protein 1)	1843	reviewed	9606		
Q709C8	VPS13C	Intermembrane lipid transfer protein VPS13C (Vacuolar protein sorting-associated protein 13C)	3753	reviewed	9606		
Q709F0	ACAD11	Acyl-CoA dehydrogenase family member 11 (ACAD-11) (EC 1.3.8.8)	780	reviewed	9606		
Q70IA6	MOB2	MOB kinase activator 2 (HCCA2) (Mob2 homolog) (Mps one binder kinase activator-like 2)	237	reviewed	9606		
Q70UQ0	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein (I kappa-B kinase-interacting protein) (IKBKB-interacting protein) (IKK-interacting protein)	350	reviewed	9606		
Q71U36	TUBA1A	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	451	reviewed	9606		
Q71UI9	H2AZ2	Histone H2A.V (H2A.F/Z) (H2A.Z variant histone 2)	128	reviewed	9606		
Q71UM5	RPS27L	Ribosomal protein eS27-like (40S ribosomal protein S27-like) (Small ribosomal subunit protein eS27-like)	84	reviewed	9606		
Q7KZF4	SND1	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator)	910	reviewed	9606		
Q7KZN9	COX15	Heme A synthase COX15 (HAS) (EC 1.17.99.9) (Cytochrome c oxidase assembly protein COX15 homolog)	410	reviewed	9606		
Q7L014	DDX46	Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog)	1031	reviewed	9606		
Q7L0Y3	TRMT10C	tRNA methyltransferase 10 homolog C (HBV pre-S2 trans-regulated protein 2) (Mitochondrial ribonuclease P protein 1) (Mitochondrial RNase P protein 1) (RNA (guanine-9-)-methyltransferase domain-containing protein 1) (Renal carcinoma antigen NY-REN-49) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-) (tRNA (adenine(9)-N(1))-methyltransferase) (EC 2.1.1.218) (tRNA (guanine(9)-N(1))-methyltransferase) (EC 2.1.1.221)	403	reviewed	9606		
Q7L1Q6	BZW1	eIF5-mimic protein 2 (Basic leucine zipper and W2 domain-containing protein 1) (Protein Orf)	419	reviewed	9606		
Q7L2E3	DHX30	ATP-dependent RNA helicase DHX30 (EC 3.6.4.13) (DEAH box protein 30)	1194	reviewed	9606		
