accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
Q13190	STX5	2	0	0	0	0	0	0	0	0	0	0	39671.8200	0
Q13200	PSMD2	2	9	9	9	0	9	0	0	0	0	643.94	100198.3450	0.006426653055
Q13203	MYBPH	1	2	2	2	0	2	0	0	0	0	159.96	52049.3700	0.003073236045
Q13206	DDX10	2	8	8	8	0	7	0	0	1	0	503.9	100886.4900	0.004994722286
Q13217	DNAJC3	2	3	3	3	0	1	0	0	0	2	75.948	54298.4600	0.001398713702
Q13228	SELENBP1	2	4	4	4	0	4	0	0	0	0	281.98	52259.0700	0.005395809761
Q13232	NME3	2	0	0	0	0	0	0	0	0	0	0	19014.7800	0
Q13243	SRSF5	2	7	7	7	0	7	0	0	0	0	521.92	31263.3750	0.01669429484
Q13247	SRSF6	2	10	10	10	0	9	0	0	1	0	663.86	39586.2350	0.01676997067
Q13263	TRIM28	2	64	64	64	0	34	1	0	29	0	1973.63	88417.2750	0.02232176913
Q13277	STX3	2	0	0	0	0	0	0	0	0	0	0	33154.5200	0
Q13283	G3BP1	2	27	27	27	0	16	0	0	11	0	572	52032.4300	0.01099314408
Q13303	KCNAB2	2	8	8	8	0	8	0	0	0	0	484.02	40999.6200	0.01180547527
Q13308	PTK7	2	18	18	8	10	1	0	10	0	7	65.868	115295.1650	0.0005712988918
Q13310	PABPC4	2	18	18	18	0	16	0	0	2	0	744.08	70781.8850	0.01051229421
Q13325	IFIT5	2	0	0	0	0	0	0	0	0	0	0	55845.8750	0
Q13326	SGCG	2	3	3	2	1	0	0	1	0	2	-4.032	32378.9500	-0.0001245253475
Q13332	PTPRS	2	7	7	3	4	0	0	4	0	3	-6.048	214273.0500	-2.822566814e-05
Q13347	EIF3I	2	4	4	4	0	3	0	0	1	0	183.98	36501.4100	0.005040353236
Q13363	CTBP1	2	3	3	3	0	2	0	0	1	0	141.94	47534.5650	0.002986037634
Q13404	UBE2V1	2	1	1	1	0	1	0	0	0	0	42.04	16363.6150	0.002569114465
Q13405	MRPL49	2	0	0	0	0	0	0	0	0	0	0	19197.7850	0
Q13409	DYNC1I2	2	17	17	17	0	17	0	0	0	0	1401.7	71324.3700	0.01965246942
Q13418	ILK	1	5	5	5	0	5	0	0	0	0	324.02	51418.4950	0.006301623569
Q13423	NNT	2	7	7	7	0	7	0	0	0	0	584.43	109039.4300	0.005359804247
Q13424	SNTA1	2	5	5	5	0	5	0	0	0	0	399.9	53894.3300	0.007420075544
Q13425	SNTB2	2	8	8	8	0	8	0	0	0	0	639.84	57948.6750	0.01104149491
Q13428	TCOF1	2	80	80	80	0	68	0	0	12	0	4843	152103.8150	0.03184009553
Q13435	SF3B2	2	30	30	30	0	20	0	0	10	0	999.78	100226.2200	0.009975234026
Q13439	GOLGA4	2	10	10	8	2	8	0	2	0	0	639.84	261136.0350	0.002450217183
Q13442	PDAP1	2	12	12	12	0	11	0	0	1	0	719.93	20629.7300	0.03489769377
Q13445	TMED1	2	0	0	0	0	0	0	0	0	0	0	22940.6550	0
Q13451	FKBP5	2	5	5	5	0	5	0	0	0	0	286.08	51211.7000	0.005586223461
Q13459	MYO9B	2	26	26	26	0	26	0	0	0	0	2041.54	243265.9550	0.008392214192
Q13464	ROCK1	2	5	5	5	0	5	0	0	0	0	324.02	158041.3300	0.002050223192
Q13485	SMAD4	2	5	5	5	0	3	0	0	2	0	90.08	60438.1450	0.00149044945
Q13492	PICALM	2	6	6	6	0	5	0	0	1	0	343.94	70622.2900	0.004870133778
Q13496	MTM1	1	4	4	4	0	4	0	0	0	0	319.92	69930.6800	0.004574816089
Q13501	SQSTM1	1	32	32	32	0	25	2	0	5	0	2234.46	47555.3300	0.04698653127
Q13505	MTX1	2	4	4	4	0	0	0	0	4	0	-72.08	51462.0050	-0.001400645
Q13508	ART3	2	4	4	1	3	0	1	2	0	1	-2.016	38150.5550	-5.284326794e-05
Q13510	ASAH1	2	8	8	1	7	0	0	6	0	2	-2.016	42674.6850	-4.724112199e-05
Q13522	PPP1R1A	2	6	6	6	0	6	0	0	0	0	441.94	18938.9300	0.02333500361
Q13526	PIN1	2	4	4	4	0	4	0	0	0	0	281.98	18243.0000	0.01545688757
Q13554	CAMK2B	2	9	9	9	0	9	0	0	0	0	719.82	72676.6850	0.009904414325
Q13555	CAMK2G	2	20	20	20	0	20	0	0	0	0	1599.6	62606.2650	0.0255501586
Q13557	CAMK2D	2	15	15	15	0	15	0	0	0	0	1123.82	56237.4050	0.01998349675
Q13561	DCTN2	2	7	7	7	0	7	0	0	0	0	521.92	44099.1050	0.01183516083
Q13564	NAE1	2	3	3	3	0	3	0	0	0	0	126.12	60114.2500	0.002098005049
Q13573	SNW1	2	28	28	28	0	10	0	0	18	0	437.5	61362.3300	0.007129781415
Q13576	IQGAP2	2	14	14	14	0	14	0	0	0	0	1119.72	180575.2000	0.006200851501
Q13586	STIM1	2	20	20	18	2	18	0	2	0	0	1439.64	74888.0200	0.01922390257
Q13595	TRA2A	2	15	15	15	0	14	0	0	1	0	997.81	32557.0200	0.03064807528
Q13596	SNX1	2	9	9	9	0	9	0	0	0	0	681.88	59068.5550	0.01154387474
Q13610	PWP1	2	8	8	8	0	8	0	0	0	0	639.84	55827.0900	0.01146110249
Q13616	CUL1	2	2	2	2	0	1	0	0	1	0	-3.99	89677.2350	-4.449289722e-05
Q13617	CUL2	2	3	3	3	0	2	0	0	1	0	104	86981.8700	0.001195651462
Q13618	CUL3	2	3	3	3	0	2	0	0	1	0	104	88797.9500	0.001171198209
Q13619	CUL4A	2	4	4	4	0	1	0	0	3	0	25.92	87678.9700	0.0002956239107
Q13620	CUL4B	2	11	11	11	0	9	0	0	2	0	645.84	103980.0400	0.006211192071
Q13627	DYRK1A	2	16	16	16	0	16	0	0	0	0	1279.68	85582.4600	0.0149525966
Q13630	GFUS	2	0	0	0	0	0	0	0	0	0	0	35892.2200	0
Q13642	FHL1	2	2	2	2	0	1	0	0	1	0	24.02	36131.6350	0.000664791394
Q13643	FHL3	1	3	3	3	0	3	0	0	0	0	126.12	31060.5500	0.004060456109
Q13683	ITGA7	2	14	14	8	6	0	0	5	0	9	-16.128	125448.7250	-0.0001285624864
Q13698	CACNA1S	1	12	12	9	3	5	0	3	0	4	391.836	212347.3000	0.0018452601
Q13724	MOGS	2	1	1	0	1	0	0	1	0	0	0	91916.0200	0
Q13740	ALCAM	2	14	14	5	9	0	0	9	0	5	-10.08	62262.1150	-0.0001618962029
Q13796	SHROOM2	2	16	16	16	0	16	0	0	0	0	1279.68	176407.0650	0.007254131233
Q13813	SPTAN1	1	27	27	27	0	27	0	0	0	0	1931.82	284534.1550	0.006789413383
Q13825	AUH	2	14	14	14	0	14	0	0	0	0	1110.83	29195.7050	0.03804771969
Q13835	PKP1	2	5	5	5	0	5	0	0	0	0	399.9	82859.4200	0.004826246672
Q13838	DDX39B	2	6	6	6	0	5	0	0	1	0	306	48859.4900	0.006262857021
Q13867	BLMH	2	2	2	2	0	2	0	0	0	0	84.08	52561.6400	0.001599645673
Q13868	EXOSC2	2	1	1	1	0	1	0	0	0	0	79.98	32788.5800	0.002439263914
Q13884	SNTB1	2	9	9	9	0	9	0	0	0	0	681.88	57928.9900	0.01177096304
Q13885	TUBB2A	2	10	10	9	1	8	0	0	2	0	440.02	49906.3800	0.00881690878
Q13895	BYSL	2	6	6	6	0	6	0	0	0	0	413.93	49600.5700	0.008345267
Q13905	RAPGEF1	2	7	7	7	0	6	0	0	1	0	461.86	120545.6700	0.00383141095
Q13907	IDI1	2	1	1	1	0	1	0	0	0	0	42.04	26318.7900	0.001597337872
Q13936	CACNA1C	1	15	15	11	4	7	0	4	0	4	551.796	248973.0200	0.002216288335
Q13976	PRKG1	2	4	4	3	1	3	0	0	0	1	202	76232.3050	0.002649795254
Q14008	CKAP5	2	5	5	5	0	5	0	0	0	0	361.96	225491.4350	0.001605205093
Q14011	CIRBP	2	6	6	6	0	6	0	0	0	0	479.88	18647.8150	0.02573384603
Q14012	CAMK1	2	3	3	3	0	2	0	0	1	0	141.94	41336.4850	0.003433770433
Q14019	COTL1	2	3	3	3	0	3	0	0	0	0	126.12	15813.5900	0.007975418611
Q14061	COX17	2	5	5	5	0	3	0	0	0	2	160.028	6783.8550	0.02358953722
Q14103	HNRNPD	2	28	28	28	0	25	0	0	3	0	1086.34	38302.6450	0.02836200999
Q14108	SCARB2	2	12	12	2	10	0	0	10	0	2	-4.032	54289.4850	-7.426852548e-05
Q14112	NID2	2	27	27	19	8	1	0	8	0	18	-22.258	148096.9100	-0.0001502934801
Q14118	DAG1	1	18	18	4	14	2	0	14	0	2	155.928	94324.2550	0.001653106086
Q14126	DSG2	2	16	16	11	5	11	0	5	0	0	879.78	116749.8200	0.007535600483
Q14134	TRIM29	2	7	7	7	0	7	0	0	0	0	559.86	65833.8250	0.00850413902
Q14139	UBE4A	2	1	1	1	0	1	0	0	0	0	42.04	122558.5050	0.00034301985
Q14151	SAFB2	2	36	36	36	0	14	0	0	22	0	515.5	107340.8050	0.004802460723
Q14155	ARHGEF7	2	14	14	14	0	14	0	0	0	0	967.96	90010.6900	0.01075383379
Q14157	UBAP2L	2	24	24	24	0	24	0	0	0	0	1569.94	114532.5900	0.01370736486
Q14161	GIT2	2	12	12	12	0	12	0	0	0	0	959.76	84541.3500	0.01135255115
Q14165	MLEC	2	1	1	0	1	0	0	1	0	0	0	29322.9150	0
Q14185	DOCK1	2	9	9	9	0	9	0	0	0	0	719.82	215342.8100	0.003342670229
Q14192	FHL2	1	4	4	4	0	1	0	0	3	0	25.92	32192.6500	0.000805152729
Q14194	CRMP1	2	11	11	11	0	11	0	0	0	0	844.8	62182.9850	0.01358570998
Q14195	DPYSL3	2	12	12	12	0	12	0	0	0	0	959.76	61962.5050	0.01548936732
Q14197	MRPL58	2	1	1	1	0	1	0	0	0	0	14.03	20384.8300	0.0006882569048
Q14203	DCTN1	2	6	6	6	0	6	0	0	0	0	479.88	141692.4950	0.003386770767
Q14204	DYNC1H1	2	9	9	9	0	9	0	0	0	0	568.06	532268.4500	0.001067243418
Q14210	LY6D	2	6	6	5	1	0	1	0	0	5	-10.08	8442.4450	-0.001193966914
Q14232	EIF2B1	2	1	1	1	0	1	0	0	0	0	42.04	33711.7500	0.001247042945
Q14240	EIF4A2	2	1	1	1	0	1	0	0	0	0	79.98	46401.6400	0.001723645975
Q14247	CTTN	2	42	42	42	0	36	0	0	6	0	2060.23	61585.3250	0.0334532618
Q14249	ENDOG	2	3	3	2	1	2	0	0	0	1	159.96	27717.0200	0.005771183194
Q14254	FLOT2	2	5	5	5	0	1	4	0	0	0	1005.57	46932.3000	0.0214259689
Q14257	RCN2	2	1	1	1	0	1	0	0	0	0	79.98	34783.2700	0.002299381283
Q14258	TRIM25	2	6	6	6	0	5	0	0	1	0	306	70972.4550	0.004311531847
Q14315	FLNC	1	15	15	15	0	15	0	0	0	0	1133.75	291019.3800	0.003895788658
Q14318	FKBP8	2	12	12	12	0	1	0	0	11	0	-118.24	44561.0650	-0.00265343748
Q14324	MYBPC2	1	0	0	0	0	0	0	0	0	0	0	128070.4100	0
Q14331	FRG1	1	0	0	0	0	0	0	0	0	0	0	29172.0250	0
Q14353	GAMT	2	1	1	1	0	1	0	0	0	0	42.04	26186.5600	0.001605403688
Q14392	LRRC32	2	7	7	0	7	0	0	5	0	2	0	69947.1700	0
Q14444	CAPRIN1	2	21	21	21	0	19	0	2	0	0	1468.44	78233.8250	0.0187698863
Q14498	RBM39	2	14	14	14	0	11	0	0	3	0	787.78	59247.5000	0.01329642601
Q14517	FAT1	2	38	38	16	22	0	0	22	0	16	-32.256	506265.9550	-6.371354756e-05
Q14524	SCN5A	1	36	36	22	14	20	0	14	0	2	1241.928	226936.5850	0.005472577284
Q14554	PDIA5	2	4	4	4	0	0	0	0	0	4	-8.064	57247.7850	-0.0001408613451
Q14558	PRPSAP1	2	4	4	4	0	4	0	0	0	0	244.04	39393.1650	0.006194983318
Q14566	MCM6	2	9	9	9	0	9	0	0	0	0	643.94	92887.9800	0.006932436253
Q14596	NBR1	1	5	5	5	0	5	0	0	0	0	399.9	107411.6550	0.003723059662
Q14624	ITIH4	2	9	9	1	8	0	0	8	0	1	-2.016	97435.9500	-2.069051515e-05
Q14642	INPP5A	2	1	1	1	0	0	1	0	0	0	204.36	47492.5300	0.004302992492
Q14643	ITPR1	2	17	17	16	1	2	2	1	11	1	436.544	313924.7850	0.001390600618
Q14671	PUM1	2	18	18	18	0	18	0	0	0	0	1335.75	126339.9700	0.01057266358
Q14677	CLINT1	2	11	11	11	0	11	0	0	0	0	879.78	68258.5800	0.01288892913
Q14683	SMC1A	2	9	9	9	0	9	0	0	0	0	606	143230.9600	0.004230928844
Q14690	PDCD11	2	10	10	10	0	8	0	0	2	0	565.86	208566.8650	0.00271308676
Q14693	LPIN1	2	18	18	18	0	16	0	0	2	0	1167.76	98662.6550	0.01183588664
Q14696	MESD	2	1	1	0	1	0	0	1	0	0	0	22631.0800	0
Q14697	GANAB	2	4	4	3	1	1	0	1	0	2	75.948	103973.7950	0.0007304532839
Q14699	RFTN1	2	6	6	6	0	4	2	0	0	0	768.69	63013.6100	0.01219879324
Q14714	SSPN	2	0	0	0	0	0	0	0	0	0	0	26618.1800	0
Q14728	SLC75A1	2	0	0	0	0	0	0	0	0	0	0	48338.3200	0
Q14738	PPP2R5D	2	6	6	6	0	6	0	0	0	0	479.88	69990.7050	0.006856338995
Q14764	MVP	2	4	4	4	0	2	0	0	2	0	85.98	99194.2150	0.0008667844188
Q14767	LTBP2	2	85	85	76	9	1	0	9	0	75	-71.22	191195.2750	-0.0003724987451
Q14789	GOLGB1	2	12	12	12	0	12	0	0	0	0	883.88	376012.5300	0.002350666346
Q14839	CHD4	2	56	56	56	0	29	0	0	27	0	1794.94	218001.7750	0.008233602685
Q14847	LASP1	2	10	10	10	0	10	0	0	0	0	678.06	29716.8400	0.02281736551
Q14894	CRYM	2	0	0	0	0	0	0	0	0	0	0	33775.1450	0
Q14896	MYBPC3	1	11	11	11	0	10	0	0	0	1	693.894	140760.6650	0.004929601604
Q14914	PTGR1	2	4	4	4	0	4	0	0	0	0	288.09	35869.5200	0.008031610125
Q14938	NFIX	2	8	8	8	0	7	0	0	1	0	437.98	55097.3650	0.007949200474
Q14974	KPNB1	2	5	5	5	0	5	0	0	0	0	248.14	97168.7150	0.002553702599
Q14978	NOLC1	2	47	47	47	0	25	0	0	22	0	1503.27	73602.1800	0.02042425917
Q14980	NUMA1	2	54	54	54	0	49	0	1	4	0	3936.31	238254.8600	0.01652142584
Q14BN4	SLMAP	1	3	3	3	0	3	0	0	0	0	239.94	95196.6650	0.002520466447
Q14C86	GAPVD1	2	23	23	23	0	23	0	0	0	0	1839.54	164977.2050	0.0111502677
Q14CX7	NAA25	2	0	0	0	0	0	0	0	0	0	0	112290.6250	0
Q15005	SPCS2	2	3	3	3	0	3	0	0	0	0	126.12	24871.2700	0.005070911136
Q15006	EMC2	2	2	2	2	0	2	0	0	0	0	84.08	34701.7650	0.002422931514
Q15008	PSMD6	2	0	0	0	0	0	0	0	0	0	0	45399.4950	0
Q15018	ABRAXAS2	2	5	5	5	0	5	0	0	0	0	399.9	46900.0600	0.008526641544
Q15020	SART3	2	10	10	10	0	10	0	0	0	0	695.91	109801.7350	0.006337877994
Q15029	EFTUD2	2	5	5	5	0	3	0	0	2	0	165.96	109434.3650	0.001516525453
Q15031	LARS2	2	3	3	3	0	3	0	0	0	0	164.06	101974.5400	0.00160883295
Q15042	RAB3GAP1	2	8	8	8	0	8	0	0	0	0	639.84	110522.0200	0.00578925358
Q15043	SLC39A14	2	3	3	0	3	0	0	3	0	0	0	50841.3850	0
Q15046	KARS1	2	7	7	7	0	7	0	0	0	0	446.04	67916.0250	0.006567522172
Q15056	EIF4H	2	12	12	12	0	12	0	0	0	0	592.07	27253.5500	0.02172450928
Q15061	WDR43	2	13	13	13	0	9	0	0	4	0	647.74	74889.6400	0.008649260432
Q15063	POSTN	2	7	7	6	1	1	0	1	0	5	109.06	90960.8400	0.001198977494
Q15067	ACOX1	2	24	24	24	0	24	0	0	0	0	1723.17	74422.5250	0.02315387714
Q15070	OXA1L	2	3	3	3	0	3	0	0	0	0	239.94	48518.9600	0.004945283246
Q15075	EEA1	2	2	2	2	0	2	0	0	0	0	159.96	162462.9800	0.0009845935363
Q15084	PDIA6	2	6	6	6	0	4	0	0	0	2	315.888	46170.2400	0.006841809789
Q15102	PAFAH1B3	2	2	2	2	0	2	0	0	0	0	122.02	25602.6150	0.004765919419
Q15111	PLCL1	2	7	7	7	0	7	0	0	0	0	559.86	122726.6000	0.004561847228
Q15119	PDK2	2	3	3	3	0	3	0	0	0	0	260.03	46153.1000	0.005634074418
Q15121	PEA15	2	4	4	4	0	4	0	0	0	0	319.92	15039.8450	0.02127149582
Q15124	PGM5	1	2	2	2	0	2	0	0	0	0	159.96	62224.3600	0.002570697392
Q15125	EBP	2	1	1	1	0	1	0	0	0	0	42.04	26221.1700	0.001603284674
Q15126	PMVK	2	0	0	0	0	0	0	0	0	0	0	21994.5750	0
Q15139	PRKD1	1	18	18	18	0	18	0	0	0	0	1439.64	101702.7550	0.01415536875
Q15149	PLEC	1	56	56	56	0	56	0	0	0	0	4157.28	531781.2150	0.007817651099
Q15172	PPP2R5A	1	4	4	4	0	4	0	0	0	0	281.98	56061.6200	0.005029822542
Q15181	PPA1	2	4	4	4	0	4	0	0	0	0	206.1	32528.4650	0.00633598911
Q15185	PTGES3	2	11	11	11	0	9	0	0	2	0	645.84	18697.1350	0.03454219055
Q15208	STK38	2	5	5	5	0	5	0	0	0	0	361.96	54058.3150	0.006695732192
Q15233	NONO	2	24	24	24	0	13	0	0	11	0	547.93	54230.8000	0.01010366803
Q15257	PTPA	2	1	1	1	0	1	0	0	0	0	42.04	40535.7900	0.001037108195
Q15274	QPRT	2	0	0	0	0	0	0	0	0	0	0	30845.1600	0
Q15276	RABEP1	2	7	7	7	0	7	0	0	0	0	483.98	99157.4900	0.004880922258
Q15293	RCN1	2	4	4	3	1	3	0	1	0	0	239.94	35866.6850	0.006689773532
Q15303	ERBB4	2	44	44	33	11	10	0	11	0	23	753.432	144210.5000	0.005224529421
Q15327	ANKRD1	1	0	0	0	0	0	0	0	0	0	0	36251.4100	0
Q15363	TMED2	2	0	0	0	0	0	0	0	0	0	0	20780.5400	0
Q15365	PCBP1	2	8	8	8	0	7	0	0	1	0	503.9	37497.2950	0.01343830268
Q15366	PCBP2	2	8	8	8	0	5	0	0	3	0	345.84	38579.5400	0.008964337055
Q15369	ELOC	2	0	0	0	0	0	0	0	0	0	0	12473.0450	0
Q15370	ELOB	2	4	4	4	0	4	0	0	0	0	281.98	13132.6150	0.02147173278
Q15382	RHEB	2	4	4	4	0	2	1	0	1	0	280.35	20179.8000	0.01389260548
Q15386	UBE3C	2	1	1	1	0	0	0	0	1	0	-18.02	123920.7200	-0.0001454155528
Q15392	DHCR24	2	0	0	0	0	0	0	0	0	0	0	57688.4050	0
Q15393	SF3B3	2	2	2	2	0	2	0	0	0	0	159.96	135575.6200	0.001179858149
Q15404	RSU1	2	1	1	1	0	1	0	0	0	0	42.04	31408.6250	0.001338485846
Q15413	RYR3	1	0	0	0	0	0	0	0	0	0	0	552034.3650	0
Q15417	CNN3	2	3	3	3	0	3	0	0	0	0	136.05	36413.2300	0.003736279369
Q15424	SAFB	2	33	33	33	0	20	0	0	13	0	1067.72	102508.9550	0.0104158705
Q15434	RBMS2	2	5	5	5	0	5	0	0	0	0	361.96	43957.9900	0.00823422545
Q15435	PPP1R7	2	7	7	7	0	7	0	0	0	0	521.92	41432.3800	0.01259691092
Q15436	SEC23A	2	2	2	2	0	2	0	0	0	0	122.02	86028.2550	0.001418371208
Q15459	SF3A1	2	15	15	15	0	9	0	0	6	0	573.76	88753.7250	0.006464630076
Q15477	SKIC2	2	2	2	2	0	2	0	0	0	0	159.96	137753.1150	0.001161207861
Q15517	CDSN	2	1	1	0	1	0	0	1	0	0	0	48401.7000	0
Q15526	SURF1	2	0	0	0	0	0	0	0	0	0	0	33330.9350	0
Q15555	MAPRE2	2	5	5	5	0	5	0	0	0	0	361.96	37030.7600	0.009774576595
Q15582	TGFBI	2	7	7	7	0	2	0	0	0	5	189.04	72417.0450	0.002610435154
Q15599	NHERF2	2	6	6	6	0	6	0	0	0	0	479.88	37413.2200	0.01282648219
Q15631	TSN	2	3	3	3	0	3	0	0	0	0	164.06	26182.5850	0.006265997036
Q15642	TRIP10	2	6	6	6	0	6	0	0	0	0	479.88	68351.1800	0.007020800519
Q15643	TRIP11	2	5	5	5	0	5	0	0	0	0	361.96	227451.2550	0.001591373941
Q15651	HMGN3	2	4	4	4	0	4	0	0	0	0	319.92	10665.7700	0.02999502146
Q15661	TPSAB1	2	6	6	4	2	0	0	2	0	4	-8.064	27443.9900	-0.000293834825
Q15691	MAPRE1	2	6	6	6	0	6	0	0	0	0	392.09	29867.4900	0.0131276515
Q15717	ELAVL1	2	12	12	12	0	11	0	0	1	0	639.99	35960.2500	0.01779715102
Q15738	NSDHL	2	2	2	2	0	2	0	0	0	0	122.02	41899.7500	0.002912189214
Q15746	MYLK	2	31	31	31	0	25	0	0	0	6	1873.584	210712.4350	0.008891663181
Q15758	SLC1A5	2	8	8	6	2	6	0	2	0	0	441.94	56597.5200	0.007808469346
Q15772	SPEG	2	41	41	41	0	39	0	0	0	2	2931.358	354283.2000	0.008274053074
Q15796	SMAD2	2	13	13	13	0	13	0	0	0	0	963.86	52174.2550	0.01847386225
Q15813	TBCE	2	3	3	3	0	3	0	0	0	0	164.06	59214.1450	0.002770621783
Q15814	TBCC	2	3	3	3	0	3	0	0	0	0	202	39247.5050	0.005146823983
Q15819	UBE2V2	2	1	1	1	0	1	0	0	0	0	42.04	16231.4150	0.002590039131
Q15836	VAMP3	2	4	4	4	0	1	0	0	3	0	-12.02	11177.7100	-0.001075354433
Q15842	KCNJ8	1	1	1	1	0	1	0	0	0	0	79.98	47967.2450	0.001667387818
Q15847	ADIRF	2	0	0	0	0	0	0	0	0	0	0	7854.6150	0
Q15907	RAB11B	2	5	5	5	0	3	2	0	0	0	602.01	24001.5650	0.02508211444
Q15942	ZYX	2	19	19	19	0	19	0	0	0	0	1315.93	61145.2800	0.02152136682
Q16082	HSPB2	2	0	0	0	0	0	0	0	0	0	0	20232.1950	0
Q16134	ETFDH	2	5	5	5	0	5	0	0	0	0	248.14	64674.8550	0.003836730674
Q16204	CCDC6	2	14	14	14	0	14	0	0	0	0	1015.83	53158.8700	0.01910932268
Q16222	UAP1	2	0	0	0	0	0	0	0	0	0	0	58768.2650	0
Q16363	LAMA4	2	39	39	17	22	0	0	20	0	19	-34.272	199907.4600	-0.000171439325
Q16401	PSMD5	2	1	1	1	0	1	0	0	0	0	42.04	56063.6400	0.000749862121
Q16527	CSRP2	1	6	6	6	0	5	0	0	1	0	250.21	20953.7800	0.01194104357
Q16531	DDB1	2	4	4	4	0	3	0	0	1	0	146.04	126835.0800	0.001151416469
Q16537	PPP2R5E	2	5	5	5	0	5	0	0	0	0	361.96	54567.3850	0.006633266373
Q16539	MAPK14	2	9	9	9	0	9	0	0	0	0	606	41161.4100	0.01472252773
Q16540	MRPL23	2	0	0	0	0	0	0	0	0	0	0	17780.9500	0
Q16543	CDC37	2	8	8	8	0	8	0	0	0	0	488.08	44467.7750	0.01097603827
Q16555	DPYSL2	2	20	20	20	0	20	0	0	0	0	1516.78	62292.7750	0.02434921225
Q16563	SYPL1	2	2	2	0	2	0	0	2	0	0	0	28564.9100	0
Q16576	RBBP7	2	15	15	15	0	10	0	0	5	0	520	47688.1150	0.01090418441
Q16585	SGCB	2	5	5	2	3	0	0	3	0	2	-4.032	34776.3450	-0.0001159408788
Q16586	SGCA	2	3	3	1	2	1	0	2	0	0	79.98	40431.5650	0.001978157412
Q16595	FXN	2	0	0	0	0	0	0	0	0	0	0	18825.7600	0
Q16610	ECM1	2	3	3	0	3	0	0	3	0	0	0	58811.0100	0
Q16611	BAK1	2	1	1	1	0	1	0	0	0	0	42.04	23277.1250	0.001806064967
Q16629	SRSF7	2	13	13	13	0	12	0	0	1	0	903.8	27366.1450	0.03302620811
Q16630	CPSF6	2	8	8	8	0	8	0	0	0	0	639.84	59208.9900	0.01080646706
Q16637	SMN1	1	12	12	12	0	10	0	0	2	0	725.82	31717.1100	0.02288417829
Q16643	DBN1	2	12	12	12	0	12	0	0	0	0	921.82	71296.9350	0.01292930755
Q16647	PTGIS	2	0	0	0	0	0	0	0	0	0	0	57102.9850	0
Q16654	PDK4	2	0	0	0	0	0	0	0	0	0	0	46468.5200	0
Q16658	FSCN1	2	9	9	9	0	8	0	0	1	0	545.94	54398.0450	0.01003602243
Q16666	IFI16	2	21	21	21	0	16	0	0	5	0	848.12	88254.5800	0.009609926193
Q16695	H3-4	2	113	113	106	7	110	0	0	3	0	7702.58	15376.8300	0.5009211912
Q16698	DECR1	2	15	15	15	0	15	0	0	0	0	1074.75	32149.5700	0.03342968506
Q16718	NDUFA5	2	6	6	6	0	6	0	0	0	0	310.27	13327.3000	0.02328078456
Q16740	CLPP	2	2	2	2	0	2	0	0	0	0	142.11	24165.5600	0.005880683088
Q16762	TST	2	14	14	14	0	13	0	1	0	0	1077.8	33297.3050	0.03236898602
Q16775	HAGH	2	3	3	3	0	3	0	0	0	0	184.15	32409.7900	0.005681925122
Q16777	H2AC20	2	39	39	38	1	36	0	0	3	0	2760.41	13856.9850	0.1992071147
Q16778	H2BC21	2	96	96	83	13	91	0	1	4	0	7015.22	13788.8000	0.5087621838
Q16787	LAMA3	2	65	65	58	7	0	0	5	0	60	-116.928	363099.6250	-0.0003220273224
Q16795	NDUFA9	2	3	3	3	0	3	0	0	0	0	184.15	38899.7050	0.004733969062
Q16798	ME3	2	1	1	1	0	1	0	0	0	0	79.98	67067.5350	0.001192529292
Q16799	RTN1	2	4	4	4	0	4	0	0	0	0	319.92	83616.2550	0.00382605033
Q16816	PHKG1	2	0	0	0	0	0	0	0	0	0	0	45023.1300	0
Q16821	PPP1R3A	2	7	7	7	0	7	0	0	0	0	559.86	125765.0450	0.004451634395
Q16822	PCK2	2	6	6	6	0	6	0	0	0	0	462.03	67065.7450	0.006889209983
Q16850	CYP51A1	2	0	0	0	0	0	0	0	0	0	0	57277.5000	0
Q16851	UGP2	2	8	8	8	0	8	0	0	0	0	563.96	56939.5350	0.009904541721
Q16853	AOC3	2	14	14	5	9	1	0	9	0	4	227.122	84620.5700	0.00268400461
Q16854	DGUOK	2	1	1	1	0	1	0	0	0	0	42.04	27960.5350	0.001503547768
Q16890	TPD52L1	2	8	8	8	0	8	0	0	0	0	573.89	22448.7550	0.02556444667
Q16891	IMMT	2	9	9	9	0	9	0	0	0	0	606	80025.0300	0.007572630713
Q1KMD3	HNRNPUL2	2	11	11	11	0	11	0	0	0	0	615.98	85103.7500	0.007237988925
Q2M296	MTHFSD	2	0	0	0	0	0	0	0	0	0	0	42172.0800	0
Q2M2I8	AAK1	2	21	21	21	0	21	0	0	0	0	1575.69	103883.1300	0.01516791032
Q2M389	WASHC4	2	3	3	3	0	3	0	0	0	0	202	136270.1450	0.001482349637
Q2TAA2	IAH1	2	1	1	1	0	1	0	0	0	0	100.07	27598.2450	0.003625955201
Q2TAL5	SMTNL2	2	9	9	9	0	9	0	0	0	0	719.82	50195.5900	0.0143403036
Q2TBA0	KLHL40	1	0	0	0	0	0	0	0	0	0	0	69256.3600	0
Q2TBC4	PRICKLE4	1	0	0	0	0	0	0	0	0	0	0	37550.4350	0
