# GENERATED by mass_fractions_pools.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T07:18:36Z
# category    = blood
# pool erythrocytes: bryk_2017 file.1 data/literature/bryk_2017/pr7b00025_si_002.xlsx sha256 de865512e5f0478dc6ba2e17258013fa7084a74144fdf1c07bd0e9174daf6400; sheet 'Table S3', header row 3; Bryk AH, Wiśniewski JR. Quantitative analysis of human red blood cell proteome. J Proteome Res 2017;16(8):2752-2761.  [author list verified 2026-09-18 from the article PDF on disk]
# pool plasma: geyer_2016 file.1 data/literature/geyer_2016/1-s2.0-S2405471216300722-mmc3.xlsx sha256 ccffa0e715fa41a3c839842830bcdea45e068004b6b9e1096133c38a6d0921d2; sheet 'Supplementary Table S2', header row 1; Geyer PE, Kulak NA, Pichler G, Holdt LM, Teupser D, Mann M. Plasma proteome profiling to assess human health and disease. Cell Syst 2016;2(3):185-195.  [author list verified 2026-09-18 from the article PDF on disk]
# accessions  = config/blood/accessions.ini sha256 ca1780b8054f3bd0c63af53ab3bf3232e35cca24e13302444f0e92a8639fb271
# composition = outputs/blood/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 5fa362bcf0b6766e6d694840c9c21f80e8d5c70b324748fd239b4caa786cd439
# rules       = B0 (hash), D105 (published mass share, no MW step), D108 (mean of replicates), D47 (summed rows), D48 (shared rows), D53a, D31 (within pool), B5 (low/high), A7, D113 (immunoglobulin bound)
# v = the entry's published mass share (mass_share, D105), summed over its rows (D47) plus its split of shared rows (D48); as a fraction of the listing (not renormalised).
# sd / n: share_columns -> sd over the replicates of v (the replicate sums, D53a), n = replicates; replicate_columns (log10 runs) -> sd of 10^run in linear space, n = runs present.
# w_<pool> = v / sum over the pool's entries (D31 within pool: the listing renormalised after the contaminant rule removed its rows); _low/_high = (v -/+ sd) over the same denominator, _high plus the whole of every shared row (B5, D48).
# v_<pool>_rep<k> = the entry's share in replicate k (the per-donor sensitivity's input); cv_percent_published = the dataset's own CV column, carried for the first row of the entry.
# match_rule: single | summed:n | shared_split | none (no dataset row, or every row zero-weighted; w = 0).
accession	gene	tier	mw_master	match_rule_erythrocytes	n_rows_erythrocytes	rows_erythrocytes	v_erythrocytes	sd_erythrocytes	n_erythrocytes	published_share_erythrocytes	shared_row_value_erythrocytes	w_erythrocytes	w_erythrocytes_low	w_erythrocytes_high	v_erythrocytes_rep1	v_erythrocytes_rep2	v_erythrocytes_rep3	v_erythrocytes_rep4	match_rule_plasma	n_rows_plasma	rows_plasma	v_plasma	sd_plasma	n_plasma	published_share_plasma	shared_row_value_plasma	w_plasma	w_plasma_low	w_plasma_high	cv_percent_published_plasma
Q08J23	NSUN2	erythrocytes	86469.5500	single	1	1499	0	0	4	0	0	0	0	0	0	0	0	0												
Q09161	NCBP1	erythrocytes	91837.9850	single	1	1444	1.499603913e-05	2.319561458e-05	4	1.499603913e-05	0	1.512556677e-05	0	3.852153246e-05	6.491032837e-06	2.606547957e-06	4.962990577e-05	1.25666996e-06												
Q0JRZ9	FCHO2	erythrocytes	88923.2050	single	1	830	1.394350283e-06	1.827788997e-06	4	1.394350283e-06	0	1.406393923e-06	0	3.249970368e-06	4.009088943e-06	2.858123432e-07	0	1.282499848e-06												
Q0VDD8	DNAH14	erythrocytes	399888.8600	single	1	643	0	0	4	0	0	0	0	0	0	0	0	0												
Q0VGL1	LAMTOR4	erythrocytes	10741.1200	single	1	1246	0	0	4	0	0	0	0	0	0	0	0	0												
Q0ZGT2	NEXN	erythrocytes	80657.3200	single	1	1461	1.52819213e-06	1.958054287e-06	4	1.52819213e-06	0	1.541391823e-06	0	3.516358718e-06	0	0	2.017046723e-06	4.095721796e-06												
Q10471	GALNT2	erythrocytes	64731.9500	single	1	880	1.380531421e-05	8.717132305e-06	4	1.380531421e-05	0	1.392455701e-05	5.132130854e-06	2.271698317e-05	1.163041974e-05	2.362605557e-05	1.696660771e-05	2.998173817e-06												
Q10567	AP1B1	erythrocytes	104605.1500	summed:2	2	150;151	1.785866478e-05	3.798181813e-06	4	1.785866478e-05	0	1.801291822e-05	1.418192978e-05	2.184390666e-05	1.61290857e-05	1.744751422e-05	2.327797804e-05	1.458008117e-05												
Q10981	FUT2	erythrocytes	39016.4600	single	1	869	0	0	4	0	0	0	0	0	0	0	0	0												
Q12765	SCRN1	erythrocytes	46250.2200	single	1	2056	5.530278542e-06	4.590777914e-06	4	5.530278542e-06	0	5.578046082e-06	9.476155243e-07	1.020847664e-05	1.120495982e-05	2.770276256e-06	7.167969618e-06	9.779084726e-07												
Q12767	TMEM94	erythrocytes	151148.4550	single	1	1176	2.721335611e-06	2.712526645e-06	4	2.721335611e-06	0	2.744841029e-06	8.885053882e-09	5.480797004e-06	8.528141892e-07	0	5.583260064e-06	4.449268192e-06												
Q12768	WASHC5	erythrocytes	134284.2800	single	1	1177	0	0	4	0	0	0	0	0	0	0	0	0												
Q12791	KCNMA1	erythrocytes	137557.6150	single	1	1164	0	0	4	0	0	0	0	0	0	0	0	0												
Q12805	EFEMP1	plasma	52764.6350																single	1	105	33891048.11	7192291.214	15	8.381484775e-06	0	8.411471916e-06	6.626405979e-06	1.019653785e-05	21.3
Q12846	STX4	erythrocytes	34179.4500	single	1	2250	1.887961633e-05	1.242908527e-05	4	1.887961633e-05	0	1.904268819e-05	6.506247238e-06	3.157912914e-05	3.442012836e-05	3.994117199e-06	1.828158944e-05	1.882263032e-05												
Q12857	NFIA	erythrocytes	55943.3300	single	1	1463	2.493708109e-07	3.269239912e-07	4	2.493708109e-07	0	2.515247404e-07	0	5.812725234e-07	0	3.091437807e-07	0	6.88339463e-07												
Q12860	CNTN1	plasma	108480.0300																single	1	93	3626803.281	543949.2793	11	8.969329124e-07	0	9.001419444e-07	7.651383272e-07	1.035145562e-06	15.1
Q12872	SFSWAP	erythrocytes	104819.9200	single	1	2100	0	0	4	0	0	0	0	0	0	0	0	0												
Q12905	ILF2	erythrocytes	43061.5550	single	1	1113	8.057651642e-08	1.611530328e-07	4	8.057651642e-08	0	8.127249257e-08	0	2.438174777e-07	3.223060657e-07	0	0	0												
Q12906	ILF3	erythrocytes	95337.3150	single	1	1114	8.056182231e-05	0.0001563932917	4	8.056182231e-05	0	8.125767154e-05	0	0.0002390018035	0.0003151002423	1.303306283e-07	7.016716354e-06	0												
Q12907	LMAN2	erythrocytes	35514.5750	single	1	1278	7.88496931e-05	3.366454889e-05	4	7.88496931e-05	0	7.953075389e-05	4.557542893e-05	0.0001134860788	0.0001238630449	6.466760944e-05	8.21060791e-05	4.476203894e-05												
Q12912	IRAG2	erythrocytes	62120.8300	single	1	1286	4.493926718e-06	5.807470706e-06	4	4.493926718e-06	0	4.532742814e-06	0	1.03903753e-05	1.294499841e-05	4.581118513e-07	3.650938787e-06	9.216578272e-07												
Q12913	PTPRJ	plasma	142023.8550																single	1	286	6433095.521	1116640.113	9	1.59094791e-06	0	1.596639978e-06	1.319499332e-06	1.873780623e-06	18.2
Q12933	TRAF2	erythrocytes	55727.5350	single	1	2396	2.584479275e-07	4.556474374e-07	4	2.584479275e-07	0	2.606802602e-07	0	7.202633325e-07	9.385962443e-07	9.519546565e-08	0	0												
Q12955	ANK3	erythrocytes	480403.1900	single	1	130	9.094463885e-06	5.475079447e-06	4	9.094463885e-06	0	9.17301692e-06	3.650646713e-06	1.469538713e-05	2.8175323e-06	9.705779481e-06	1.60568182e-05	7.797725553e-06												
Q12959	DLG1	erythrocytes	100453.5950	single	1	633	1.335625013e-05	2.353058636e-05	4	1.335625013e-05	0	1.347161416e-05	0	3.720544493e-05	4.864255352e-05	2.309984897e-06	1.493695272e-06	9.787668233e-07												
Q12981	BNIP1	erythrocytes	26131.9150	single	1	299	9.475606615e-06	6.003626025e-06	4	9.475606615e-06	0	9.557451754e-06	3.501969671e-06	1.561293384e-05	1.638627014e-05	7.658794972e-06	1.162436156e-05	2.232999788e-06												
Q13011	ECH1	erythrocytes	32205.4400	single	1	687	0	0	4	0	0	0	0	0	0	0	0	0												
Q13033	STRN3	erythrocytes	87208.0200	single	1	2240	0	0	4	0	0	0	0	0	0	0	0	0												
Q13045	FLII	erythrocytes	144749.0500	single	1	852	0	0	4	0	0	0	0	0	0	0	0	0												
Q13057	COASY	erythrocytes	62327.7850	single	1	495	5.308936599e-05	1.034917463e-05	4	5.308936599e-05	0	5.354792307e-05	4.31093579e-05	6.398648824e-05	4.756872576e-05	6.625281277e-05	5.591462355e-05	4.262130187e-05												
Q13093	PLA2G7	plasma	47791.7150																single	1	273	8439563.788	1078348.407	10	2.087161045e-06	0	2.094628456e-06	1.826991489e-06	2.362265424e-06	12.3
Q13098	GPS1	erythrocytes	55404.4850	summed:2	2	958;959	0.0002401438955	0.0001351694511	4	0.0002401438955	0	0.000242218128	0.0001058811566	0.0003785550993	7.319950999e-05	0.0002401276937	0.0004042591523	0.0002429892262												
Q13107	USP4	erythrocytes	108563.6500	single	1	2505	0	0	4	0	0	0	0	0	0	0	0	0												
Q13113	PDZK1IP1	erythrocytes	12226.8950	single	1	1580	0	0	4	0	0	0	0	0	0	0	0	0												
Q13123	IK	erythrocytes	65601.4300	single	1	1111	0	0	4	0	0	0	0	0	0	0	0	0												
Q13126	MTAP	erythrocytes	31235.6500	single	1	1389	8.791723234e-05	2.735763823e-05	4	8.791723234e-05	0	8.86766136e-05	6.108267496e-05	0.0001162705522	4.786341272e-05	0.0001034314465	0.0001072306735	9.314339666e-05												
Q13144	EIF2B5	erythrocytes	80247.5150	single	1	712	1.363496466e-05	4.361460182e-06	4	1.363496466e-05	0	1.375273608e-05	9.353603973e-06	1.815186818e-05	1.626901933e-05	8.735949794e-06	1.133499726e-05	1.819989227e-05												
Q13148	TARDBP	erythrocytes	44739.3550	single	1	2283	5.093875772e-07	2.551833877e-07	4	5.093875772e-07	0	5.137873902e-07	2.563998672e-07	7.711749133e-07	1.369125111e-07	6.196876906e-07	5.694678665e-07	7.114822407e-07												
Q13155	AIMP2	erythrocytes	35348.2750	single	1	89	1.506594001e-07	3.013188002e-07	4	1.506594001e-07	0	1.519607141e-07	0	4.558821422e-07	0	6.026376003e-07	0	0												
Q13158	FADD	erythrocytes	23278.9650	single	1	799	1.319640772e-06	1.933227084e-06	4	1.319640772e-06	0	1.331039111e-06	0	3.28096436e-06	4.193294455e-06	4.912263989e-07	0	5.940422322e-07												
Q13162	PRDX4	erythrocytes	26571.7050	summed:2	2	1711;1712	3.892109276e-07	5.903337653e-07	4	3.892109276e-07	0	3.9257272e-07	0	9.880054675e-07	0	1.247218868e-06	0	3.09624842e-07												
Q13164	MAPK7	erythrocytes	88253.7700	single	1	1324	9.053563365e-06	1.113704297e-05	4	9.053563365e-06	0	9.131763124e-06	0	2.036500182e-05	0	0	2.280995248e-05	1.340430098e-05												
Q13177	PAK2	erythrocytes	57910.6900	single	1	1546	2.315586082e-06	1.268915227e-06	4	2.315586082e-06	0	2.335586856e-06	1.055711429e-06	3.615462283e-06	6.407707274e-07	3.333797417e-06	3.26562451e-06	2.022151675e-06												
Q13190	STX5	erythrocytes	39671.8200	single	1	2251	3.557006406e-07	4.488803905e-07	4	3.557006406e-07	0	3.587729894e-07	0	8.115305647e-07	4.896029132e-07	0	9.331996493e-07	0												
Q13200	PSMD2	erythrocytes	100198.3450	summed:2	2	1786;1787	0.0006640084455	8.371254436e-05	4	0.0006640084455	0	0.0006697437895	0.0005853081817	0.0007541793973	0.0007111109471	0.0005460180187	0.0006650254213	0.0007338793947												
Q13228	SELENBP1	erythrocytes	52259.0700	single	1	2077	0.005377209358	0.0009780653396	4	0.005377209358	0	0.005423654769	0.004437141433	0.006410168106	0.004169765344	0.006494852926	0.005703849864	0.005140369298												
Q13232	NME3	erythrocytes	19014.7800	single	1	1477	2.035556462e-05	3.984170691e-05	4	2.035556462e-05	0	2.053138493e-05	0	6.071722284e-05	4.918722953e-07	8.011601421e-05	0	8.143719869e-07												
Q13283	G3BP1	erythrocytes	52032.4300	single	1	871	1.995701424e-05	1.407377678e-05	4	1.995701424e-05	0	2.012939209e-05	5.93405367e-06	3.43247305e-05	3.982045717e-05	7.099412151e-06	1.866750516e-05	1.42406825e-05												
Q13286	CLN3	erythrocytes	47293.7700	single	1	470	0.0002070243585	5.164614657e-05	4	0.0002070243585	0	0.0002088125224	0.0001567202845	0.0002609047603	0.0002033120587	0.0002799007469	0.0001843877869	0.0001604968414												
Q13303	KCNAB2	erythrocytes	40999.6200	single	1	1162	0	0	4	0	0	0	0	0	0	0	0	0												
Q13308	PTK7	erythrocytes	115295.1650	single	1	1808	0	0	4	0	0	0	0	0	0	0	0	0												
Q13325	IFIT5	erythrocytes	55845.8750	single	1	1101	4.045408487e-06	1.534272578e-06	4	4.045408487e-06	0	4.080350526e-06	2.532825735e-06	5.627875317e-06	2.524102609e-06	5.428784413e-06	2.926020785e-06	5.30272614e-06												
Q13336	SLC14A1	erythrocytes	42527.7800	summed:2	2	2125;2126	7.227365556e-05	2.681700568e-05	4	7.227365556e-05	0	7.289791611e-05	4.584927971e-05	9.994655251e-05	0.0001118939282	5.27264813e-05	6.367459006e-05	6.079962269e-05												
Q13356	PPIL2	erythrocytes	58822.7850	single	1	1678	0	0	4	0	0	0	0	0	0	0	0	0												
Q13367	AP3B2	erythrocytes	119057.4650	single	1	166	0	0	4	0	0	0	0	0	0	0	0	0												
Q13393	PLD1	erythrocytes	124182.2350	single	1	1643	5.047533064e-07	5.988230582e-07	4	5.047533064e-07	0	5.091130911e-07	0	1.113108457e-06	1.296523645e-06	6.377421744e-07	8.474740599e-08	0												
Q13404	UBE2V1	erythrocytes	16363.6150	single	1	2462	0.0004021728886	3.050944365e-05	4	0.0004021728886	0	0.0004056466394	0.0003748736717	0.000436419607	0.0004011301507	0.0004429088758	0.0003692076994	0.0003954448283												
Q13442	PDAP1	erythrocytes	20629.7300	single	1	1566	4.14512746e-07	5.78215345e-07	4	4.14512746e-07	0	4.180930818e-07	0	1.001302737e-06	1.266878151e-06	2.726692286e-07	1.491270362e-08	1.035909004e-07												
Q13443	ADAM9	erythrocytes	87649.6200	single	1	58	0	0	4	0	0	0	0	0	0	0	0	0												
Q13445	TMED1	erythrocytes	22940.6550	single	1	2333	6.544894288e-07	5.241818326e-07	4	6.544894288e-07	0	6.601425527e-07	1.314331223e-07	1.188851983e-06	0	4.729184453e-07	1.154607515e-06	9.904317546e-07												
Q13459	MYO9B	erythrocytes	243265.9550	single	1	1420	3.552009059e-06	2.623204796e-06	4	3.552009059e-06	0	3.582689382e-06	9.368267689e-07	6.228551996e-06	1.267112104e-06	7.329574441e-06	2.945006081e-06	2.666343611e-06												
Q13464	ROCK1	erythrocytes	158041.3300	single	1	1935	1.015184359e-05	1.862100709e-05	4	1.015184359e-05	0	1.02395297e-05	0	2.902137493e-05	1.801443715e-06	3.806134283e-05	7.445878181e-07	0												
Q13492	PICALM	erythrocytes	70622.2900	single	1	1617	1.655282622e-05	1.415728165e-05	4	1.655282622e-05	0	1.669580053e-05	2.416235978e-06	3.097536509e-05	3.420728521e-06	2.167476292e-05	3.416890055e-05	6.946912887e-06												
Q13496	MTM1	erythrocytes	69930.6800	single	1	1396	7.313221608e-08	1.462644322e-07	4	7.313221608e-08	0	7.376389241e-08	0	2.212916772e-07	2.925288643e-07	0	0	0												
Q13526	PIN1	erythrocytes	18243.0000	single	1	1625	3.783703385e-05	1.152371032e-05	4	3.783703385e-05	0	3.816384958e-05	2.654060371e-05	4.978709545e-05	4.189295914e-05	2.5404281e-05	3.222039267e-05	5.183050259e-05												
Q13530	SERINC3	erythrocytes	52579.6900	single	1	2093	2.549259396e-07	1.93334222e-07	4	2.549259396e-07	0	2.571278513e-07	6.212371335e-08	4.521319893e-07	9.32888113e-08	5.060873776e-07	1.129052786e-07	3.07422291e-07												
Q13535	ATR	erythrocytes	301361.9050	single	1	272	4.24738651e-06	7.859708186e-07	4	4.24738651e-06	0	4.284073126e-06	3.491313518e-06	5.076832733e-06	4.745363744e-06	3.356954186e-06	3.83723594e-06	5.049992169e-06												
Q13541	EIF4EBP1	erythrocytes	12448.6500	single	1	732	4.254717977e-06	3.369821925e-06	4	4.254717977e-06	0	4.291467918e-06	8.925393036e-07	7.690396533e-06	2.16214619e-06	9.353455192e-07	5.541986649e-06	8.37939355e-06												
Q13561	DCTN2	erythrocytes	44099.1050	single	1	591	6.010997305e-05	1.773361605e-05	4	6.010997305e-05	0	6.062917032e-05	4.274238094e-05	7.851595971e-05	5.496533346e-05	5.68438912e-05	8.518323604e-05	4.344743151e-05												
Q13564	NAE1	erythrocytes	60114.2500	single	1	1425	2.028530888e-05	2.741964485e-06	4	2.028530888e-05	0	2.046052235e-05	1.769487427e-05	2.322617044e-05	2.208952203e-05	1.935707955e-05	2.285186678e-05	1.684276717e-05												
Q13576	IQGAP2	erythrocytes	180575.2000	single	1	1133	1.13384766e-05	9.889561382e-06	4	1.13384766e-05	0	1.14364122e-05	1.461430159e-06	2.141139423e-05	2.475355819e-05	1.282580659e-05	3.576809102e-06	4.197732511e-06												
Q13608	PEX6	erythrocytes	104059.4050	single	1	1585	6.923363093e-06	3.502571603e-06	4	6.923363093e-06	0	6.98316334e-06	3.450338428e-06	1.051598825e-05	2.197074602e-06	7.108994122e-06	7.757903431e-06	1.062948022e-05												
Q13610	PWP1	erythrocytes	55827.0900	single	1	1823	2.484327147e-06	2.930060406e-06	4	2.484327147e-06	0	2.505785415e-06	0	5.46115409e-06	5.69948822e-06	4.23782037e-06	0	0												
Q13616	CUL1	erythrocytes	89677.2350	single	1	557	0.0002530708937	4.717677462e-05	4	0.0002530708937	0	0.0002552567825	0.0002076725206	0.0003028410445	0.0002667146078	0.0003133875955	0.0002237593617	0.0002084220098												
Q13617	CUL2	erythrocytes	86981.8700	single	1	558	7.222717613e-05	1.14318057e-05	4	7.222717613e-05	0	7.285103521e-05	6.132048779e-05	8.438158264e-05	7.201038019e-05	5.819176598e-05	7.25174867e-05	8.618907163e-05												
Q13618	CUL3	erythrocytes	88797.9500	single	1	559	0.0002366546799	0.0001141786382	4	0.0002366546799	0	0.0002386987744	0.0001235339232	0.0003538636256	0.0004066673891	0.0001956165934	0.0001822820064	0.0001620527309												
Q13619	CUL4A	erythrocytes	87678.9700	single	1	560	3.816228525e-05	9.610985267e-06	4	3.816228525e-05	0	3.849191033e-05	2.879791059e-05	4.818591006e-05	4.687110456e-05	3.955888167e-05	2.449971721e-05	4.171943756e-05												
Q13630	GFUS	erythrocytes	35892.2200	summed:2	2	2418;2419	0.0005238543205	0.0001682980315	4	0.0005238543205	0	0.0005283790894	0.000358627391	0.0006981307878	0.000369700548	0.000761120996	0.0004552798743	0.0005093158638												
Q13724	MOGS	erythrocytes	91916.0200	single	1	1369	3.24610855e-06	3.67825542e-06	4	3.24610855e-06	0	3.274146671e-06	0	6.984172862e-06	8.30560691e-06	3.593684715e-06	8.969217452e-07	1.882208286e-07												
Q13733	ATP1A4	erythrocytes	114164.9500	single	1	240	1.868621306e-07	3.737242612e-07	4	1.868621306e-07	0	1.884761441e-07	0	5.654284323e-07	0	7.474485223e-07	0	0												
Q13740	ALCAM	plasma	62262.1150																single	1	53	970838521.1	493775941.3	11	0.0002400949141	0	0.0002409539218	0.0001184029033	0.0003635049402	77
Q13790	APOF	plasma	17424.2950																single	1	31	120899916.2	12470701.79	15	2.989936469e-05	0	3.000633816e-05	2.691121529e-05	3.310146102e-05	10.3
Q13813	SPTAN1	erythrocytes	284534.1550	single	1	2206	1.723643285e-07	3.447286571e-07	4	1.723643285e-07	0	1.738531179e-07	0	5.215593537e-07	6.894573141e-07	0	0	0												
Q13822	ENPP2	plasma	95050.8250																single	1	104	26620977.6	0	1	6.583547305e-06	0	6.607101814e-06	6.607101814e-06	6.607101814e-06	
Q13835	PKP1	erythrocytes	82859.4200	single	1	1639	1.143784814e-05	8.881102767e-06	4	1.143784814e-05	0	1.153664206e-05	2.578829153e-06	2.049445496e-05	2.085807918e-05	1.652353779e-05	7.083689255e-06	1.28608635e-06												
Q13838	DDX39B	erythrocytes	48859.4900	single	1	608	1.666782229e-07	3.333564458e-07	4	1.666782229e-07	0	1.681178988e-07	0	5.043536963e-07	0	6.667128915e-07	0	0												
Q13867	BLMH	erythrocytes	52561.6400	single	1	295	0.0003613829231	0.0001920229	4	0.0003613829231	0	0.0003645043523	0.0001708228629	0.0005581858418	0.0002144633431	0.0005857799178	0.0004562062486	0.0001890821828												
Q14008	CKAP5	erythrocytes	225491.4350	single	1	460	9.505659071e-06	3.276597783e-06	4	9.505659071e-06	0	9.587763787e-06	6.282864534e-06	1.289266304e-05	4.918951674e-06	9.930492043e-06	1.266578856e-05	1.050740401e-05												
Q14103	HNRNPD	erythrocytes	38302.6450	single	1	1051	2.653676678e-06	1.636453243e-06	4	2.653676678e-06	0	2.676597695e-06	1.026009659e-06	4.327185731e-06	3.707910246e-06	4.236826228e-06	2.019920108e-06	6.500501309e-07												
Q14126	DSG2	plasma	116749.8200																single	1	100	3430702.034	0	1	8.484357512e-07	0	8.51471271e-07	8.51471271e-07	8.51471271e-07	
Q14139	UBE4A	erythrocytes	122558.5050	single	1	2465	1.968636394e-07	2.547221577e-07	4	1.968636394e-07	0	1.985640405e-07	0	4.554863497e-07	5.344911998e-07	0	0	2.529633576e-07												
Q14141	SEPTIN6	erythrocytes	49584.8200	single	1	2088	3.84776662e-06	2.354634201e-06	4	3.84776662e-06	0	3.881001537e-06	1.506029286e-06	6.255973788e-06	1.504560144e-06	7.107763641e-06	3.172050115e-06	3.60669258e-06												
Q14152	EIF3A	erythrocytes	166435.4200	single	1	717	1.969397082e-07	3.546806148e-07	4	1.969397082e-07	0	1.986407664e-07	0	5.563849195e-07	6.052223509e-08	7.272365978e-07	0	0												
Q14155	ARHGEF7	erythrocytes	90010.6900	single	1	197	7.393006685e-09	1.478601337e-08	4	7.393006685e-09	0	7.456863458e-09	0	2.237059037e-08	0	0	0	2.957202674e-08												
Q14156	EFR3A	erythrocytes	92922.9900	single	1	701	7.313779792e-07	9.507225245e-07	4	7.313779792e-07	0	7.376952246e-07	0	1.696629573e-06	6.788432705e-08	2.122589828e-06	5.561174425e-07	1.789203195e-07												
Q14165	MLEC	erythrocytes	29322.9150	single	1	1361	2.808183663e-07	2.196139987e-07	4	2.808183663e-07	0	2.832439227e-07	6.173301768e-08	5.047548278e-07	4.459530418e-07	2.12424022e-07	4.648964015e-07	0												
Q14166	TTLL12	erythrocytes	74402.4950	single	1	2427	3.437993529e-05	1.15983317e-05	4	3.437993529e-05	0	3.467689048e-05	2.29783787e-05	4.637540226e-05	5.133881362e-05	2.626968388e-05	3.230456442e-05	2.760667922e-05												
Q14203	DCTN1	erythrocytes	141692.4950	single	1	590	6.306162043e-05	9.241337422e-06	4	6.306162043e-05	0	6.360631243e-05	5.428515335e-05	7.29274715e-05	6.044973788e-05	5.220572739e-05	7.431458547e-05	6.527643098e-05												
Q14209	E2F2	erythrocytes	47505.1200	single	1	684	0	0	4	0	0	0	0	0	0	0	0	0												
Q14232	EIF2B1	erythrocytes	33711.7500	single	1	708	2.367598798e-06	2.824461933e-06	4	2.367598798e-06	0	2.388048829e-06	0	5.236906929e-06	2.013007477e-06	1.036451572e-06	0	6.420936141e-06												
Q14240	EIF4A2	erythrocytes	46401.6400	single	1	728	4.347471988e-05	2.602295161e-05	4	4.347471988e-05	0	4.385023088e-05	1.760250716e-05	7.00979546e-05	1.181778024e-05	4.425672909e-05	7.552811121e-05	4.229625897e-05												
Q14247	CTTN	erythrocytes	61585.3250	single	1	556	5.57843912e-06	3.049274731e-06	4	5.57843912e-06	0	5.626622644e-06	2.551009936e-06	8.702235353e-06	1.008730579e-05	3.887830658e-06	3.563131889e-06	4.775488139e-06												
Q14254	FLOT2	erythrocytes	46932.3000	summed:2	2	855;856	0.001059050714	0.0001248766449	4	0.001059050714	0	0.001068198219	0.0009422429573	0.00119415348	0.0009792835408	0.001004240659	0.001007259377	0.001245419281												
Q14258	TRIM25	erythrocytes	70972.4550	single	1	2405	2.938186591e-05	4.891059122e-05	4	2.938186591e-05	0	2.963565049e-05	0	7.896870481e-05	0.0001026544837	4.614022361e-06	2.124596128e-06	8.134361411e-06												
Q14344	GNA13	erythrocytes	44048.9300	single	1	925	0.0001378813767	0.0001080600274	4	0.0001378813767	0	0.0001390723211	3.007892985e-05	0.0002480657123	0.0002088920339	2.66247484e-05	6.635151524e-05	0.0002496572092												
Q14376	GALE	erythrocytes	38281.2250	single	1	878	4.412726316e-06	2.065248049e-06	4	4.412726316e-06	0	4.450841048e-06	2.367754509e-06	6.533927586e-06	6.937379071e-06	4.017624676e-06	4.761859824e-06	1.934041693e-06												
Q14515	SPARCL1	plasma	73567.6250																single	1	300	7702203.696	2680700.286	8	1.904806921e-06	0	1.911621909e-06	1.246294738e-06	2.57694908e-06	35.1
Q14520	HABP2	plasma	60211.0200																single	1	137	296129722.7	51377269.85	15	7.323487767e-05	0	7.349689623e-05	6.074549176e-05	8.62483007e-05	17.9
Q14558	PRPSAP1	erythrocytes	39393.1650	summed:2	2	1741;1742	8.937345472e-05	2.670452168e-05	4	8.937345472e-05	0	9.014541404e-05	6.321023322e-05	0.0001170805949	8.920981928e-05	7.680735047e-05	6.491270579e-05	0.0001265639433												
Q14588	ZNF234	erythrocytes	80558.7550	single	1	2624	0	0	4	0	0	0	0	0	0	0	0	0												
Q14624	ITIH4	plasma	97435.9500																summed:3	3	216;217;322	2.231004859e+10	494252735	11	0.005517425486	0	0.005537165642	0.005414496288	0.005659834997	89.8
Q14642	INPP5A	erythrocytes	47492.5300	single	1	1119	3.654158765e-07	7.30831753e-07	4	3.654158765e-07	0	3.685721402e-07	0	1.105716421e-06	0	0	0	1.461663506e-06												
Q14653	IRF3	erythrocytes	47218.5800	single	1	1137	2.348931454e-06	1.601295964e-06	4	2.348931454e-06	0	2.369220247e-06	7.540931588e-07	3.984347334e-06	1.959953785e-07	2.143289299e-06	3.869964785e-06	3.186476352e-06												
Q14667	BLTP2	erythrocytes	250269.5650	single	1	1175	0	0	4	0	0	0	0	0	0	0	0	0												
Q14677	CLINT1	erythrocytes	68258.5800	single	1	468	1.284402671e-06	2.583973799e-07	4	1.284402671e-06	0	1.295496643e-06	1.034867367e-06	1.556125919e-06	1.529372972e-06	1.114552102e-06	1.479894803e-06	1.013790809e-06												
Q14679	TTLL4	erythrocytes	133376.1700	single	1	2428	0.001396283625	0.0003602440376	4	0.001396283625	0	0.001408343964	0.001044988334	0.001771699594	0.001628803842	0.00164924588	0.001430512722	0.0008765720559												
Q14689	DIP2A	erythrocytes	170366.9600	single	1	630	7.461834016e-08	1.492366803e-07	4	7.461834016e-08	0	7.526285283e-08	0	2.257885585e-07	0	0	0	2.984733607e-07												
Q14693	LPIN1	erythrocytes	98662.6550	single	1	1284	0	0	4	0	0	0	0	0	0	0	0	0												
Q14696	MESD	erythrocytes	22631.0800	single	1	1348	8.94032747e-07	1.094088155e-06	4	8.94032747e-07	0	9.017549159e-07	0	2.00529321e-06	2.231860753e-06	0	0	1.344270235e-06												
Q14697	GANAB	erythrocytes	103973.7950	summed:2	2	884;885	9.078468581e-05	5.441289041e-05	4	9.078468581e-05	0	9.156883457e-05	3.66859552e-05	0.0001464517139	0.0001721290028	5.948130223e-05	6.98532707e-05	6.167516748e-05												
Q14738	PPP2R5D	erythrocytes	69990.7050	single	1	1698	0.001148495182	0.0001886333697	4	0.001148495182	0	0.001158415259	0.0009681525767	0.001348677941	0.001276513137	0.001048040052	0.00133457367	0.0009348538685												
Q14764	MVP	erythrocytes	99194.2150	single	1	1403	0	0	4	0	0	0	0	0	0	0	0	0												
