# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-18T05:09:41Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# per pool entry: intensity in the slow and fast sheets (joined by accession), slow/fast, the primary dataset's I/IIa, and their quotient; fast pools ~80/20 IIa/IIx per config
accession	gene	tier	intensity_slow	intensity_fast	slow_over_fast	primary_I_over_IIa	primary_over_source
P82979	SARNP	2	42009200	19967800	2.103847194	1.553453476	0.7383870275
P83111	LACTB	2	1603360000	694330000	2.309218959	1.29330911	0.5600634381
P83731	RPL24	2	148376000	155036600	0.9570385315	0.6492936987	0.6784404988
P84022	SMAD3	2	5479190	6980290	0.7849516281	3.549201846	4.521554856
P84074	HPCA	2	3108920	1665520	1.866636246	1.85750236	0.9951067673
P84077	ARF1	1	118288000	106404800	1.111679172	0.4876477436	0.4386587027
P84085	ARF5	2	26647800	26298000	1.013301392	3.312156624	3.268678649
P84090	ERH	2	56257200	59285800	0.9489152546	0.9106363257	0.9596603294
P84098	RPL19	2	149288600	26392200	5.656542463	0.8101058474	0.1432157281
P84103	SRSF3	2	61233940	30365400	2.016569517	1.04754541	0.5194690299
P84157	MXRA7	2	193640000	155645400	1.244110009	1.950235087	1.567574469
P84243	H3-3A	2	5096440000	4536770000	1.123363098	1.090146566	0.9704311711
P98095	FBLN2	2	139021200	96844400	1.435510985	0.6340490734	0.4416887646
P98160	HSPG2	2	1.53476e+10	1.55538e+10	0.9867427895	0.6758320403	0.6849120637
P98179	RBM3	2	280694000	90830600	3.090302167	nan	nan
P99999	CYCS	2	1.011968e+10	9277300000	1.090800125	1.368211326	1.254319003
Q00013	MPP1	2	37043600	58582340	0.6323339081	0	0
Q00059	TFAM	2	309362000	171015400	1.80897159	1.66605301	0.920994569
Q00169	PITPNA	2	29154200	40650220	0.7171966105	10.42021869	14.5290964
Q00325	SLC25A3	2	4101600000	3956660000	1.036631907	0.8948992523	0.8632758132
Q00341	HDLBP	2	32804400	32800960	1.000104875	1.979707119	1.979499519
Q00536	CDK16	2	4009460	9618000	0.4168704512	0.976042081	2.341355877
Q00577	PURA	2	464090000	374990000	1.237606336	1.123073349	0.9074560435
Q00587	CDC42EP1	2	2784920	740180	3.762490205	nan	nan
Q00610	CLTC	2	539484000	409246000	1.318238908	0.7267327396	0.5512906161
Q00688	FKBP3	2	2298200000	2295600000	1.001132601	0.4776219766	0.4770816332
Q00765	REEP5	2	126967800	224032000	0.5667395729	1.05070643	1.853949292
Q00796	SORD	2	483160	13109800	0.03685487193	1.547658917	41.99333321
Q00839	HNRNPU	2	574416000	365496000	1.571606803	1.511240463	0.9615894131
Q00872	MYBPC1	1	1.706746624e+11	1.622875e+11	1.05168089	1.201704529	1.142651293
Q00G26	PLIN5	2	326768600	95474400	3.422578199	7.426787032	2.169939327
Q01081	U2AF1	2	34424000	21509020	1.600444837	0	0
Q01082	SPTBN1	1	848074200	954544000	0.8884600396	1.205787451	1.357165654
Q01085	TIAL1	2	8240220	13542400	0.6084756026	147.1155051	241.7771633
Q01105	SET	2	267398000	226855800	1.178713526	1.941644003	1.647256911
Q01130	SRSF2	2	193416000	149698000	1.29204131	0.230175131	0.1781484301
Q01432	AMPD3	2	8498800	1578220	5.385054048	1.073211431	0.1992944586
Q01469	FABP5	2	1588400000	1060804000	1.497354837	3.017915268	2.015497726
Q01484	ANK2	1	17043140	525346800	0.03244169375	1.273771023	39.2633946
Q01518	CAP1	2	303354000	71592200	4.237249309	0.4878534664	0.1151344731
Q01668	CACNA1D	1	212984000	492466666.7	0.4324840937	nan	nan
Q01813	PFKP	2	1109080	6375960	0.1739471389	0.8215915078	4.723225187
Q01844	EWSR1	2	16341480	2259200	7.233303824	0	0
Q01995	TAGLN	2	271900000	147842000	1.839125553	0.2323487184	0.1263365179
Q02045	MYL5	2	3.51301754e+10	592456000	59.29583868	27.55452617	0.4646957828
Q02127	DHODH	2	8478120	3722220	2.27770524	2.366204939	1.038854764
Q02218	OGDH	2	188556200	160207200	1.176952097	1.660318499	1.410693352
Q02221	COX6A2	2	13682200	0	nan	1.173274649	nan
Q02252	ALDH6A1	2	285146000	114775400	2.484382542	1.61298207	0.6492486734
Q02318	CYP27A1	2	9465000	18899600	0.5008042498	9.754682469	19.47803453
Q02338	BDH1	2	207375200	92146640	2.250491174	2.261117807	1.004721917
Q02413	DSG1	2	1305990000	1192328000	1.095327796	1.967850213	1.796585662
Q02543	RPL18A	2	257820000	158002800	1.631743235	1.100526075	0.67444807
Q02641	CACNB1	2	545034000	1307760000	0.416769132	0.4839726192	1.161248716
Q02750	MAP2K1	2	356684000	334494000	1.066339008	0.4978053345	0.466835904
Q02790	FKBP4	2	55999000	33285000	1.682409494	2.258507462	1.342424344
Q02809	PLOD1	2	3637760	6958600	0.5227718219	1.852537167	3.543682136
Q02818	NUCB1	2	47892000	48818200	0.9810275676	3.562010826	3.630897789
Q02878	RPL6	2	46607000	6120940	7.614353351	0.8402364025	0.1103490164
Q02952	AKAP12	2	448260800	950232000	0.4717382702	0.603205045	1.278685837
Q02978	SLC25A11	2	2070080000	2450076000	0.844904403	0.665092328	0.7871805683
Q03001	DST	1	1298631400	909967740	1.427118065	0.410277088	0.2874864373
Q03013	GSTM4	2	86867800	102548600	0.8470890875	0.7785744194	0.9191175177
Q03135	CAV1	2	454874000	429892000	1.05811227	0.7819199998	0.7389764035
Q03154	ACY1	2	574624000	844984000	0.6800412789	0.1853760158	0.2725952402
Q03252	LMNB2	2	906110000	998126000	0.9078112383	0.5541375755	0.6104105701
Q04118	PRB3	2	409580000	240996400	1.699527462	0	0
Q04323	UBXN1	2	344750000	458926000	0.7512104348	1.023548825	1.362532758
Q04446	GBE1	2	1793300000	1289004000	1.391229197	0.6885915771	0.4949519306
Q04637	EIF4G1	2	585720000	656882000	0.8916669965	0.4868205671	0.5459667892
Q04759	PRKCQ	2	53070600	72841200	0.7285794303	1.466826537	2.013269214
Q04760	GLO1	2	2705180000	2706480000	0.9995196713	0.02213982832	0.02215046782
Q04828	AKR1C1	2	267492000	87427000	3.059604012	1.785628004	0.5836140875
Q04837	SSBP1	2	515542000	406544000	1.268108741	1.587462773	1.251834895
Q04917	YWHAH	2	216948000	129360000	1.677087199	0.649618469	0.3873492503
Q04941	PLP2	2	22114440	38197800	0.5789453843	0.3608900304	0.6233576433
Q05048	CSTF1	2	1923400	0	nan	2.808801578	nan
Q05086	UBE3A	2	73891000	75737400	0.9756210274	1.156431808	1.185328909
Q05397	PTK2	2	3022600	4435460	0.6814625766	1.106627488	1.623900601
Q05639	EEF1A2	2	1.97696e+10	1.99732e+10	0.9898063405	0.2320802717	0.234470383
Q05682	CALD1	1	254003000	387223000	0.6559605189	1.621123576	2.471373703
Q06124	PTPN11	2	59401000	17276320	3.438290099	0.8031258715	0.2335829289
Q06190	PPP2R3A	2	24882000	16007480	1.554398319	6.158152974	3.961759929
Q06210	GFPT1	2	35167800	52433600	0.6707111471	0.5511018727	0.821667979
Q06323	PSME1	2	676074000	692160000	0.9767597087	0.4459913235	0.456602908
Q06432	CACNG1	2	84474800	170052000	0.4967586385	0.641726109	1.291826773
Q06830	PRDX1	2	8350800000	9466700000	0.8821236545	0.3854385253	0.4369438721
Q07020	RPL18	2	19551200	19134400	1.021782758	0.8072729311	0.7900631763
Q07021	C1QBP	2	1458660000	1600486000	0.9113856666	1.076083619	1.180711589
Q07065	CKAP4	2	30271760	33945400	0.8917779729	0.8307222635	0.9315348537
Q07157	TJP1	2	13425000	9875400	1.359438605	1.273675856	0.9369131137
Q07507	DPT	2	145134400	235314000	0.616769083	0.1988515977	0.3224085045
Q07666	KHDRBS1	2	76929200	78375200	0.9815502863	1.115372034	1.136337129
Q07812	BAX	2	4591830	1966920	2.334528095	0.2132089151	0.09132848544
Q07866	KLC1	2	33869600	48626600	0.6965241247	5.590459601	8.026225371
Q07954	LRP1	2	301316000	8746720	34.44902775	0.707433436	0.02053565753
Q07955	SRSF1	2	131097000	113880400	1.151181415	1.183307671	1.027907205
Q07960	ARHGAP1	2	38936280	24185800	1.609881831	1.260165315	0.7827688286
Q08043	ACTN3	1	8617686000	5.691949e+10	0.1514013214	0.03091244734	0.2041755452
Q08174	PCDH1	2	6958500	3909200	1.78003172	5.876317732	3.301243268
Q08188	TGM3	2	284450000	275878000	1.031071706	2.788330744	2.704303424
Q08209	PPP3CA	1	138788000	309608000	0.4482700705	0.321760045	0.7177816816
Q08211	DHX9	2	120114200	82884800	1.449170415	0.9351072282	0.6452707139
Q08257	CRYZ	2	456060000	337412000	1.351641317	0.7707199845	0.570210436
Q08357	SLC20A2	2	0	4849780	0	1.344353989	nan
Q08378	GOLGA3	2	21658290	119753600	0.1808571099	0.8039850352	4.445415696
Q08379	GOLGA2	2	142290000	18202600	7.817015152	0	0
Q08380	LGALS3BP	2	57021600	35849800	1.590569543	0.7023012219	0.4415407204
Q08623	PUDP	2	411286000	440120000	0.9344860493	0.820592689	0.8781219256
Q08752	PPID	2	44372800	14927400	2.972573924	55.47280882	18.66154055
Q08AM6	VAC14	2	4101580	2332660	1.758327403	0	0
Q08J23	NSUN2	2	6495640	7165080	0.9065690823	1.74838138	1.928569388
Q09013	DMPK	2	8024260	0	nan	nan	nan
Q09028	RBBP4	2	8559600	642760	13.31694567	1.86572004	0.1401011978
Q09666	AHNAK	1	3503860000	2853600000	1.227873563	0.7613713215	0.6200730631
Q0VAK6	LMOD3	1	1166658000	774268000	1.506788347	1.367567276	0.9076040965
Q0VDG4	SCRN3	2	62056200	90437000	0.6861815407	0.6460809583	0.9415598058
Q0ZGT2	NEXN	1	1067958600	1013461800	1.05377292	0.8749497613	0.8303019986
Q10471	GALNT2	2	4562500	64071800	0.07120917471	0.2752472665	3.865334314
Q10567	AP1B1	2	16047740	3281020	4.891082651	1.668632485	0.3411581043
Q10570	CPSF1	2	124188200	182874000	0.679091615	0.1600422706	0.235671104
Q10713	PMPCA	2	93760000	162058200	0.5785575799	1.240953589	2.144909396
Q12792	TWF1	1	2397200	3378660	0.7095120551	0.884859217	1.247137678
Q12797	ASPH	2	1373869180	3252762800	0.422369925	0.5853468173	1.385862919
Q12800	TFCP2	2	2374080	0	nan	0.9374970453	nan
Q12846	STX4	2	2313760	16080600	0.1438851784	1.256145988	8.730197246
Q12849	GRSF1	2	40942200	27277320	1.500961238	1.06127964	0.7070666539
Q12857	NFIA	2	10831930	2351380	4.606626747	4.218836481	0.9158190392
Q12874	SF3A3	2	7111560	2744680	2.591034292	0.6929104939	0.2674262151
Q12904	AIMP1	2	154468800	412288400	0.3746620084	0.2651787845	0.7077813564
Q12905	ILF2	2	23655190	18536400	1.276148011	1.056724717	0.8280581149
Q12906	ILF3	2	65190200	89586600	0.7276780233	1.328204631	1.825264181
Q12907	LMAN2	2	23750800	5949640	3.991972624	0.4846978532	0.1214181306
Q12955	ANK3	1	182768200	53861200	3.393318381	0.8119505331	0.2392792075
Q12965	MYO1E	2	7438640	0	nan	0.228382001	nan
Q12983	BNIP3	2	0	5142600	0	0.5759635641	nan
Q12988	HSPB3	2	271732000	288444000	0.942061544	0.9192439217	0.9757790535
Q13011	ECH1	2	7788020000	3693700000	2.108460351	2.258286243	1.071059383
Q13033	STRN3	2	38937000	44727360	0.8705409843	0.4032082898	0.4631697956
Q13045	FLII	2	20644780	30534700	0.6761088205	3.150573983	4.65986227
Q13049	TRIM32	1	4487060	3223720	1.391888874	1.009726563	0.7254361914
Q13057	COASY	2	28129000	53011800	0.5306177115	0.7818170535	1.473409267
Q13061	TRDN	2	1558600000	3057240000	0.5098062305	0.3820909113	0.7494826239
Q13098	GPS1	2	268336000	189390000	1.41684355	0.5693995232	0.401878897
Q13126	MTAP	2	111301000	84249200	1.321092663	0.7385784979	0.5590663838
Q13136	PPFIA1	2	154570000	399588800	0.3868226537	1.992400632	5.150682394
Q13144	EIF2B5	2	7953340	19981400	0.3980371746	1.459730276	3.66732147
Q13148	TARDBP	2	69273000	74814400	0.9259313715	1.094339735	1.181879963
Q13151	HNRNPA0	2	386890000	723394400	0.5348258156	0.2643228987	0.4942224011
Q13153	PAK1	1	743580	12497200	0.05949972794	1.021913029	17.17508742
Q13155	AIMP2	2	81572200	42958300	1.898869369	1.551032262	0.8168188333
Q13162	PRDX4	2	241100000	305672000	0.7887539585	0.4186215888	0.530737861
Q13177	PAK2	2	74056200	41888800	1.767923645	0.8336413932	0.4715369894
Q13185	CBX3	2	17864680	13240000	1.349296073	0.6900662743	0.5114268754
Q13200	PSMD2	2	575082000	580984000	0.9898413726	0.5002650992	0.505399262
Q13203	MYBPH	1	458328400	738482000	0.6206358449	0.5978461764	0.9632801285
Q13228	SELENBP1	2	2011260000	1418580000	1.41779808	0.9028970643	0.636830503
Q13232	NME3	2	8218600	1961640	4.189657633	0.1525925216	0.03642123891
Q13247	SRSF6	2	3986100	0	nan	0.7110829145	nan
Q13263	TRIM28	2	33800000	48151200	0.7019555068	0.5948268598	0.847385417
Q13283	G3BP1	2	212694000	157270000	1.352413048	0.7810809764	0.5775461704
Q13308	PTK7	2	0	13386500	0	3.406932139	nan
Q13310	PABPC4	2	826574000	533746000	1.548627999	0.8901455141	0.5747962162
Q13325	IFIT5	2	7527540	1763340	4.268910136	1.722327395	0.4034583395
Q13326	SGCG	2	127909000	120412200	1.062259472	2.222820886	2.092540424
Q13332	PTPRS	2	27156200	0	nan	2.030448395	nan
Q13347	EIF3I	2	64253000	50309140	1.277163553	0.9188201883	0.7194224937
Q13363	CTBP1	2	295198000	211574000	1.395247053	0.7268514209	0.5209481857
Q13404	UBE2V1	2	68216800	168692000	0.4043866929	1.410889591	3.488961471
Q13405	MRPL49	2	24543400	23017040	1.066314348	0.928087491	0.8703695048
Q13409	DYNC1I2	2	156655000	220064000	0.711861095	1.189398871	1.670829997
Q13418	ILK	1	116954600	154897600	0.755044623	0.7559820308	1.001241526
Q13423	NNT	2	7292660000	5773340000	1.263161359	1.419660379	1.123894718
Q13424	SNTA1	2	485916000	516744000	0.9403418327	0.8252421474	0.877598038
Q13425	SNTB2	2	48153800	19586980	2.45845965	1.725226601	0.7017510338
Q13428	TCOF1	2	10876900	46035400	0.2362725207	0.1561870213	0.6610460702
Q13435	SF3B2	2	1597544000	79990400	19.9716966	4.146940198	0.207640857
Q13439	GOLGA4	2	44515240	92018000	0.4837666544	0.8308435436	1.717446906
Q13442	PDAP1	2	928068000	925312000	1.002978455	0.2779341656	0.2771088096
Q13445	TMED1	2	56427200	73241400	0.7704276543	1.587693729	2.060795352
Q13451	FKBP5	2	31309200	34195000	0.915607545	2.071772562	2.262729893
Q13459	MYO9B	2	19326600	2495060	7.745945989	0.5787571943	0.07471743221
Q13464	ROCK1	2	176292900	656258600	0.2686332796	1.076440336	4.007099706
Q13485	SMAD4	2	12248380	21196060	0.5778611685	0	0
Q13492	PICALM	2	14193860	13081320	1.085047992	1.065428893	0.9819186804
Q13496	MTM1	1	6377880	19098500	0.333946645	1.021330585	3.058364563
Q13501	SQSTM1	1	21656800	42529200	0.5092218993	1.471807893	2.890307536
Q13505	MTX1	2	17295600	33534200	0.5157600301	1.450962465	2.813251087
Q13508	ART3	2	9664300	51451580	0.1878329101	0.6650548272	3.540672542
Q13510	ASAH1	2	221128000	211462000	1.04571034	1.298235322	1.241486549
Q13522	PPP1R1A	2	154488000	101552000	1.521269891	1.943270541	1.277400251
Q13526	PIN1	2	139885400	130461200	1.072237569	0.6114538793	0.5702597043
Q13554	CAMK2B	2	1176030000	1453014000	0.8093727934	0.6493959268	0.8023446452
Q13555	CAMK2G	2	468332000	315677200	1.483578795	1.675748979	1.129531498
Q13557	CAMK2D	2	766078000	502354000	1.524976411	1.223938323	0.8025949218
Q13561	DCTN2	2	768456000	711600000	1.07989882	0.324719077	0.3006939827
Q13564	NAE1	2	129366000	82917400	1.560179166	0.7022354598	0.4500992418
Q13573	SNW1	2	138438000	18648600	7.423506322	2.03025601	0.2734901706
Q13586	STIM1	2	670060000	773990000	0.8657217794	1.663967829	1.922058413
Q13595	TRA2A	2	9647880	6851560	1.408128952	0.9287386484	0.659555112
Q13596	SNX1	2	13719820	9482720	1.446823274	0.4441130047	0.3069573268
Q13616	CUL1	2	44747200	53017000	0.8440160703	0.6299758252	0.7464026426
Q13617	CUL2	2	70905200	67928800	1.043816467	0.9658793981	0.9253345094
Q13618	CUL3	2	90601800	71982800	1.258659013	1.187158576	0.9431931635
Q13619	CUL4A	2	97854800	44062400	2.220823196	0.9853492711	0.4436865
Q13620	CUL4B	2	2888600	8814040	0.3277271263	0.1985232266	0.6057576888
Q13630	GFUS	2	16484620	28277600	0.582956828	2.022236218	3.468929637
Q13642	FHL1	2	8.05574e+10	7.43142e+10	1.084010862	0.2432461696	0.2243945869
Q13643	FHL3	1	5115900000	6685340000	0.7652415584	1.271866099	1.662045252
Q13683	ITGA7	2	36424800	39287000	0.9271463843	0.3923460199	0.4231759154
Q13698	CACNA1S	1	212984000	492466666.7	0.4324840937	0.5224599983	1.208044425
Q13724	MOGS	2	37715800	21171800	1.78141679	1.278335925	0.7175950806
Q13740	ALCAM	2	1643720	1974200	0.8326005471	0.1959832354	0.2353868684
Q13813	SPTAN1	1	1627662000	1880120000	0.8657224007	0.1272557368	0.1469936977
Q13825	AUH	2	36427760	11545720	3.155087773	1.986863753	0.6297332742
Q13835	PKP1	2	320374800	436746000	0.7335494773	1.664045376	2.268484169
Q13838	DDX39B	2	198520000	144178000	1.376909098	1.652354826	1.200046414
Q13867	BLMH	2	691018000	585396000	1.180428291	1.570323836	1.330300068
Q13884	SNTB1	2	1106244000	342252000	3.232249921	0.02847560448	0.00880983995
Q13885	TUBB2A	2	46226400	118424300	0.3903455625	0.01061533179	0.02719470338
Q13907	IDI1	2	77476000	14996400	5.16630658	3.048356525	0.5900456115
Q13936	CACNA1C	1	212984000	492466666.7	0.4324840937	nan	nan
Q13976	PRKG1	2	93811200	165426600	0.5670865508	1.478139167	2.606549503
Q14008	CKAP5	2	167906000	228826000	0.733771512	0.6231793954	0.8492826244
Q14011	CIRBP	2	356156000	199838000	1.782223601	1.551965026	0.8708026448
Q14019	COTL1	2	0	7826000	0	1.791724335	nan
Q14061	COX17	2	77154800	77063200	1.001188635	1.26619845	1.264695189
Q14103	HNRNPD	2	454830000	226870000	2.004804514	0.8310748342	0.4145415818
Q14108	SCARB2	2	33458000	42778200	0.7821273452	0.8977525168	1.147834202
Q14112	NID2	2	1290128000	1127042000	1.144702682	1.098696841	0.9598097905
Q14118	DAG1	1	776194000	673820000	1.151930783	1.084301894	0.9412908403
Q14139	UBE4A	2	22779920	7163062	3.180193052	1.531768196	0.4816588713
Q14157	UBAP2L	2	28849200	2666360	10.81969426	0.9833669192	0.09088675661
Q14165	MLEC	2	54548800	102863600	0.5303022644	0.8787883171	1.657146077
Q14185	DOCK1	2	61362800	80506000	0.7622139965	0.9073891304	1.190465059
Q14192	FHL2	1	0	1156860000	0	0.495249445	nan
Q14194	CRMP1	2	63856000	0	nan	0	nan
Q14195	DPYSL3	2	2306900000	158010600	14.59965344	4.529738417	0.3102634206
Q14197	MRPL58	2	10386040	7569280	1.372130506	25.15421073	18.33222905
Q14203	DCTN1	2	321948000	695116000	0.4631572284	0.5135483334	1.108799133
Q14204	DYNC1H1	2	1552740000	1742940000	0.8908740404	0.849616777	0.9536890047
Q14232	EIF2B1	2	2395120	839320	2.853643426	nan	nan
Q14240	EIF4A2	2	438730000	762058000	0.5757173339	0.5761351233	1.000725685
Q14247	CTTN	2	101602000	103459000	0.9820508607	2.200381859	2.240598677
Q14249	ENDOG	2	311962000	393748000	0.7922884688	0.4182088895	0.5278492695
Q14254	FLOT2	2	15771640	36305600	0.4344134238	1.692082566	3.895097326
Q14257	RCN2	2	61462800	106756200	0.5757304962	0.4727210233	0.8210803951
Q14258	TRIM25	2	10919000	6522800	1.673974367	0.999318762	0.5969737541
Q14315	FLNC	1	1.59165698e+11	1.5082812e+11	1.055278671	0.8297941943	0.7863270785
Q14318	FKBP8	2	7343240	8983400	0.8174232473	0.7396806513	0.9048930939
Q14324	MYBPC2	1	5843930000	3.91274e+10	0.1493564612	0.005736877288	0.03841064017
Q14353	GAMT	2	687768000	1103816000	0.6230821079	2.117852132	3.398993656
Q14392	LRRC32	2	8966200	9710200	0.923379539	1.248924282	1.352557891
Q14444	CAPRIN1	2	42860600	39821000	1.076331584	0.3339656024	0.3102813366
Q14498	RBM39	2	10252160	428960	23.9000373	1.157238744	0.04841995557
Q14517	FAT1	2	1453640	9737800	0.149278071	0.9583994993	6.420229661
Q14558	PRPSAP1	2	0	5565660	0	1.355127098	nan
Q14566	MCM6	2	201650000	318812000	0.6325044227	1.460048236	2.308360517
Q14624	ITIH4	2	191034800	243518000	0.7844791761	0.4939641159	0.6296714189
Q14677	CLINT1	2	119133400	37090200	3.211991308	2.394621573	0.7455255459
Q14683	SMC1A	2	224532000	291210000	0.7710312146	0.397606862	0.5156819263
Q14693	LPIN1	2	7274240	17748200	0.4098579011	0.8793200724	2.145426671
Q14696	MESD	2	8305400	19715400	0.4212645952	1.094720392	2.598652733
Q14697	GANAB	2	649802000	770158000	0.8437255732	1.447519001	1.715627744
Q14728	SLC75A1	2	4458238	20196600	0.2207420061	1.803456764	8.16997542
Q14738	PPP2R5D	2	5820960	0	nan	0.6351839147	nan
Q14764	MVP	2	88220600	19593080	4.502640728	0.3611035895	0.08019817954
Q14767	LTBP2	2	10459180	9738280	1.074027446	0.862002944	0.8025893071
Q14789	GOLGB1	2	41537400	13388680	3.102426826	0.6888520244	0.2220365098
Q14839	CHD4	2	6566800	7201500	0.9118655836	0.4207551275	0.4614223139
Q14847	LASP1	2	77115400	61573000	1.252422328	2.141178489	1.709629764
Q14894	CRYM	2	714264600	20567800	34.72732135	8.780178434	0.2528320093
Q14896	MYBPC3	1	5843930000	3.91274e+10	0.1493564612	2.097465455	14.04335265
Q14914	PTGR1	2	94170600	189090000	0.4980199905	0.8367803414	1.680214364
Q14938	NFIX	2	10831930	2351380	4.606626747	1.396741867	0.3032027434
Q14974	KPNB1	2	570088000	574394000	0.9925034036	0.7110866302	0.7164576239
Q14980	NUMA1	2	88856400	66903200	1.328133781	1.30716099	0.9842088259
Q14BN4	SLMAP	1	1027048000	1043146000	0.9845678361	1.383600465	1.405287085
Q14CX7	NAA25	2	7104460	4961120	1.432027445	0.5422161244	0.3786352881
Q15005	SPCS2	2	0	19196600	0	0.03757575654	nan
Q15006	EMC2	2	19315800	31887000	0.6057578323	0.7686848091	1.26896388
Q15008	PSMD6	2	266404000	207038000	1.286739632	0.5790906596	0.4500449392
Q15018	ABRAXAS2	2	14225740	7239200	1.965098353	0.267524546	0.136137993
Q15029	EFTUD2	2	29522800	33092000	0.8921431162	0.5256190726	0.5891645221
Q15042	RAB3GAP1	2	31546260	10042820	3.141175487	0.6189573369	0.1970464049
Q15046	KARS1	2	385404000	401052000	0.9609826157	0.6942500539	0.7224376826
Q15056	EIF4H	2	330648000	270476000	1.222467058	1.445310414	1.182289866
Q15075	EEA1	2	1151696000	498401000	2.31078188	0.4204015523	0.1819304348
Q15084	PDIA6	2	369752000	311930000	1.185368512	0.8240043327	0.695146129
Q15102	PAFAH1B3	2	335418000	344834000	0.9726941079	0.6319503107	0.6496906947
Q15111	PLCL1	2	2253812000	1.382598e+10	0.1630128208	0.3327158371	2.041040916
Q15119	PDK2	2	249236000	139125800	1.791443427	1.898836514	1.059947797
Q15121	PEA15	2	47393600	31051200	1.526304942	0	0
Q15124	PGM5	1	755148000	92003400	8.207827102	5.768523695	0.7028076522
Q15125	EBP	2	1425540	0	nan	1.114020301	nan
Q15126	PMVK	2	2471220	5344980	0.4623441061	4.027062087	8.710097165
Q15149	PLEC	1	5.84302562e+10	5.47808378e+10	1.066618521	1.298311347	1.217221828
Q15172	PPP2R5A	1	2001400	7068000	0.283163554	0.9934173913	3.508281264
Q15181	PPA1	2	306082000	214310000	1.428220802	1.253779136	0.8778608565
Q15185	PTGES3	2	142492000	148637600	0.9586537996	0.6674206625	0.6962061411
Q15208	STK38	2	598653600	13537820	44.22082728	1.215541368	0.02748798345
Q15233	NONO	2	211754000	158675600	1.334508897	1.282956702	0.9613699129
Q15257	PTPA	2	239958000	223628000	1.073023056	0.6771077723	0.631028167
Q15276	RABEP1	2	17447600	40530600	0.430479687	0.6326623822	1.469668376
Q15293	RCN1	2	130090800	94515000	1.376403745	1.354039449	0.9837516453
Q15303	ERBB4	2	530620000	678642500	0.7818844237	0.3657679315	0.4678030671
Q15363	TMED2	2	379996000	299019600	1.270806328	1.111622734	0.8747381161
Q15365	PCBP1	2	816830000	797102000	1.024749656	0.6951317726	0.6783430165
Q15366	PCBP2	2	36857600	71349800	0.5165760801	0.5696392709	1.10272096
Q15369	ELOC	2	398890000	534466000	0.7463337238	0.4181324054	0.5602485752
Q15370	ELOB	2	691322000	991122000	0.697514534	1.119023772	1.604301727
Q15386	UBE3C	2	175128000	55754600	3.141050245	0.07519696151	0.02394006961
Q15393	SF3B3	2	19732120	10507220	1.877958204	2.222673336	1.183558469
Q15404	RSU1	2	145587400	143066000	1.017624034	0.9531968413	0.9366886097
Q15413	RYR3	1	4362140880	9382703820	0.4649129892	0.06508835958	0.1400011639
Q15424	SAFB	2	4004820	26478200	0.1512497073	1.799249891	11.89589007
Q15435	PPP1R7	2	246710000	183926000	1.341354675	1.516822587	1.130813956
Q15436	SEC23A	2	42778400	32286940	1.324944389	8.012870068	6.047702932
Q15459	SF3A1	2	6092200	0	nan	1.030124263	nan
Q15477	SKIC2	2	8703680	10005040	0.8699295555	2.980971652	3.426681658
Q15517	CDSN	2	83584000	50401800	1.658353472	1.186477675	0.7154552365
Q15526	SURF1	2	33655800	16633400	2.02338668	0.6668965303	0.329594208
Q15555	MAPRE2	2	417020000	515926000	0.8082942127	0.7703755565	0.9530880519
Q15582	TGFBI	2	73004600	85188600	0.8569761682	2.422971587	2.827350021
Q15631	TSN	2	213352000	190531800	1.119771083	0.8025113067	0.7166744337
Q15642	TRIP10	2	242510000	342740000	0.7075625839	0.4278119664	0.6046277406
Q15643	TRIP11	2	2094720	9190400	0.2279247911	0.4151504024	1.821435924
Q15651	HMGN3	2	683602000	227596000	3.003576513	1.00099209	0.3332667192
Q15661	TPSAB1	2	128471000	125485000	1.023795673	3.181548077	3.107600629
Q15691	MAPRE1	2	144371600	71406200	2.021835639	0.4915646574	0.2431279022
Q15717	ELAVL1	2	89458600	91006200	0.9829945652	1.287960406	1.310241635
Q15746	MYLK	2	219764000	209443000	1.049278324	0.6440827096	0.6138339989
Q15772	SPEG	2	1050226000	1563840000	0.6715687027	0.6447298686	0.9600356091
Q15813	TBCE	2	1988220	14815400	0.1341995491	0.1300651352	0.9691920431
Q15814	TBCC	2	26513200	102918800	0.2576127977	2.019615535	7.839732937
Q15819	UBE2V2	2	540724000	641624000	0.8427427902	0	0
Q15836	VAMP3	2	16381180	57816040	0.2833327914	0.7479401636	2.639793862
Q15847	ADIRF	2	0	9071800	0	0.06762848985	nan
Q15907	RAB11B	2	71946000	84240000	0.8540598291	0.6376979021	0.7466665454
