# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T05:33:10Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# source file 41467_2025_56896_MOESM12_ESM.xlsx sha256 6f98b206504ebd8a3846dfbab7e0a208cf74bcf17ce5010af308ac5e69d288ec
# per pool entry: mean and SD over participants of log2(slow) - log2(fast); slow_over_fast = 2^mean; quotients against the primary dataset's I/IIa and I/IIx
accession	gene	tier	primary_v_I	primary_v_IIa	primary_v_IIx	primary_I_over_IIa	primary_I_over_IIx	n_participants	log2_slow_minus_fast_mean	log2_slow_minus_fast_sd	slow_over_fast	primary_I_over_IIa_over_source	primary_I_over_IIx_over_source
Q9UN36	NDRG2	2	219.5817261	379.5273438	422.2615051	0.578566287	0.5200136015	5	-0.135020774	0.1107237521	0.9106567206	0.6353286303	0.5710314214
O15239	NDUFA1	2	90.07055664	78.02149963	0	1.154432523	nan	5	0.080573038	0.1202535679	1.057437971	1.091725996	nan
O95299	NDUFA10	2	856.9638062	541.1126099	275.7425232	1.58370696	3.107840591	5	0.374582898	0.06351397679	1.296464676	1.221558126	2.397165653
Q86Y39	NDUFA11	2	192.0662766	155.7509613	50.3018856	1.233162704	3.818271905	5	0.302831654	0.1729965269	1.233563219	0.9996753187	3.095319191
Q9UI09	NDUFA12	2	983.5089722	644.5904846	366.8061218	1.525788847	2.681277421	5	0.45394452	0.1261113463	1.369780303	1.113893114	1.957450706
Q9P0J0	NDUFA13	2	2092.699463	1749.323181	1111.281006	1.196290934	1.883141574	5	0.41560669	0.1462224183	1.333859481	0.8968642885	1.41179907
O43678	NDUFA2	2	1435.69165	1128.7854	420.3509827	1.271890698	3.415459246	5	0.465673386	0.1383485476	1.380961775	0.9210180332	2.473246768
O95167	NDUFA3	2	1272.765869	906.0137939	611.1481934	1.404797452	2.082581415	5	0.14408281	0.1333618844	1.105027911	1.2712778	1.884641459
Q16718	NDUFA5	2	1700.686523	1295.922119	802.9001465	1.312336983	2.118179366	5	0.381075768	0.1154017304	1.302312583	1.007697384	1.62647539
P56556	NDUFA6	2	1237.246338	677.3929443	401.8749084	1.82648247	3.078685212	5	0.4239713	0.0746338186	1.341615535	1.361405277	2.294759662
O95182	NDUFA7	2	1108.80957	711.5333862	484.8397827	1.558338079	2.286960785	5	0.497442584	0.116124501	1.411708855	1.103866476	1.619994645
P51970	NDUFA8	2	2096.060791	1191.449829	502.3920898	1.759252249	4.172161213	5	0.45626477	0.1248343932	1.371985058	1.28226779	3.040966946
Q16795	NDUFA9	2	855.4352417	638.8665161	335.1619568	1.338989007	2.552304116	5	0.384066738	0.138196679	1.305015315	1.026033174	1.955765642
O14561	NDUFAB1	2	1049.559814	596.2481079	486.5967712	1.760273619	2.156939537	5	0.381404742	0.1937855281	1.30260958	1.351343983	1.655860336
Q8N183	NDUFAF2	2	84.01744843	37.6807251	51.07223892	2.229719524	1.64507079	5	0.244988894	0.2315902697	1.185083648	1.881487039	1.388147404
Q9BU61	NDUFAF3	2	21.84960461	11.92600632	193.6563568	1.832097353	0.1128266842	5	-0.101985164	0.148567455	0.9317500109	1.966297109	0.1210911541
Q9P032	NDUFAF4	2	25.74896049	11.7671032	29.53957558	2.188215746	0.8716767249	5	0.016624352	0.152858192	1.01158977	2.163145389	0.8616899371
Q5TEU4	NDUFAF5	2	4.300106049	3.744239807	0	1.148459038	nan	5	0.19881124	0.1305460669	1.147752234	1.000615816	nan
Q330K2	NDUFAF6	2	7.185864687	12.49220133	3.377333641	0.5752280561	2.127673914	5	-0.081777008	0.1842545689	0.9448930783	0.6087758174	2.251761562
Q7L592	NDUFAF7	2	6.59234333	2.857515335	12.80757809	2.307019406	0.5147220876	5	0.250545518	0.1172466132	1.189656868	1.939230939	0.4326643265
O75438	NDUFB1	2	1262.585754	1334.558838	624.2260132	0.9460697562	2.022642004	5	0.66095614	0.2271421189	1.581130164	0.5983503306	1.279238136
O96000	NDUFB10	2	744.8275757	547.0161743	447.0843201	1.361618926	1.665966669	5	0.292360384	0.1160765626	1.224642269	1.111850342	1.360370054
Q9NX14	NDUFB11	2	710.0775757	586.6754456	320.651886	1.210341392	2.214481208	5	0.619739172	0.1089832926	1.536597351	0.7876763495	1.441159068
O95178	NDUFB2	2	77.70757484	193.1124268	65.54078674	0.4023955172	1.185636894	1	-0.09359395	nan	0.9371851828	0.4293660683	1.265104182
O43676	NDUFB3	2	1103.761108	897.5147705	631.9553223	1.229797152	1.74658092	5	0.371614944	0.06566431619	1.293800292	0.9505308964	1.34996176
O95168	NDUFB4	2	1154.923218	725.2579346	542.6986694	1.592431	2.128111386	5	0.334603422	0.1532223217	1.26103072	1.262801115	1.687596783
O43674	NDUFB5	2	728.706543	525.4447021	223.141571	1.38683774	3.265669142	5	0.234300912	0.06758227342	1.176336581	1.178946368	2.776134991
O95139	NDUFB6	2	603.8231201	417.7024689	255.5993805	1.44558188	2.362381	5	0.033535098	0.1064390705	1.023517024	1.412367207	2.308101327
P17568	NDUFB7	2	201.0296326	200.2016602	67.00806046	1.004135692	3.000081351	5	0.152539962	0.1554455784	1.111524665	0.9033858843	2.699068628
O95169	NDUFB8	2	277.674408	192.3400879	88.93037415	1.443663726	3.122379846	5	0.541657574	0.1124567266	1.455644009	0.9917697717	2.145016108
Q9Y6M9	NDUFB9	2	589.8392334	388.9655609	176.236969	1.516430483	3.346853028	5	0.379102676	0.1422074795	1.300532702	1.166007192	2.573447807
O43677	NDUFC1	2	131.2103882	106.8260803	121.2830048	1.228261748	1.081853046	5	0.280919466	0.228581133	1.214968968	1.010940839	0.8904367723
O95298	NDUFC2	2	144.9465637	115.4405619	87.75149536	1.255594752	1.651784544	5	0.433066784	0.08296454085	1.350100481	0.9300009661	1.223453044
P28331	NDUFS1	2	1100.121582	866.5839233	459.9860535	1.269492259	2.391641168	5	0.373932678	0.09505876338	1.295880493	0.9796368302	1.84557232
O75306	NDUFS2	2	529.7663574	349.8652344	204.3605804	1.514201199	2.592311865	5	0.335492924	0.06943830761	1.261808456	1.200024609	2.054441665
O75489	NDUFS3	2	940.8664551	880.9680786	611.5300293	1.06799154	1.538544977	5	0.34930935	0.08715642218	1.273950613	0.8383304103	1.207695936
O43181	NDUFS4	2	818.7858582	833.683197	411.3051453	0.9821306955	1.990701715	5	0.36761442	0.1623896928	1.290217616	0.7612132119	1.542919342
O43920	NDUFS5	2	1484.913818	911.3878174	397.8714905	1.629288641	3.732144308	5	0.654662846	0.1554093275	1.574248013	1.034963124	2.370747352
O75380	NDUFS6	2	1852.612671	1554.075806	692.2133789	1.192099294	2.676360682	5	0.442861772	0.1615355432	1.359297998	0.8769962846	1.968928584
O75251	NDUFS7	2	579.3639526	355.8291931	173.1869202	1.628208039	3.345310097	5	0.368814054	0.2072652166	1.291290908	1.260914972	2.590671147
O00217	NDUFS8	2	646.1775513	571.7664185	224.534317	1.130142538	2.877856534	5	0.314958992	0.1207595896	1.243976293	0.9084920219	2.313433583
P49821	NDUFV1	2	815.486145	729.7602539	312.7774048	1.117471307	2.607241228	5	0.409255868	0.1627451915	1.328000664	0.8414689373	1.963283076
P19404	NDUFV2	2	994.7099609	898.4312744	343.7397461	1.107163107	2.893788025	5	0.31806082	0.1264822135	1.246653749	0.8881079513	2.321244394
P56181	NDUFV3	2	117.7013397	76.82199097	33.48981857	1.532130816	3.514540978	5	-0.128669178	0.1425538034	0.914674808	1.675055225	3.842393982
P20929	NEB	1	2817.370107	2899.990011	2910.423182	0.9715102798	0.9680276479	5	-0.147424706	0.07708893844	0.9028606835	1.076035647	1.072178317
Q8TDX7	NEK7	2	0.5094302297	9.110443115	4.214468479	0.05591717365	0.1208765072	5	-0.576407842	0.1319250232	0.6706315018	0.08337987926	0.1802428113
Q8TD19	NEK9	2	5.019525498	1.817338228	4.22116518	2.762020531	1.189132688	5	0.01835499	0.06695591297	1.012803988	2.727102741	1.174099532
P48681	NES	2	10.34482765	17.59271431	6.514631748	0.588017714	1.587937439	5	0.097088024	0.2053725014	1.069612347	0.5497484353	1.484591538
Q0ZGT2	NEXN	1	122.6411591	140.1693726	163.3119507	0.8749497613	0.7509625508	5	-0.04718428	0.05122482786	0.9678233959	0.9040386552	0.7759293214
Q9UMS0	NFU1	2	34.42297363	35.86852646	47.06305313	0.9596985723	0.7314224502	5	0.131825532	0.1832967061	1.095679256	0.8758937137	0.667551609
Q96IV0	NGLY1	2	44.76351166	7.157714844	473.3970795	6.253883067	0.09455806468	5	-0.185552486	0.1148583103	0.8793122752	7.11224356	0.1075363865
Q8NBF2	NHLRC2	2	3.800924063	4.083188057	2.995757341	0.9308716644	1.268769005	5	-0.072544466	0.05554418316	0.9509593212	0.9788764289	1.334199032
P14543	NID1	2	12.61928844	6.809055805	6.119077682	1.853309593	2.062286034	5	-0.000589554	0.04592562749	0.9995914358	1.854067099	2.063128954
Q14112	NID2	2	9.971692085	9.075926781	7.398409843	1.098696841	1.347815584	5	0.136365914	0.05893952541	1.099132958	0.9996032176	1.226253452
Q9GZT8	NIF3L1	2	6.555329561	3.87916708	15.9135375	1.689880695	0.4119341511	5	0.11012793	0.0802362201	1.079323941	1.565684436	0.3816594218
Q9UFN0	NIPSNAP3A	2	30.76648903	27.62594318	23.436306	1.113681036	1.31277041	5	0.127060384	0.249052037	1.092066253	1.019792556	1.202097772
Q9BS92	NIPSNAP3B	2	100.209404	112.3264198	34.68634033	0.8921267512	2.88901634	5	0.21890771	0.2372745152	1.16385208	0.7665293268	2.482288248
Q86X76	NIT1	2	23.63790941	22.36042976	21.49529839	1.057131265	1.099678124	5	0.011938258	0.07055703058	1.008309302	1.04841963	1.090615868
Q9NQR4	NIT2	2	17.66405296	15.44111729	12.95587158	1.1439621	1.363401362	5	0.14079747	0.03217387189	1.102514378	1.037593816	1.236629099
Q9BYT8	NLN	2	8.722793579	3.582066059	3.31487155	2.435129178	2.631412243	5	-0.016224692	0.0742090579	0.9888169015	2.462669453	2.661172396
Q86UT6	NLRX1	2	9.537116051	8.375247002	12.27651501	1.138726541	0.7768585829	5	0.351820638	0.1835290725	1.2761701	0.8922999695	0.608742191
P15531	NME1	2	59.23023033	93.44399071	141.3359337	0.6338580992	0.419074108	5	-0.24032005	0.06414167245	0.8465574897	0.7487478487	0.495033253
P22392	NME2	2	0	0	0	nan	nan	5	0.082679802	0.1995291189	1.058983273	nan	nan
P30419	NMT1	2	28.07737041	3.985157728	3.130962253	7.045485353	8.967648965	4	0.1921819725	0.3973261292	1.142490344	6.166778904	7.849212039
Q13423	NNT	2	2471.964844	1741.236763	993.979085	1.419660379	2.486938489	5	0.503550006	0.08231143712	1.41769777	1.001384364	1.754209213
O60936	NOL3	2	7.319585323	53.02427292	31.6919384	0.138042163	0.2309604806	5	0.168328228	0.1300238982	1.12375554	0.1228400289	0.2055255546
P69849	NOMO3	2	1.043525934	1.54242897	1.440551043	0.6765471567	0.7243935851	5	-0.102917828	0.2064545225	0.931147854	0.7265732867	0.777957638
Q15233	NONO	2	11.61647654	9.054457188	10.39645195	1.282956702	1.117350091	5	-0.563586222	0.1968650955	0.6766181479	1.896131084	1.6513747
O00567	NOP56	2	2.273955345	3.011931658	5.836096764	0.7549823846	0.3896363335	5	0.216985104	0.1268945892	1.162302107	0.6495577874	0.3352281058
Q9Y2X3	NOP58	2	3.544721127	4.205811024	6.835870028	0.8428151209	0.5185471801	5	0.11189726	0.3180532196	1.080648442	0.7799161023	0.4798481726
P29475	NOS1	1	3.362082124	5.841594219	3.540567994	0.5755418808	0.9495883512	5	-0.313731814	0.1034722974	0.8045579182	0.7153517078	1.180261022
Q8NDH3	NPEPL1	2	4.026414156	6.136086702	4.289618969	0.6561859946	0.938641447	5	-0.074944176	0.09876674891	0.9493788557	0.6911740141	0.9886900696
P55786	NPEPPS	2	24.92242813	112.2697678	147.1548767	0.2219869928	0.1693618906	5	-0.210906438	0.06667136405	0.8639942175	0.2569311094	0.1960220186
Q8TAT6	NPLOC4	2	4.045672178	6.160108089	6.05572772	0.65675344	0.6680736594	5	-0.049557648	0.08823920015	0.9662325449	0.6797053602	0.6914211935
P06748	NPM1	2	248.4803467	236.5588837	300.0520325	1.05039533	0.8281241911	5	0.055645396	0.07118382228	1.039323945	1.010652487	0.7967912167
P16083	NQO2	2	31.35918808	11.55480289	30.97143841	2.713952662	1.012519589	5	0.016446354	0.1100145715	1.011464969	2.683189974	1.001042666
Q86VF7	NRAP	1	194.3516541	199.4830322	149.0826721	0.9742766183	1.303650191	5	0.411687878	0.07972974768	1.330241217	0.7324059771	0.9800103732
P46459	NSF	2	2.849042892	3.518707752	7.582213879	0.8096844333	0.3757534327	5	0.101331088	0.146486421	1.07276278	0.7547655908	0.3502670299
Q9UNZ2	NSFL1C	2	26.44765377	64.98221588	50.82182693	0.4069983366	0.5203995087	5	-0.047919858	0.08626470412	0.9673300635	0.4207440169	0.5379751218
Q08J23	NSUN2	2	2.377512693	1.359836429	2.323072672	1.74838138	1.023434489	5	-0.06258587	0.08389546233	0.9575462853	1.825897512	1.068809419
Q8TCD5	NT5C	2	8.669932365	20.38339043	31.0229311	0.4253429966	0.2794685111	5	0.103077622	0.2342988899	1.074062258	0.3960133533	0.2601976831
Q9BXI3	NT5C1A	2	97.64099884	145.6340027	129.6061783	0.6704546812	0.7533668544	5	-0.53283329	0.1822382123	0.6911959695	0.9699921741	1.089946828
Q9H0P0	NT5C3A	2	13.24002218	54.12757301	13.74583721	0.2446077192	0.963202312	5	0.14622211	0.1650815636	1.106667717	0.2210308618	0.8703627089
Q5TFE4	NT5DC1	2	0	3.270235538	5.033661366	0	0	5	0.291441494	0.2470830331	1.223862511	0	0
Q9BV86	NTMT1	2	16.04892445	18.8733387	6.713466644	0.8503489871	2.390556965	5	0.382564226	0.09533855854	1.303656899	0.652279743	1.833731687
Q9BSD7	NTPCR	2	5.296275854	11.48395538	23.17840946	0.4611891702	0.2285004009	5	-0.275518846	0.1704473562	0.8261531498	0.5582368963	0.2765835862
P53384	NUBP1	2	443.9759827	7.283713102	112.0951767	60.95462252	3.960705498	5	0.110326874	0.1864334396	1.079472787	56.46703025	3.66911102
Q8TB37	NUBPL	2	8.648541451	13.67311144	19.1598568	0.6325218286	0.4513886269	5	0.423612116	0.1958441648	1.341281558	0.4715802023	0.3365353262
Q02818	NUCB1	2	17.62880135	4.949115038	12.89234829	3.562010826	1.36738482	5	0.035902462	0.1514253689	1.025197924	3.474461608	1.333776423
Q9Y266	NUDC	2	4.283664703	7.450249672	17.79552937	0.5749692818	0.2407157784	5	-0.094757568	0.1013463009	0.9364295928	0.6140016145	0.2570569963
Q8IVD9	NUDCD3	2	12.12786961	7.222918272	14.42409325	1.679081661	0.8408063785	4	0.1434805713	0.5990033619	1.104566724	1.520126963	0.7612092235
Q96DE0	NUDT16	2	2.393964291	2.277376175	2.151694298	1.051194053	1.112594988	5	-0.1462637936	0.1572156376	0.9035874927	1.163356134	1.23130853
A8MXV4	NUDT19	2	7.736824036	6.01630497	18.57341194	1.285976039	0.4165537307	5	-0.040123464	0.1477407167	0.9725717124	1.322242898	0.428301302
P50583	NUDT2	2	6.658024073	9.337004662	190.2234554	0.7130792277	0.03500106786	5	0.2063546246	0.3137362833	1.153769175	0.6180432302	0.03033628271
O43809	NUDT21	2	7.552641392	6.828068018	11.44744635	1.106116895	0.659766481	5	-0.290877096	0.2599710731	0.8174049607	1.353205507	0.8071476351
Q9UKK9	NUDT5	2	0	18.48787117	18.55749321	0	0	5	-0.101553138	0.235606871	0.9320290723	0	0
Q9BW91	NUDT9	2	7.369058132	5.479799271	6.429141045	1.344767895	1.146196371	5	-0.120071084	0.1122656301	0.9201423126	1.461478162	1.24567293
Q14980	NUMA1	2	1.80346626	1.379681826	1.280029297	1.30716099	1.408925768	5	-0.0103828268	0.1613439346	0.992829008	1.316602334	1.419102138
Q8WUM0	NUP133	2	31.34281188	2.405220866	2.537079334	13.03115748	12.35389507	5	0.0902458154	0.2270138783	1.064551552	12.24098303	11.604788
O75694	NUP155	2	1.914337397	2.801135778	6.740287781	0.6834147103	0.2840141933	5	-0.084062588	0.2260196532	0.9433973229	0.724418751	0.301054695
Q8N1F7	NUP93	2	3.703918457	7.945181847	4.575935364	0.4661842269	0.809434173	5	-0.040807986	0.1379968176	0.9721103614	0.4795589528	0.8326566665
P61970	NUTF2	2	7.098025322	18.13550091	74.8611412	0.3913884352	0.09481588455	5	-0.11486676	0.04930161935	0.9234675936	0.4238247643	0.102673754
Q6DKJ4	NXN	2	2.784073114	3.457520962	11.6917243	0.8052223385	0.2381233976	5	-0.133897898	0.1941451192	0.9113657773	0.8835336575	0.2612819173
Q5VST9	OBSCN	1	376.1726027	313.4254246	237.9713364	1.200198111	1.580747532	5	0.08333698	0.04868099952	1.059465772	1.132833304	1.492023219
Q9NX40	OCIAD1	2	162.1963549	133.8215747	85.14290047	1.212034422	1.904989776	5	0.431677962	0.1708093311	1.348801422	0.8986010854	1.412357479
Q02218	OGDH	2	1682.737328	1013.502728	655.5726233	1.660318499	2.56682062	5	0.289702886	0.09403484948	1.222388509	1.358257614	2.099840274
P20774	OGN	2	4.331687689	5.335073471	17.02202749	0.8119265297	0.2544754255	5	0.175400002	0.1542638939	1.129277465	0.718978776	0.2253435788
O15294	OGT	2	1.347336531	2.353325844	1.165886015	0.5725244272	1.155633153	5	-0.0207994614	0.4458481805	0.9856863405	0.5808383495	1.172414697
Q9NTK5	OLA1	2	23.88338661	140.6578064	90.90309143	0.1697978038	0.2627345917	5	-0.16887176	0.04896344636	0.8895380603	0.1908831239	0.2953607085
Q96E52	OMA1	2	4.275406837	3.634063721	91.55563831	1.176480977	0.04669736257	5	0.09152739	0.1026856797	1.065497634	1.104161041	0.04382681018
O60313	OPA1	2	78.75946808	71.7009201	91.00453186	1.098444315	0.8654455604	5	0.247739518	0.101249329	1.187345269	0.925126283	0.728891236
O14841	OPLAH	2	1.429354429	2.154240966	3.644273877	0.6635072176	0.3922192671	5	0.09779709	0.2014334817	1.070138177	0.6200201358	0.3665127323
Q96CV9	OPTN	2	2.659782767	5.767306805	15.02778006	0.4611828116	0.176991063	5	0.022055814	0.05808725123	1.015405383	0.4541859036	0.1743058151
P02763	ORM1	2	22.40745926	13.91455078	221.7203064	1.610361672	0.1010618271	5	-0.016748614	0.1727074883	0.9884578728	1.62916571	0.1022419163
P22059	OSBP	2	5.917216301	5.65526104	4.650146961	1.046320631	1.272479418	5	-0.19698407	0.08509684483	0.8723723383	1.199396846	1.458642557
Q9BXW6	OSBPL1A	2	6.893918991	6.96531105	21.09406853	0.9897503415	0.3268178911	5	-0.144724608	0.1312288214	0.9045520285	1.094188405	0.3613035855
Q9BZF3	OSBPL6	2	1.398828268	5.970942736	3.86351943	0.2342725981	0.3620606272	5	-0.447791328	0.1739726758	0.7331644161	0.3195362363	0.4938327873
Q96SU4	OSBPL9	2	134.7893066	57.68807983	13.73284531	2.336519209	9.815104127	5	-0.053739868	0.2630495161	0.9634355952	2.425195021	10.18760795
Q96FW1	OTUB1	2	63.38641357	43.52686119	18.42407608	1.456259694	3.440412062	5	-0.018840074	0.07567239459	0.9870259539	1.475401623	3.485634849
Q01804	OTUD4	2	3.81730628	8.162421227	10.15126538	0.4676683761	0.3760424081	4	-0.3293732135	0.2574025464	0.7958821839	0.5876100578	0.4724850182
P55809	OXCT1	2	35.06098557	15.95932531	597.5545635	2.196896478	0.05867411565	5	1.356865277	0.2555233193	2.561280532	0.8577336415	0.02290811761
Q9NWU1	OXSM	2	5.441549778	4.489051819	3.205353975	1.212182438	1.697643948	5	0.233402656	0.1157611242	1.175604394	1.031114246	1.444060568
O95747	OXSR1	2	13.63371086	12.57856274	6.136584282	1.083884633	2.221710032	5	0.020097174	0.05091180106	1.014027778	1.068890475	2.190975513
P13674	P4HA1	2	10.28121424	5.564371943	4.016807318	1.847686377	2.559548772	5	-0.280629526	0.1879290174	0.8232317183	2.2444305	3.109147419
P07237	P4HB	2	582.3057861	998.4254761	1252.655029	0.5832240864	0.4648572612	5	-0.196253534	0.09977744275	0.8728141925	0.6682110482	0.5325959009
Q9UQ80	PA2G4	2	28.33237648	17.89411736	27.65307999	1.583334675	1.024564949	5	0.002693038	0.06757950982	1.001868415	1.580381865	1.022654206
Q13310	PABPC4	2	19.22035217	21.59237099	15.56870365	0.8901455141	1.234550583	5	0.05372115	0.07296036283	1.037938634	0.857609	1.189425408
Q9UNF0	PACSIN2	2	12.97532606	8.561121941	6.37337923	1.515610472	2.035862859	5	-0.103745694	0.1008827559	0.9306136839	1.628613997	2.187656268
Q9UKS6	PACSIN3	2	503.2236023	240.8799286	417.585907	2.089105577	1.20507803	5	-0.60096741	0.04232777334	0.6593117007	3.16861596	1.827781957
Q9Y2J8	PADI2	2	80.5348587	299.7844238	375.9337769	0.2686425721	0.2142261847	5	-0.169223652	0.05923713322	0.889321117	0.3020760072	0.2408873247
P43034	PAFAH1B1	2	185.9747543	28.43692207	26.93766975	6.539904489	6.903891689	5	-0.09235911	0.05702176266	0.9379876872	6.972271149	7.360322297
P68402	PAFAH1B2	2	0	16.10209036	443.401535	0	0	5	0.05126083	0.1556396205	1.03617008	0	0
Q15102	PAFAH1B3	2	2.155749083	3.411263585	13.57487774	0.6319503107	0.1588043093	5	-0.445249854	0.2813542908	0.7344571082	0.8604318804	0.2162199909
P22234	PAICS	2	14.27488661	11.07379913	5.695690036	1.289068588	2.506261141	5	-0.134128698	0.1418991421	0.9112199901	1.414662323	2.750445741
Q9H074	PAIP1	2	11.22241783	11.02811909	7.565066814	1.017618484	1.483452573	5	0.045255326	0.1538615712	1.031865781	0.9861926841	1.437641019
Q13153	PAK1	1	2.507895172	2.454118013	2.130777121	1.021913029	1.176986156	5	-0.557965878	0.287994291	0.6792592076	1.504452228	1.732749652
Q13177	PAK2	2	1.291445196	1.549161553	1.920457125	0.8336413932	0.6724676011	5	-0.096540114	0.102860527	0.9352732861	0.8913345496	0.7190065312
Q8WX93	PALLD	1	8.326323509	8.37567997	7.439292669	0.9941071697	1.119235911	5	0.181108376	0.06185329244	1.133754578	0.8768274803	0.9871941715
Q9NP74	PALMD	2	7.231131077	7.07090044	9.061202049	1.02266057	0.7980322078	5	-0.125247398	0.1302892799	0.9168468059	1.115410518	0.8704095414
Q9Y3D7	PAM16	2	2.169287562	2.243345261	2.600381672	0.9669878286	0.8342189093	5	-0.126980966	0.1300726352	0.9157457681	1.055956645	0.9109721697
Q9NVE7	PANK4	2	2.38151598	3.761984348	5.230394363	0.6330478171	0.4553224507	5	0.012037856	0.07391845053	1.008378914	0.6277876384	0.4515390438
Q99497	PARK7	2	723.3856201	864.1790771	849.5061646	0.8370783779	0.8515366342	5	-0.052517438	0.08229154242	0.9642522832	0.8681113776	0.8831056447
P09874	PARP1	2	8.338161469	7.240698814	12.95256424	1.15156861	0.6437460038	5	-0.004134842	0.0333981708	0.9971380491	1.154873802	0.6455936612
Q9NVD7	PARVA	1	54.83452225	13.10864639	7.082597494	4.183080434	7.742148596	5	0.53659943	0.2331409848	1.450549401	2.883790398	5.337390502
Q9HBI1	PARVB	1	7.903318405	7.055073738	25.05722237	1.120231864	0.3154107941	5	-0.003739904	0.1358621447	0.9974110532	1.123139613	0.3162294955
Q9BVG4	PBDC1	2	54.37503815	47.48825836	55.70379257	1.145020686	0.976146069	5	-0.312253156	0.06249378461	0.8053829546	1.421709609	1.212027227
Q96AQ6	PBXIP1	2	63.29079056	119.2925186	212.2112427	0.5305512139	0.298244286	5	-0.22175097	0.06117731046	0.8575240449	0.618701268	0.3477969951
P61457	PCBD1	2	79.10251617	52.17710114	47.82678986	1.516038922	1.653937394	5	0.240915634	0.1319434899	1.181742439	1.282884385	1.399575186
Q9H0N5	PCBD2	2	93.29082489	75.08097839	49.33973312	1.242536084	1.890784951	5	0.165273348	0.3365058209	1.121378526	1.108043409	1.686125521
Q15365	PCBP1	2	23.14708138	33.29883957	51.45103073	0.6951317726	0.4498856689	5	0.114840132	0.08440654927	1.082855045	0.6419435136	0.4154625042
Q15366	PCBP2	2	25.70205593	45.11988068	33.0967598	0.5696392709	0.7765731778	5	0.000202648	0.03594389071	1.000140475	0.5695592622	0.7764641042
P05165	PCCA	2	29.0279274	15.35439873	4.713103771	1.890528435	6.158983296	5	0.308887424	0.1442304712	1.238752032	1.526155668	4.971925887
P05166	PCCB	2	24.73184776	15.29148722	7.088111639	1.617360523	3.489201218	5	0.386194764	0.1072834797	1.306941679	1.237515452	2.669745156
Q08174	PCDH1	2	15.12798786	2.574399233	595.5146484	5.876317732	0.02540321703	5	0.1331698508	0.5350472962	1.096700697	5.358178167	0.02316330891
P22061	PCMT1	2	260.4211121	298.2731628	359.0126038	0.8730960224	0.7253815307	5	-0.143176442	0.04394859723	0.9055232305	0.9641895348	0.8010634143
Q8WW12	PCNP	2	7.626489162	8.517395496	13.73609734	0.8954015539	0.5552151369	5	-0.20805205	0.09728504354	0.8657053318	1.034302922	0.6413442502
Q9UHG3	PCYOX1	2	270.3783951	106.2950211	289.6410522	2.543660017	0.9334947273	5	-0.180343126	0.09389042384	0.882493082	2.882356892	1.057792686
P49585	PCYT1A	2	6.357415676	3.353692293	11.87347507	1.895646684	0.5354300772	5	-0.042038176	0.1304330717	0.9712817935	1.95169589	0.5512613134
Q99447	PCYT2	2	1.668013811	14.41816616	2.661270618	0.1156883471	0.6267734666	5	0.14581678	0.1026349039	1.106356839	0.1045669381	0.5665201721
Q13442	PDAP1	2	19.54535675	70.32369232	84.18033218	0.2779341656	0.2321843623	5	-0.14365169	0.107407539	0.9052249851	0.3070332461	0.2564935416
O14737	PDCD5	2	12.38598871	18.07346535	17.41068077	0.6853134401	0.7114017467	5	-0.135575786	0.05211156342	0.9103064537	0.7528381649	0.7814969825
O75340	PDCD6	2	1.687916279	5.896953583	0	0.2862353002	nan	5	-0.04243819	0.08045327933	0.971012525	0.2947802349	nan
Q8WUM4	PDCD6IP	2	29.65045738	38.7469902	10.48952293	0.765232531	2.826673584	5	-0.334202346	0.04333131286	0.7932225815	0.9647134976	3.563531409
Q9H2J4	PDCL3	2	16.9970746	16.57952499	6.018598795	1.025184655	2.82409165	5	-0.178758992	0.1737700225	0.8834626251	1.160416553	3.196617005
Q6L8Q7	PDE12	2	11.24079752	0	0	nan	nan	5	0.064954022	0.0788690489	1.046051602	nan	nan
P08559	PDHA1	2	1778.248291	1545.529663	1482.870972	1.150575323	1.199192866	5	0.074190764	0.1026608994	1.052770351	1.092902476	1.139083054
P11177	PDHB	2	1111.571899	1044.734772	651.55896	1.063975211	1.706018899	5	0.22315336	0.09528085944	1.167282179	0.911497863	1.461530837
O00330	PDHX	2	747.8534546	666.8075562	466.471344	1.121543161	1.60321414	5	0.216688014	0.0932198795	1.162062782	0.9651312985	1.379627818
P30101	PDIA3	2	68.4548645	76.53511143	81.72582626	0.8944243136	0.8376160589	5	0.063125356	0.02888203841	1.044726535	0.8561324742	0.8017562783
P13667	PDIA4	2	3.691586614	3.616662741	34.06972504	1.020716301	0.1083538716	5	-0.272426988	0.1683718111	0.8279255876	1.232859953	0.1308739255
