accession	gene_primary	protein_name	length	reviewed	organism_id	dataset_rows	identity_cell
Q13155	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	320	reviewed	9606	89	Q13155;A8MU58;F8W950
Q13158	FADD	FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity)	208	reviewed	9606	799	Q13158
Q13162	PRDX4	Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)	271	reviewed	9606	1712	Q13162;H7C3T4;A6NG45
Q13164	MAPK7	Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5)	816	reviewed	9606	1324	Q13164;Q13164-2;C9JUK9;Q13164-3;S4R3I1;J3KT61
Q13177	PAK2	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	524	reviewed	9606	1546	Q13177;O75914;O75914-3;A0A087X294;O75914-2;O75914-4;B1AKS5;Q13153;H0YCG5;E9PM17;B3KNX7;Q13153-2
Q13190	STX5	Syntaxin-5	355	reviewed	9606	2251	Q13190-2;Q13190;Q13190-3;Q13190-4;E9PNU4;H7C3X5
Q13200	PSMD2	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2)	908	reviewed	9606	1787	Q13200;Q13200-3;Q13200-2;H7C2Q3;H7C1H2
Q13228	SELENBP1	Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1)	472	reviewed	9606	2077	Q13228;Q13228-4;Q13228-2;Q13228-3;H0Y532;A6PVX1;F2Z2W8;F8WCR4;C9JVL0
Q13232	NME3	Nucleoside diphosphate kinase C (NDPK-C) (EC 2.7.4.6) (DR-nm23) (Nucleoside diphosphate kinase 3) (NDK3) (nm23-H3)	169	reviewed	9606	1477	Q13232;H3BPR2
Q13283	G3BP1	Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1)	466	reviewed	9606	871	Q13283;E5RH00;E5RI46;E5RIF8;E5RH42;E5RIZ6;E5RJU8;Q13283-2
Q13303	KCNAB2	Voltage-gated potassium channel subunit beta-2 (EC 1.1.1.-) (K(+) channel subunit beta-2) (Kv-beta-2) (hKvbeta2)	367	reviewed	9606	1162	Q13303;Q13303-2;Q13303-4;Q13303-3;Q13303-5;Q5TG81;Q5TG80;Q14722;Q14722-2;Q14722-3;C9JQ60;K7EKU4;C9JBV8;K7EIR5;Q5TG84;A0A087X1P8;F8W6W4;B7Z8E5
Q13308	PTK7	Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7)	1070	reviewed	9606	1808	Q13308;Q86X91;Q13308-5;Q13308-3;Q13308-4;Q13308-2;Q13308-6;H7C5L0
Q13325	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5 (IFIT-5) (Interferon-induced 58 kDa protein) (Retinoic acid- and interferon-inducible 58 kDa protein) (P58)	482	reviewed	9606	1101	Q13325;Q13325-2
Q13336	SLC14A1	Urea transporter 1 (Solute carrier family 14 member 1) (Urea transporter, erythrocyte)	389	reviewed	9606	2125;2126	Q13336;E9NSU1;K7EKN6;M0QYS8
Q13356	PPIL2	RING-type E3 ubiquitin-protein ligase PPIL2 (EC 2.3.2.27) (CYC4) (Cyclophilin-60) (Cyclophilin-like protein Cyp-60) (Cyp60) (hCyP-60) (Probable inactive peptidyl-prolyl cis-trans isomerase-like 2) (PPIase) (Rotamase PPIL2)	520	reviewed	9606	1678	Q13356;Q13356-2
Q13393	PLD1	Phospholipase D1 (PLD 1) (hPLD1) (EC 3.1.4.4) (Choline phosphatase 1) (Phosphatidylcholine-hydrolyzing phospholipase D1)	1074	reviewed	9606	1643	Q13393;Q13393-2;Q13393-4;H7C0L3;Q13393-3
Q13404	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A)	147	reviewed	9606	2462	Q13404;I3L0A0;Q13404-7;Q13404-1;Q13404-2;Q13404-8;G3V2F7;A0A0A0MSL3;Q13404-6;E5RIF1;D6RG00
Q13442	PDAP1	28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1)	181	reviewed	9606	1566	Q13442
Q13443	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9) (EC 3.4.24.-) (Cellular disintegrin-related protein) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase)	819	reviewed	9606	58	Q13443;F8WC54;A0AVL1;Q13443-2
Q13445	TMED1	Transmembrane emp24 domain-containing protein 1 (Interleukin-1 receptor-like 1 ligand) (Putative T1/ST2 receptor-binding protein) (p24 family protein gamma-1) (Tp24) (p24gamma1)	227	reviewed	9606	2333	Q13445;K7EQ63;K7EIN4;K7ERK5;K7ER03;K7ES06
Q13459	MYO9B	Unconventional myosin-IXb (Unconventional myosin-9b)	2157	reviewed	9606	1420	Q13459;M0R300;M0R0P8;Q13459-2;M0R332;M0QXP0
Q13464	ROCK1	Rho-associated protein kinase 1 (EC 2.7.11.39) (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)	1354	reviewed	9606	1935	Q13464
Q13492	PICALM	Phosphatidylinositol-binding clathrin assembly protein (Clathrin assembly lymphoid myeloid leukemia protein)	652	reviewed	9606	1617	Q13492;Q13492-3;Q13492-2;Q13492-5;Q13492-4;E9PKP6;E9PI56;E9PLJ8;H0YCY1;H0YEF7;H0YEH1;E9PJT1;E9PK13;O60641;E5RFU0;E5RHK9;H0YE97;E5RFC6;E5RK51;E5RIJ5;H0YEY8;H0YD48;E5RGY9;E9PDG8;O60641-3;O60641-4
Q13496	MTM1	Myotubularin (EC 3.1.3.95) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (Phosphatidylinositol-3-phosphate phosphatase)	603	reviewed	9606	1396	Q13496;Q13496-2
Q13526	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1)	163	reviewed	9606	1625	Q13526;K7EN45;K7EMU7
Q13530	SERINC3	Serine incorporator 3 (Tumor differentially expressed protein 1)	473	reviewed	9606	2093	Q13530;Q13530-2;Q5H936
Q13535	ATR	Serine/threonine-protein kinase ATR (EC 2.7.11.1) (Ataxia telangiectasia and Rad3-related protein) (FRAP-related protein 1)	2644	reviewed	9606	272	Q13535;Q13535-2;Q13535-3
Q13541	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I)	118	reviewed	9606	732	Q13541
Q13561	DCTN2	Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin)	401	reviewed	9606	591	Q13561;Q13561-3;Q13561-2;F8W1I6;H0YI98;F8VW18;F8VX93;F8VRV7;H0YHL1;F8W0U6
Q13564	NAE1	NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)	534	reviewed	9606	1425	Q13564;Q13564-2;Q13564-4;Q13564-3;J3QRA5;H3BMR3;J3KTE3;J3KRK3;H3BQW6;J3QLH4;H3BSS8;H3BMN8;H3BQ16;H3BS69
Q13576	IQGAP2	Ras GTPase-activating-like protein IQGAP2	1575	reviewed	9606	1133	Q13576;E7EWC2;F5H7S7;D6R939;Q13576-3;Q13576-2;E9PDT6;D6RDK8
Q13608	PEX6	Peroxisomal ATPase PEX6 (EC 3.6.4.-) (Peroxin-6) (Peroxisomal biogenesis factor 6) (Peroxisomal-type ATPase 1) (Peroxisome assembly factor 2) (PAF-2)	980	reviewed	9606	1585	Q13608;Q13608-3
Q13610	PWP1	Periodic tryptophan protein 1 homolog (Keratinocyte protein IEF SSP 9502)	501	reviewed	9606	1823	Q13610;B4DJV5
Q13616	CUL1	Cullin-1 (CUL-1)	776	reviewed	9606	557	Q13616;A0A0C4DGX4
Q13617	CUL2	Cullin-2 (CUL-2)	745	reviewed	9606	558	Q13617;A0A0A0MTN0;Q13617-2;Q5T2B5;Q5T2B7
Q13618	CUL3	Cullin-3 (CUL-3)	768	reviewed	9606	559	Q13618;Q13618-2;Q13618-3;A0A087WTG3;H7C1L6;H7C399;A0A087X1R9
Q13619	CUL4A	Cullin-4A (CUL-4A)	759	reviewed	9606	560	Q13619;A0A0A0MR50;Q13619-2;Q13620-1;Q13620;K4DI93;Q13620-3;A0A087WWN2;A6NE76
Q13630	GFUS	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1)	321	reviewed	9606	2419	Q13630;E9PKL9;E9PP14;E9PLH9;H0YCP7;E9PP60
Q13724	MOGS	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I)	837	reviewed	9606	1369	Q13724;Q13724-2;C9J8D4;C9JDQ1;B8ZZE2
Q13733	ATP1A4	Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-4)	1029	reviewed	9606	240	Q13733
Q13813	SPTAN1	Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)	2472	reviewed	9606	2206	Q13813;Q13813-3;Q13813-2;A0A0D9SF54;A0A0D9SGF6
Q13835	PKP1	Plakophilin-1 (Band 6 protein) (B6P)	747	reviewed	9606	1639	Q13835;A0A087WYY6;Q13835-2
Q13838	DDX39B	Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)	428	reviewed	9606	608	Q13838;H0YCC6;H0Y400;F6UJC5;A0A0G2JJZ9;Q5STU3;Q13838-2
Q13867	BLMH	Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40)	455	reviewed	9606	295	Q13867;K7ESE8;K7ES02;J3KSD8;J3KS79;K7ENH5;K7EMJ3
Q14008	CKAP5	Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG)	2032	reviewed	9606	460	Q14008;Q14008-3;Q14008-2;E9PQH5;H0YCF6;H0YEK7
Q14103	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	355	reviewed	9606	1051	Q14103;Q14103-3;H0YA96;H0Y8G5;Q14103-4;Q14103-2;D6RF44;D6RAF8;D6RBQ9
Q14139	UBE4A	Ubiquitin conjugation factor E4 A (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 A)	1066	reviewed	9606	2465	Q14139;Q14139-2;B7Z7P0
Q14141	SEPTIN6	Septin-6	434	reviewed	9606	2088	Q14141;B1AMS2;Q14141-2;Q14141-4;Q14141-3
Q14152	EIF3A	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)	1382	reviewed	9606	717	Q14152;Q14152-2
Q14155	ARHGEF7	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)	803	reviewed	9606	197	Q14155-1;B1ALK7;Q14155-5;Q14155;E9PDQ5;Q14155-6;Q14155-2;Q14155-3;Q15052;E7EUY6;Q15052-2
Q14156	EFR3A	Protein EFR3 homolog A (Protein EFR3-like)	821	reviewed	9606	701	Q14156;Q14156-3;Q14156-2;E5RJS1;Q9Y2G0;H7BXG9;E7ESK9;Q9Y2G0-3
Q14165	MLEC	Malectin	292	reviewed	9606	1361	Q14165;F5H1S8;H0YG07;F5GX14
Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12 (Inactive tubulin--tyrosine ligase-like protein 12)	644	reviewed	9606	2427	Q14166;V9GY16
Q14203	DCTN1	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)	1278	reviewed	9606	590	Q14203-3;E7EX90;Q14203-4;Q14203;Q14203-6;Q14203-5;Q14203-2;Q6AWB1;E7EWF7;C9JJD0;C9JKG6;E9PCY0;C9JJN7;C9JZA4;C9JTE5;C9J1B7;C9JUI8
Q14209	E2F2	Transcription factor E2F2 (E2F-2)	437	reviewed	9606	684	Q14209
Q14232	EIF2B1	Translation initiation factor eIF2B subunit alpha (eIF2B GDP-GTP exchange factor subunit alpha)	305	reviewed	9606	708	Q14232;F5H0D0;Q14232-2;H0YGG4
Q14240	EIF4A2	Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2)	407	reviewed	9606	728	Q14240;Q14240-2;E7EQG2;J3KSN7;E7EMV8;J3KT04
Q14247	CTTN	Src substrate cortactin (Amplaxin) (Oncogene EMS1)	550	reviewed	9606	556	Q14247;Q14247-3;Q14247-2;H0YEV2;H0YCD9
Q14254	FLOT2	Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1)	428	reviewed	9606	856	Q14254;E7EMK3
Q14258	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147)	630	reviewed	9606	2405	Q14258
Q14344	GNA13	Guanine nucleotide-binding protein subunit alpha-13 (G alpha-13) (G protein subunit alpha-13)	377	reviewed	9606	925	Q14344;Q14344-2
Q14376	GALE	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylgalactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactose 4-epimerase)	348	reviewed	9606	878	Q14376;Q5QPP3;Q5QPP4;Q14376-2;Q5QPP9;Q5QPP1;A0A0E3D6K8
Q14558	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPP synthase-associated protein 1) (39 kDa phosphoribosypyrophosphate synthase-associated protein) (PAP39)	356	reviewed	9606	1741;1742	Q14558
Q14588	ZNF234	Zinc finger protein 234 (Zinc finger protein 269) (Zinc finger protein HZF4)	700	reviewed	9606	2624	Q14588
Q14642	INPP5A	Inositol polyphosphate-5-phosphatase A (EC 3.1.3.56) (43 kDa inositol polyphosphate 5-phosphatase) (Type I inositol 1,4,5-trisphosphate 5-phosphatase) (5PTase)	412	reviewed	9606	1119	Q14642;Q5T1B5
Q14653	IRF3	Interferon regulatory factor 3 (IRF-3)	427	reviewed	9606	1137	Q14653;M0QYT9;M0R0X9;M0QXC8;M0R205;M0QZB8;M0QZB7;Q14653-4
Q14667	BLTP2	Bridge-like lipid transfer protein family member 2 (Antigen MLAA-22) (Breast cancer-overexpressed gene 1 protein) (Protein hobbit homolog)	2235	reviewed	9606	1175	Q14667;Q14667-2;Q08E86;K7EQ86;Q14667-3
Q14677	CLINT1	Clathrin interactor 1 (Clathrin-interacting protein localized in the trans-Golgi region) (Clint) (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR)	625	reviewed	9606	468	Q14677-3;Q14677;Q14677-2;H0YD52
Q14679	TTLL4	Tubulin monoglutamylase TTLL4 (EC 6.3.2.-) (Protein monoglutamylase TTLL4) (Tubulin--tyrosine ligase-like protein 4)	1199	reviewed	9606	2428	Q14679;E9PH58;E7EX20
Q14689	DIP2A	Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1)	1571	reviewed	9606	630	Q14689;Q14689-6;Q14689-5;Q14689-3;Q14689-2;Q14689-4;Q9Y2E4-2
Q14693	LPIN1	Phosphatidate phosphatase LPIN1 (EC 3.1.3.4) (Lipin-1)	890	reviewed	9606	1284	Q14693;Q14693-2;Q14693-4;Q14693-3;Q14693-5;Q14693-7
Q14696	MESD	LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development LRP chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein) (Renal carcinoma antigen NY-REN-61)	234	reviewed	9606	1348	Q14696
Q14697	GANAB	Neutral alpha-glucosidase AB (EC 3.2.1.207) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	944	reviewed	9606	884;885	Q14697;F5H6X6
Q14738	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta)	602	reviewed	9606	1698	Q14738;E9PFR3;H0Y8C4;Q14738-2;Q14738-3;H7C5Q9;H0YN84;H0YJ49;H0YJ35
Q14764	MVP	Major vault protein (MVP) (Lung resistance-related protein)	893	reviewed	9606	1403	Q14764;H3BQK6;H3BRL2;H3BUK7;H3BNF6;H3BP76
Q14773	ICAM4	Intercellular adhesion molecule 4 (ICAM-4) (Landsteiner-Wiener blood group glycoprotein) (LW blood group protein) (CD antigen CD242)	271	reviewed	9606	1095	Q14773-2;Q14773;Q14773-3
Q14814	MEF2D	Myocyte-specific enhancer factor 2D	521	reviewed	9606	2646	Q14814-5;Q14814-2
Q14847	LASP1	LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)	261	reviewed	9606	1253	Q14847;Q14847-2;C9J9W2;Q14847-3;F6S2S5;K7ESD6;J3KSN1;O76041-2
Q14964	RAB39A	Ras-related protein Rab-39A (Rab-39) (EC 3.6.5.2)	217	reviewed	9606	1844	Q14964
Q14974	KPNB1	Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97)	876	reviewed	9606	1197	Q14974;Q14974-2;J3KTM9;J3QR48;J3QKQ5;J3QRG4;J3KS06
Q14980	NUMA1	Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen)	2115	reviewed	9606	1511	A0A087WY61;Q14980-2;Q14980;Q14980-4;Q14980-3;F5H6Y5;F5H4J1;Q14980-5;F5H1L0;F5GZW1;F5H2F3;F5H3L6;F5H0Z7;F5H763;K4DIE0;H0YFY6;F8W6T3
Q14C86	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6)	1478	reviewed	9606	889;890	Q14C86-2;Q14C86;Q14C86-6;Q14C86-4;Q14C86-5;H0Y7I9
Q14CX7	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit (Mitochondrial distribution and morphology protein 20) (N-terminal acetyltransferase B complex subunit MDM20) (NatB complex subunit MDM20) (N-terminal acetyltransferase B complex subunit NAA25) (p120)	972	reviewed	9606	1422	Q14CX7;Q14CX7-2
Q15003	NCAPH	Condensin complex subunit 2 (Barren homolog protein 1) (Chromosome-associated protein H) (hCAP-H) (Non-SMC condensin I complex subunit H) (XCAP-H homolog)	741	reviewed	9606	1443	Q15003;E9PHA2;C9J470;Q15003-2;C9JZP1;H7C415
Q15005	SPCS2	Signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit)	226	reviewed	9606	2197	Q15005;A0A087WUC6;E9PI68;E9PL01;E9PRB9;H0YE04
Q15008	PSMD6	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)	389	reviewed	9606	1792	Q15008;Q15008-4;Q15008-3;Q15008-2;C9J0E9;C9J7B7;H7C531
Q15018	ABRAXAS2	BRISC complex subunit Abraxas 2 (Abraxas brother protein 1) (Protein FAM175B)	415	reviewed	9606	809	Q15018
Q15019	SEPTIN2	Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5)	361	reviewed	9606	2086	Q15019;Q15019-2;B5MCX3;Q15019-3;C9JB25;C9J2Q4;C9J938;C9IZU3;C9IY94;C9JZI2;C9JQJ4;B5MD47;H7C310;H7C2Y0;C9JFT1;F8WB65;C9JT15;C9JSE7
Q15021	NCAPD2	Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (hCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog)	1401	reviewed	9606	1441	Q15021;E7EN77;F5GZK7
Q15040	JOSD1	Josephin-1 (EC 3.4.19.12) (Josephin domain-containing protein 1)	202	reviewed	9606	1154	Q15040;B0QY57;B0QY56;H0YGT9;B0QY55
Q15041	ARL6IP1	ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1) (Apoptotic regulator in the membrane of the endoplasmic reticulum)	203	reviewed	9606	201	H3BN98;Q15041;H3BPJ2;Q15041-3;H3BTX6;H3BS91;Q15041-2
Q15042	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit (RAB3 GTPase-activating protein 130 kDa subunit) (Rab3-GAP p130) (Rab3-GAP)	981	reviewed	9606	1845	Q15042;Q15042-3;Q15042-4;C9J1R5
Q15046	KARS1	Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	597	reviewed	9606	1157	Q15046;Q15046-2;H3BRC9;J3KRL2;H3BPV7;H3BVA8
Q15057	ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Centaurin-beta-2) (Cnt-b2)	778	reviewed	9606	29	Q15057;A0A087X1H5;H7C3Q8;H7C3K3
Q15075	EEA1	Early endosome antigen 1 (Endosome-associated protein p162) (Zinc finger FYVE domain-containing protein 2)	1411	reviewed	9606	691	Q15075
Q15084	PDIA6	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)	440	reviewed	9606	1576	Q15084;Q15084-3;Q15084-4;Q15084-5;Q15084-2
Q15102	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1 (EC 3.1.1.47) (PAF acetylhydrolase 29 kDa subunit) (PAF-AH 29 kDa subunit) (PAF-AH subunit gamma) (PAFAH subunit gamma)	231	reviewed	9606	1543	Q15102;M0R389;M0R1K3;M0QZT2;M0QXS6;M0R323
Q15125	EBP	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Cholesterol-5,6-epoxide hydrolase subunit EBP) (EC 3.3.2.11) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)	230	reviewed	9606	686	Q15125;C9J719;C9JJ78
Q15155	NOMO1	BOS complex subunit NOMO1 (Nodal modulator 1) (pM5 protein)	1222	reviewed	9606	1479	Q15155;Q5JPE7;P69849;J3KN36;A0A0G2JN29;A0A087X117;Q5JPE7-2;A0A0G2JP90;A0A0G2JM40;A0A087WW46;Q5JPE7-3;A0A087WTD5;H3BUC9
Q15173	PPP2R5B	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform (PP2A B subunit isoform B'-beta) (PP2A B subunit isoform B56-beta) (PP2A B subunit isoform PR61-beta) (PP2A B subunit isoform R5-beta)	497	reviewed	9606	1697	Q15173;Q15173-2;E9PNY3;Q16537;Q16537-3;Q16537-2;E9PQN5;Q15172;H0YJZ3;G3V2U3;Q15172-2
Q15181	PPA1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	289	reviewed	9606	1668	Q15181;Q5SQT6
Q15185	PTGES3	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)	160	reviewed	9606	1806	Q15185;A0A087WYT3;Q15185-3;Q15185-4;B4DDC6;Q15185-2
Q15223	NECTIN1	Nectin-1 (Herpes virus entry mediator C) (Herpesvirus entry mediator C) (HveC) (Herpesvirus Ig-like receptor) (HIgR) (Nectin cell adhesion molecule 1) (Poliovirus receptor-related protein 1) (CD antigen CD111)	517	reviewed	9606	1822	Q15223;Q15223-3;Q15223-2
Q15257	PTPA	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator) (PTPA) (Serine/threonine-protein phosphatase 2A regulatory subunit 4) (Serine/threonine-protein phosphatase 2A regulatory subunit B')	358	reviewed	9606	1696	Q15257-2;Q15257;A6PVN5;Q15257-3;F6WIT2;Q15257-4;Q5T949;Q5T948;A6PVN9;A6PVN6;Q68CR8;A6PVN8;A6PVN7;C9IZ76;B7ZBQ0;B7ZBP9;B7ZBP7;B4DDQ6;H0Y6E5
Q15276	RABEP1	Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17)	862	reviewed	9606	1859	Q15276;Q15276-2;K7ENJ9;A0A087WZZ3;I3L456;I3L2B8
Q15286	RAB35	Ras-related protein Rab-35 (EC 3.6.5.2) (GTP-binding protein RAY) (Ras-related protein Rab-1C)	201	reviewed	9606	1843	Q15286;F5H157;Q15286-2;Q15771;E9PI18;E9PJQ5;E9PRF7;E9PNB9;E9PS06;F5H7F8;E9PMJ1;Q15771-2;Q86YS6;Q96AX2;E9PQ07;C9JFM7;A8MSP2;A8MTC6;A8MZI4;B7Z3L0;Q86YS6-2;Q96AX2-4;Q96AX2-2;Q96AX2-3
Q15293	RCN1	Reticulocalbin-1	331	reviewed	9606	1900	Q15293;Q15293-2;E9PP27;E9PLM2
Q15334	LLGL1	Lethal(2) giant larvae protein homolog 1 (LLGL) (DLG4) (Hugl-1) (Human homolog to the D-lgl gene protein)	1064	reviewed	9606	1276	Q15334;A0A087WW77
