accession	gene_primary	protein_name	length	reviewed	organism_id	dataset_rows	identity_cell
Q96IY4	CPB2	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	423	reviewed	9606	45	Q96IY4;Q96IY4-2
Q96KN2	CNDP1	Beta-Ala-His dipeptidase (EC 3.4.13.20) (CNDP dipeptidase 1) (Carnosine dipeptidase 1) (Glutamate carboxypeptidase-like protein 2) (Serum carnosinase)	507	reviewed	9606	37	Q96KN2
Q96PD5	PGLYRP2	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long) (PGRP-L)	576	reviewed	9606	250	Q96PD5;Q96PD5-2
Q99784	OLFM1	Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1)	485	reviewed	9606	253	Q99784;F5H810;Q6IMJ5;Q99784-3;H0YFB9
Q99969	RARRES2	Retinoic acid receptor responder protein 2 (Chemerin) (RAR-responsive protein TIG2) (Tazarotene-induced gene 2 protein)	163	reviewed	9606	288	Q99969;C9J8S2
Q9BTY2	FUCA2	Plasma alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase 2) (Alpha-L-fucosidase 2)	467	reviewed	9606	264	Q9BTY2;Q7Z6V1
Q9BWP8	COLEC11	Collectin-11 (Collectin kidney protein 1) (CL-K1)	271	reviewed	9606	69	Q9BWP8;Q9BWP8-9;Q9BWP8-8;Q9BWP8-7;Q9BWP8-6;Q9BWP8-5;Q9BWP8-4;Q9BWP8-3;Q9BWP8-2
Q9H257	CARD9	Caspase recruitment domain-containing protein 9 (hCARD9)	536	reviewed	9606	50	Q9H257;Q9H257-3;Q9H257-2
Q9H5I5	PIEZO2	Piezo-type mechanosensitive ion channel component 2 (Protein FAM38B)	2752	reviewed	9606	262	Q9H5I5;Q9H5I5-4;D6RFZ0;Q9H5I5-3;Q9H5I5-2
Q9HDC9	APMAP	Adipocyte plasma membrane-associated protein (Protein BSCv)	416	reviewed	9606	6	Q9HDC9;H0Y512;Q9HDC9-2
Q9NPH3	IL1RAP	Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (EC 3.2.2.6) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3)	570	reviewed	9606	219	Q9NPH3;Q9NPH3-3;Q9NPH3-2;Q9NPH3-5;C9J1D9;C9JT28
Q9NQ79	CRTAC1	Cartilage acidic protein 1 (68 kDa chondrocyte-expressed protein) (CEP-68) (ASPIC)	661	reviewed	9606	48	Q9NQ79;Q5T4F6;Q9NQ79-3;Q9NQ79-2
Q9NY15	STAB1	Stabilin-1 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 1) (FEEL-1) (MS-1 antigen)	2570	reviewed	9606	301	Q9NY15;Q9NY15-2
Q9NZP8	C1RL	Complement C1r subcomponent-like protein (C1r-LP) (C1r-like protein) (EC 3.4.21.-) (C1r-like serine protease analog protein) (CLSPa)	487	reviewed	9606	74	Q9NZP8;E7ER29;H0YFL7;F5GWF3
Q9UGM5	FETUB	Fetuin-B (16G2) (Fetuin-like protein IRL685) (Gugu)	382	reviewed	9606	110	Q9UGM5;E9PG08;E9PG06;B7Z8T3
Q9UHG3	PCYOX1	Prenylcysteine oxidase 1 (EC 1.8.3.5) (Prenylcysteine lyase)	505	reviewed	9606	275	Q9UHG3;B7Z3Y2;B7Z9P8;F8W8W4;C9K055
Q9UK55	SERPINA10	Protein Z-dependent protease inhibitor (PZ-dependent protease inhibitor) (PZI) (Serpin A10)	444	reviewed	9606	282	Q9UK55;G3V2W1
Q9UNN8	PROCR	Endothelial protein C receptor (Activated protein C receptor) (APC receptor) (Endothelial cell protein C receptor) (CD antigen CD201)	238	reviewed	9606	106	Q9UNN8
Q9UNW1	MINPP1	Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (2,3-bisphosphoglycerate 3-phosphatase) (2,3-BPG phosphatase) (EC 3.1.3.80)	487	reviewed	9606	249	B4E394;Q9UNW1
Q9Y5Y7	LYVE1	Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE-1) (Cell surface retention sequence-binding protein 1) (CRSBP-1) (Extracellular link domain-containing protein 1) (Hyaluronic acid receptor)	322	reviewed	9606	237	Q9Y5Y7
Q9Y6R7	FCGBP	IgGFc-binding protein (Fcgamma-binding protein antigen) (FcgammaBP)	5405	reviewed	9606	207	Q9Y6R7
Q9Y6Z7	COLEC10	Collectin-10 (Collectin liver protein 1) (CL-L1) (Collectin-34) (CL-34)	277	reviewed	9606	68	Q9Y6Z7
