# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-19T18:28:04Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff
Q13557	CAMK2D	2	499	56368.6	29	0.514471	29	28	0.0344828
Q13561	DCTN2	2	401	44230.3	26	0.587832	26	26	0
Q13564	NAE1	2	534	60245.4	27	0.448167	27	27	0
Q13573	SNW1	2	536	61493.5	35	0.569166	35	34	0.0285714
Q13576	IQGAP2	2	1575	180575	97	0.537172	97	95	0.0206186
Q13586	STIM1	2	685	77422	38	0.490816	38	38	0
Q13595	TRA2A	2	282	32688.2	16	0.489473	16	14	0.125
Q13596	SNX1	2	522	59068.6	29	0.490955	29	27	0.0689655
Q13610	PWP1	2	501	55827.1	25	0.447811	25	22	0.12
Q13616	CUL1	2	776	89677.2	52	0.579857	52	52	0
Q13617	CUL2	2	745	86981.9	48	0.551839	48	47	0.0208333
Q13618	CUL3	2	768	88929.1	51	0.57349	51	51	0
Q13619	CUL4A	2	759	87679	58	0.661504	58	56	0.0344828
Q13620	CUL4B	2	913	103980	63	0.605886	63	64	-0.015873
Q13627	DYRK1A	2	763	85582.5	31	0.362224	31	29	0.0645161
Q13630	GFUS	2	321	35892.2	18	0.501501	18	18	0
Q13642	FHL1	2	323	36262.8	24	0.661835	24	24	0
Q13643	FHL3	1	280	31191.7	15	0.480896	15	15	0
Q13683	ITGA7	2	1181	128946	55	0.426536	55	52	0.0545455
Q13698	CACNA1S	1	1873	212347	74	0.348486	74	70	0.0540541
Q13724	MOGS	2	837	91916	45	0.489577	45	42	0.0666667
Q13740	ALCAM	2	583	65101.5	34	0.522261	34	30	0.117647
Q13796	SHROOM2	2	1616	176407	110	0.623558	110	106	0.0363636
Q13813	SPTAN1	1	2472	284534	191	0.671273	191	190	0.0052356
Q13825	AUH	2	339	35608.1	21	0.589753	21	21	0
Q13835	PKP1	2	747	82859.4	55	0.663775	55	55	0
Q13838	DDX39B	2	428	48990.7	24	0.489889	24	26	-0.0833333
Q13867	BLMH	2	455	52561.6	29	0.551733	29	28	0.0344828
Q13868	EXOSC2	2	293	32788.6	17	0.518473	17	18	-0.0588235
Q13884	SNTB1	2	538	58060.2	35	0.602823	35	34	0.0285714
Q13885	TUBB2A	2	445	49906.4	22	0.440825	22	21	0.0454545
Q13895	BYSL	2	437	49600.6	29	0.584671	29	29	0
Q13905	RAPGEF1	2	1077	120546	54	0.447963	54	50	0.0740741
Q13907	IDI1	2	227	26318.8	14	0.531939	14	14	0
Q13936	CACNA1C	1	2221	248973	99	0.397633	99	94	0.0505051
Q13976	PRKG1	2	671	76363.5	42	0.550001	42	42	0
Q14008	CKAP5	2	2032	225491	121	0.536606	121	122	-0.00826446
Q14011	CIRBP	2	172	18647.8	13	0.697133	13	13	0
Q14012	CAMK1	2	370	41336.5	19	0.459642	19	19	0
Q14019	COTL1	2	142	15944.8	10	0.627164	10	10	0
Q14061	COX17	2	63	6915.05	4	0.578448	4	4	0
Q14103	HNRNPD	2	355	38433.8	15	0.390281	15	15	0
Q14108	SCARB2	2	478	54289.5	25	0.460494	25	22	0.12
Q14112	NID2	2	1375	151252	64	0.423136	64	58	0.09375
Q14118	DAG1	1	895	97440.1	46	0.472085	46	44	0.0434783
Q14126	DSG2	2	1118	122292	52	0.42521	52	51	0.0192308
Q14134	TRIM29	2	588	65833.8	42	0.63797	42	40	0.047619
Q14139	UBE4A	2	1066	122559	54	0.440606	54	51	0.0555556
Q14151	SAFB2	2	953	107472	51	0.474542	51	53	-0.0392157
Q14155	ARHGEF7	2	803	90010.7	47	0.52216	47	44	0.0638298
Q14157	UBAP2L	2	1087	114533	32	0.279396	32	32	0
Q14161	GIT2	2	759	84541.4	40	0.473141	40	39	0.025
Q14165	MLEC	2	292	32233.5	18	0.558425	18	18	0
Q14185	DOCK1	2	1865	215343	119	0.552607	119	116	0.0252101
Q14192	FHL2	1	279	32192.7	22	0.683386	22	21	0.0454545
Q14194	CRMP1	2	572	62183	36	0.578937	36	33	0.0833333
Q14195	DPYSL3	2	570	61962.5	33	0.53258	33	32	0.030303
Q14197	MRPL58	2	206	23629.7	15	0.634794	15	15	0
Q14203	DCTN1	2	1278	141692	74	0.522258	74	70	0.0540541
Q14204	DYNC1H1	2	4646	532400	285	0.535312	285	281	0.0140351
Q14210	LY6D	2	128	13286.2	6	0.451596	6	6	0
Q14232	EIF2B1	2	305	33711.8	17	0.504275	17	17	0
Q14240	EIF4A2	2	407	46401.6	24	0.517223	24	23	0.0416667
Q14247	CTTN	2	550	61585.3	30	0.487129	30	30	0
Q14249	ENDOG	2	297	32619.7	21	0.643782	21	21	0
Q14254	FLOT2	2	428	47063.5	33	0.70118	33	33	0
Q14257	RCN2	2	317	36875.8	15	0.406771	15	15	0
Q14258	TRIM25	2	630	70972.5	37	0.521329	37	38	-0.027027
Q14315	FLNC	1	2725	291019	168	0.577281	168	160	0.047619
Q14318	FKBP8	2	412	44561.1	20	0.448822	20	20	0
Q14324	MYBPC2	1	1141	128070	70	0.546574	70	68	0.0285714
Q14331	FRG1	1	258	29172	13	0.445632	13	13	0
Q14353	GAMT	2	236	26317.8	7	0.26598	7	8	-0.142857
Q14392	LRRC32	2	662	71977.7	30	0.416796	30	28	0.0666667
Q14444	CAPRIN1	2	709	78365	23	0.293498	23	23	0
Q14498	RBM39	2	530	59378.7	26	0.437867	26	26	0
Q14517	FAT1	2	4588	506266	213	0.420727	213	193	0.0938967
Q14524	SCN5A	1	2016	226937	72	0.317269	72	70	0.0277778
Q14554	PDIA5	2	519	59593.6	29	0.486629	29	30	-0.0344828
Q14558	PRPSAP1	2	356	39393.2	24	0.609243	24	24	0
Q14566	MCM6	2	821	92888	57	0.613642	57	57	0
Q14596	NBR1	1	966	107412	41	0.381709	41	35	0.146341
Q14624	ITIH4	2	930	103356	50	0.483766	50	47	0.06
Q14642	INPP5A	2	412	47818.9	29	0.606454	29	26	0.103448
Q14643	ITPR1	2	2758	313925	160	0.509676	160	156	0.025
Q14671	PUM1	2	1186	126471	45	0.355812	45	44	0.0222222
Q14677	CLINT1	2	625	68258.6	27	0.395555	27	26	0.037037
Q14683	SMC1A	2	1233	143231	88	0.614392	88	87	0.0113636
Q14690	PDCD11	2	1871	208698	117	0.560619	117	112	0.042735
Q14693	LPIN1	2	890	98662.7	50	0.506777	50	47	0.06
Q14696	MESD	2	234	26076.3	12	0.460188	12	12	0
Q14697	GANAB	2	944	106872	55	0.514633	55	50	0.0909091
Q14699	RFTN1	2	578	63144.8	31	0.490935	31	29	0.0645161
Q14714	SSPN	2	243	26618.2	11	0.413251	11	11	0
Q14728	SLC75A1	2	455	48338.3	19	0.393063	19	18	0.0526316
Q14738	PPP2R5D	2	602	69990.7	31	0.442916	31	31	0
Q14764	MVP	2	893	99325.4	49	0.493328	49	49	0
Q14767	LTBP2	2	1821	195050	68	0.348629	68	58	0.147059
Q14789	GOLGB1	2	3259	376013	228	0.606363	228	225	0.0131579
Q14839	CHD4	2	1912	218002	102	0.467886	102	98	0.0392157
Q14847	LASP1	2	261	29716.8	16	0.538415	16	16	0
Q14894	CRYM	2	314	33775.1	15	0.444114	15	13	0.133333
Q14896	MYBPC3	1	1274	140761	76	0.539924	76	69	0.0921053
Q14914	PTGR1	2	329	35869.5	19	0.529698	19	19	0
Q14938	NFIX	2	502	55097.4	23	0.417443	23	21	0.0869565
Q14974	KPNB1	2	876	97168.7	44	0.452821	44	38	0.136364
Q14978	NOLC1	2	699	73602.2	42	0.570635	42	45	-0.0714286
Q14980	NUMA1	2	2115	238255	143	0.600198	143	142	0.00699301
Q14BN4	SLMAP	1	828	95196.7	61	0.640779	61	60	0.0163934
Q14C86	GAPVD1	2	1478	164977	72	0.436424	72	74	-0.0277778
Q14CX7	NAA25	2	972	112291	55	0.4898	55	55	0
Q15005	SPCS2	2	226	25002.5	14	0.559945	14	13	0.0714286
Q15006	EMC2	2	297	34833	16	0.459335	16	16	0
Q15008	PSMD6	2	389	45530.7	29	0.636933	29	29	0
Q15018	ABRAXAS2	2	415	46900.1	19	0.405117	19	18	0.0526316
Q15020	SART3	2	963	109933	58	0.527594	58	57	0.0172414
Q15029	EFTUD2	2	972	109434	54	0.493446	54	56	-0.037037
Q15031	LARS2	2	903	101975	49	0.480512	49	49	0
Q15042	RAB3GAP1	2	981	110522	58	0.524782	58	55	0.0517241
Q15043	SLC39A14	2	492	54211.4	14	0.258248	14	13	0.0714286
Q15046	KARS1	2	597	68047.2	33	0.484957	33	31	0.0606061
Q15056	EIF4H	2	248	27384.7	19	0.693817	19	21	-0.105263
Q15061	WDR43	2	677	74889.6	42	0.560825	42	39	0.0714286
Q15063	POSTN	2	836	93312.8	45	0.482249	45	44	0.0222222
Q15067	ACOX1	2	660	74422.5	38	0.510598	38	36	0.0526316
Q15070	OXA1L	2	435	48519	17	0.350378	17	16	0.0588235
Q15075	EEA1	2	1411	162463	111	0.683233	111	108	0.027027
Q15084	PDIA6	2	440	48120.7	25	0.519527	25	25	0
Q15102	PAFAH1B3	2	231	25733.8	17	0.66061	17	16	0.0588235
Q15111	PLCL1	2	1095	122727	59	0.480743	59	59	0
Q15119	PDK2	2	407	46153.1	27	0.585009	27	27	0
Q15121	PEA15	2	130	15039.8	8	0.53192	8	8	0
Q15124	PGM5	1	567	62224.4	34	0.54641	34	33	0.0294118
Q15125	EBP	2	230	26352.4	6	0.227684	6	4	0.333333
Q15126	PMVK	2	192	21994.6	13	0.591055	13	13	0
Q15139	PRKD1	1	912	101703	39	0.38347	39	33	0.153846
Q15149	PLEC	1	4684	531781	335	0.629958	335	334	0.00298507
Q15172	PPP2R5A	1	486	56192.8	25	0.444897	25	25	0
Q15181	PPA1	2	289	32659.7	20	0.612376	20	20	0
Q15185	PTGES3	2	160	18697.1	9	0.481357	9	9	0
Q15208	STK38	2	465	54189.5	27	0.498251	27	25	0.0740741
Q15233	NONO	2	471	54230.8	26	0.479432	26	25	0.0384615
Q15257	PTPA	2	358	40667	23	0.565569	23	23	0
Q15274	QPRT	2	297	30845.2	15	0.4863	15	13	0.133333
Q15276	RABEP1	2	862	99288.7	62	0.624442	62	62	0
Q15293	RCN1	2	331	38889.4	15	0.385709	15	15	0
Q15303	ERBB4	2	1308	146806	68	0.463195	68	65	0.0441176
Q15327	ANKRD1	1	319	36251.4	19	0.524118	19	19	0
Q15363	TMED2	2	201	22761	11	0.483283	11	11	0
Q15365	PCBP1	2	356	37497.3	21	0.56004	21	20	0.047619
Q15366	PCBP2	2	365	38579.5	20	0.518409	20	18	0.1
Q15369	ELOC	2	112	12473	8	0.641383	8	8	0
Q15370	ELOB	2	118	13132.6	10	0.761463	10	7	0.3
Q15382	RHEB	2	184	20497.2	12	0.585446	12	12	0
Q15386	UBE3C	2	1083	123921	62	0.50032	62	59	0.0483871
Q15392	DHCR24	2	516	60100.4	23	0.382693	23	22	0.0434783
Q15393	SF3B3	2	1217	135576	60	0.442557	60	60	0
Q15404	RSU1	2	277	31539.8	15	0.475589	15	16	-0.0666667
Q15413	RYR3	1	4870	552034	270	0.4891	270	267	0.0111111
Q15417	CNN3	2	329	36413.2	19	0.521788	19	18	0.0526316
Q15424	SAFB	2	915	102640	49	0.477396	49	49	0
Q15434	RBMS2	2	407	43958	18	0.409482	18	15	0.166667
Q15435	PPP1R7	2	360	41563.6	21	0.50525	21	21	0
Q15436	SEC23A	2	765	86159.4	39	0.452649	39	39	0
Q15459	SF3A1	2	793	88884.9	46	0.517523	46	40	0.130435
Q15477	SKIC2	2	1246	137753	67	0.486377	67	63	0.0597015
Q15517	CDSN	2	529	51606.6	16	0.310038	16	11	0.3125
Q15526	SURF1	2	300	33330.9	18	0.540039	18	19	-0.0555556
Q15555	MAPRE2	2	327	37030.8	19	0.513087	19	18	0.0526316
Q15582	TGFBI	2	683	74679.9	40	0.53562	40	39	0.025
Q15599	NHERF2	2	337	37413.2	21	0.561299	21	20	0.047619
Q15631	TSN	2	228	26182.6	14	0.534707	14	13	0.0714286
Q15642	TRIP10	2	601	68351.2	34	0.497431	34	34	0
Q15643	TRIP11	2	1979	227582	141	0.619556	141	137	0.0283688
Q15651	HMGN3	2	99	10665.8	4	0.375032	4	5	-0.25
Q15661	TPSAB1	2	275	30514.7	14	0.458796	14	13	0.0714286
Q15691	MAPRE1	2	268	29998.7	19	0.633361	19	18	0.0526316
Q15717	ELAVL1	2	326	36091.4	18	0.498733	18	17	0.0555556
Q15738	NSDHL	2	373	41899.8	27	0.644395	27	25	0.0740741
Q15746	MYLK	2	1914	210712	113	0.536276	113	102	0.0973451
Q15758	SLC1A5	2	541	56597.5	17	0.300367	17	17	0
Q15772	SPEG	2	3267	354283	178	0.502423	178	158	0.11236
Q15796	SMAD2	2	467	52305.4	20	0.382369	20	20	0
Q15813	TBCE	2	527	59345.3	40	0.674021	40	37	0.075
Q15814	TBCC	2	346	39247.5	25	0.636983	25	25	0
Q15819	UBE2V2	2	145	16362.6	12	0.733379	12	12	0
Q15836	VAMP3	2	100	11308.9	5	0.442129	5	5	0
Q15842	KCNJ8	1	424	47967.2	18	0.375256	18	18	0
Q15847	ADIRF	2	76	7854.61	4	0.509255	4	4	0
Q15907	RAB11B	2	218	24488.1	16	0.653377	16	16	0
Q15942	ZYX	2	572	61276.5	27	0.440626	27	21	0.222222
Q16082	HSPB2	2	182	20232.2	9	0.444836	9	9	0
Q16134	ETFDH	2	617	68494.6	39	0.569388	39	38	0.025641
Q16204	CCDC6	2	474	53290.1	25	0.469131	25	23	0.08
Q16222	UAP1	2	522	58768.3	36	0.612576	36	36	0
Q16363	LAMA4	2	1823	202566	107	0.528224	107	107	0
Q16401	PSMD5	2	504	56194.8	32	0.569447	32	31	0.03125
Q16527	CSRP2	1	193	20953.8	14	0.668137	14	13	0.0714286
Q16531	DDB1	2	1140	126966	58	0.456814	58	53	0.0862069
Q16537	PPP2R5E	2	467	54698.6	23	0.420486	23	23	0
Q16539	MAPK14	2	360	41292.6	18	0.435913	18	19	-0.0555556
Q16540	MRPL23	2	153	17781	11	0.61864	11	10	0.0909091
Q16543	CDC37	2	378	44467.8	19	0.427276	19	19	0
Q16555	DPYSL2	2	572	62292.8	34	0.54581	34	33	0.0294118
Q16563	SYPL1	2	259	28564.9	11	0.385088	11	11	0
Q16576	RBBP7	2	425	47819.3	18	0.376417	18	16	0.111111
Q16585	SGCB	2	318	34776.3	19	0.546348	19	19	0
Q16586	SGCA	2	387	42874.4	16	0.373183	16	16	0
Q16595	FXN	2	210	23134.8	15	0.648375	15	13	0.133333
Q16610	ECM1	2	540	60673.2	34	0.560379	34	33	0.0294118
Q16611	BAK1	2	211	23408.3	9	0.384479	9	9	0
Q16629	SRSF7	2	238	27366.1	14	0.511581	14	16	-0.142857
Q16630	CPSF6	2	551	59209	23	0.388455	23	21	0.0869565
Q16637	SMN1	1	294	31848.3	9	0.28259	9	11	-0.222222
Q16643	DBN1	2	649	71428.1	28	0.392002	28	25	0.107143
Q16647	PTGIS	2	500	57103	28	0.490342	28	28	0
Q16654	PDK4	2	411	46468.5	25	0.537999	25	25	0
Q16658	FSCN1	2	493	54529.2	30	0.550164	30	29	0.0333333
Q16666	IFI16	2	785	88254.6	44	0.498558	44	44	0
Q16695	H3-4	2	136	15508	6	0.386896	6	6	0
Q16698	DECR1	2	335	36067.3	22	0.609971	22	22	0
Q16718	NDUFA5	2	116	13458.5	7	0.520118	7	7	0
Q16740	CLPP	2	277	30179.5	16	0.53016	16	16	0
Q16762	TST	2	297	33428.5	22	0.658121	22	19	0.136364
Q16775	HAGH	2	308	33805.5	20	0.591619	20	18	0.1
Q16777	H2AC20	2	129	13988.2	6	0.428934	6	6	0
Q16778	H2BC21	2	126	13920	11	0.79023	11	11	0
Q16787	LAMA3	2	3333	366615	197	0.537349	197	186	0.0558376
Q16795	NDUFA9	2	377	42508.9	30	0.705734	30	28	0.0666667
Q16798	ME3	2	604	67067.5	37	0.551683	37	36	0.027027
Q16799	RTN1	2	776	83616.3	33	0.39466	33	30	0.0909091
Q16816	PHKG1	2	387	45023.1	27	0.599692	27	28	-0.037037
Q16821	PPP1R3A	2	1122	125765	65	0.516837	65	62	0.0461538
Q16822	PCK2	2	640	70698	41	0.579932	41	39	0.0487805
Q16850	CYP51A1	2	509	57277.5	29	0.506307	29	29	0
Q16851	UGP2	2	508	56939.5	31	0.544437	31	31	0
Q16853	AOC3	2	763	84620.6	35	0.413611	35	33	0.0571429
Q16854	DGUOK	2	277	32055.2	16	0.499138	16	16	0
Q16890	TPD52L1	2	204	22448.8	12	0.534551	12	12	0
Q16891	IMMT	2	758	83676.4	54	0.645343	54	51	0.0555556
Q1KMD3	HNRNPUL2	2	747	85103.8	43	0.505266	43	41	0.0465116
Q2M296	MTHFSD	2	383	42172.1	22	0.521672	22	22	0
Q2M2I8	AAK1	2	961	103883	45	0.433179	45	43	0.0444444
Q2M389	WASHC4	2	1173	136401	73	0.535185	73	74	-0.0136986
Q2TAA2	IAH1	2	248	27598.2	13	0.471044	13	12	0.0769231
Q2TAL5	SMTNL2	2	461	50195.6	21	0.418363	21	20	0.047619
Q2TBA0	KLHL40	1	621	69256.4	37	0.534247	37	37	0
Q2TBC4	PRICKLE4	1	344	37550.4	19	0.505986	19	19	0
Q2V2M9	FHOD3	1	1422	158611	77	0.485465	77	74	0.038961
Q32MK0	MYLK3	2	819	88391.7	47	0.531724	47	43	0.0851064
Q32MZ4	LRRFIP1	2	808	89251.9	43	0.481782	43	45	-0.0465116
Q32P28	P3H1	2	736	83392.7	31	0.371735	31	31	0
Q32P51	HNRNPA1L2	2	320	34225.1	18	0.52593	18	16	0.111111
Q330K2	NDUFAF6	2	333	38175.6	20	0.523895	20	20	0
Q3B8N2	LGALS9B	2	356	39659.8	16	0.403431	16	16	0
Q3KQU3	MAP7D1	2	841	92818.3	51	0.54946	51	45	0.117647
Q3LXA3	TKFC	2	575	58946.2	33	0.559832	33	31	0.0606061
Q3MHD2	LSM12	2	195	21700.4	12	0.552984	12	11	0.0833333
Q3MIX3	ADCK5	2	580	65826.5	38	0.577275	38	38	0
Q3SXM5	HSDL1	2	330	37001.3	21	0.567548	21	20	0.047619
Q3SY69	ALDH1L2	2	923	101745	65	0.638855	65	64	0.0153846
Q3ZCQ8	TIMM50	2	353	39645.6	16	0.403576	16	15	0.0625
Q3ZCW2	LGALSL	2	172	18985.4	10	0.526719	10	11	-0.1
Q460N5	PARP14	2	1801	202798	123	0.606516	123	123	0
Q49A88	CCDC14	2	953	106300	58	0.545625	58	57	0.0172414
Q49AH0	CDNF	2	187	20964.2	11	0.524703	11	9	0.181818
Q49B96	COX19	2	90	10394	6	0.577259	6	7	-0.166667
Q4G0J3	LARP7	2	582	66897.8	36	0.538134	36	37	-0.0277778
Q4G0N4	NADK2	2	442	49432.2	34	0.68781	34	34	0
Q4G0W2	DUSP28	2	176	18323.8	14	0.764033	14	14	0
Q4G176	ACSF3	2	576	64129.2	33	0.514586	33	34	-0.030303
Q4J6C6	PREPL	2	727	83925.9	41	0.488526	41	42	-0.0243902
Q4U2R6	MRPL51	2	128	15094.6	8	0.529989	8	8	0
Q4V328	GRIPAP1	2	841	96003.8	58	0.604143	58	57	0.0172414
Q4VC31	MIX23	2	144	16619.8	7	0.421184	7	8	-0.142857
Q4ZHG4	FNDC1	2	1894	205555	116	0.564327	116	101	0.12931
Q502W7	CCDC38	2	563	65313.8	35	0.535875	35	36	-0.0285714
Q52LJ0	FAM98B	2	433	45546.8	27	0.592797	27	28	-0.037037
Q53EU6	GPAT3	2	434	48704.6	24	0.492767	24	25	-0.0416667
Q53FA7	TP53I3	2	332	35535.7	18	0.506533	18	17	0.0555556
Q53FT3	HIKESHI	2	197	21627.5	6	0.277425	6	5	0.166667
Q53GG5	PDLIM3	1	364	39232	20	0.509788	20	20	0
Q53GL7	PARP10	2	1025	109997	50	0.45456	50	47	0.06
Q53GQ0	HSD17B12	2	312	34323.8	16	0.466149	16	16	0
Q53GS9	USP39	2	565	65379.6	32	0.489449	32	31	0.03125
Q53H12	AGK	2	422	47136.5	24	0.50916	24	22	0.0833333
Q53H47	SETMAR	2	684	78032.9	46	0.589495	46	45	0.0217391
Q53H82	LACTB2	2	288	32805.2	16	0.487727	16	16	0
Q53HC9	EIPR1	2	387	43602.5	15	0.344017	15	15	0
Q53RD9	FBLN7	2	439	47375.2	28	0.591027	28	28	0
Q53RT3	ASPRV1	2	343	36990.6	11	0.297373	11	11	0
Q53S33	BOLA3	2	107	12114	9	0.742943	9	9	0
Q53T59	HS1BP3	2	392	42779.6	17	0.397386	17	15	0.117647
Q53TN4	CYBRD1	2	286	31640.8	9	0.284443	9	9	0
Q562R1	ACTBL2	2	376	42002.6	24	0.571393	24	24	0
Q567U6	CCDC93	2	631	73196.5	42	0.573798	42	42	0
Q58FF6	HSP90AB4P	2	505	58263.7	28	0.480574	28	28	0
Q58FF8	HSP90AB2P	2	381	44348.4	23	0.51862	23	25	-0.0869565
Q58WW2	DCAF6	2	860	96290.6	39	0.405024	39	40	-0.025641
Q5BJD5	TMEM41B	2	291	32513	10	0.307569	10	10	0
Q5BJF2	TMEM97	2	176	20847.6	8	0.383738	8	8	0
Q5BJH7	YIF1B	2	314	34434.9	10	0.290403	10	10	0
Q5BKU9	OXLD1	2	147	15854.8	9	0.567653	9	9	0
Q5BKX8	CAVIN4	1	364	41898.6	20	0.477343	20	18	0.1
Q5BKY1	LRRC10	1	277	31641.4	18	0.568874	18	18	0
Q5EBL4	RILPL1	2	403	47107.2	28	0.594389	28	29	-0.0357143
Q5EBM0	CMPK2	2	449	49447	25	0.505592	25	23	0.08
Q5GLZ8	HERC4	2	1057	118561	54	0.45546	54	54	0
Q5H9R7	PPP6R3	2	873	97667.6	46	0.470985	46	46	0
Q5HYI7	MTX3	2	312	35092.8	21	0.598413	21	19	0.0952381
Q5HYI8	RABL3	2	236	26422.5	14	0.529852	14	14	0
Q5HYJ1	TECRL	2	363	42008.6	15	0.35707	15	14	0.0666667
Q5HYK3	COQ5	2	327	37139.9	23	0.619281	23	24	-0.0434783
Q5JNZ5	RPS26P11	2	115	13002.3	8	0.615277	8	8	0
Q5JPE7	NOMO2	2	1267	139437	72	0.516361	72	71	0.0138889
Q5JPH6	EARS2	2	523	58687.7	32	0.54526	32	33	-0.03125
Q5JPI3	C3orf38	2	329	37540.3	17	0.452846	17	17	0
Q5JQC9	AKAP4	1	854	94475.9	58	0.613913	58	56	0.0344828
Q5JR59	MTUS2	2	1369	150192	92	0.612547	92	85	0.076087
Q5JRA6	MIA3	2	1907	213699	126	0.589613	126	117	0.0714286
Q5JRX3	PITRM1	2	1037	117411	64	0.545094	64	62	0.03125
Q5JSH3	WDR44	2	913	101365	63	0.621516	63	61	0.031746
Q5JSL3	DOCK11	2	2073	237667	131	0.55119	131	129	0.0152672
Q5JTB6	PLAC9	2	97	10308.8	7	0.679035	7	7	0
Q5JTH9	RRP12	2	1297	143700	75	0.521921	75	73	0.0266667
Q5JTJ3	COA6	2	125	14115.9	8	0.566737	8	8	0
Q5JTV8	TOR1AIP1	2	583	66247.3	34	0.513228	34	34	0
Q5JTZ9	AARS2	2	985	107339	56	0.521713	56	53	0.0535714
Q5JVS0	HABP4	1	413	45784.8	26	0.567874	26	25	0.0384615
Q5JXB2	UBE2NL	2	153	17376.7	12	0.690581	12	12	0
Q5K651	SAMD9	2	1589	184279	87	0.472111	87	90	-0.0344828
Q5M775	SPECC1	2	1068	118583	69	0.58187	69	64	0.0724638
Q5NDL2	EOGT	2	527	62009.8	29	0.467668	29	28	0.0344828
Q5QJ74	TBCEL	2	424	48194.3	28	0.580982	28	27	0.0357143
Q5QNW6	H2BC18	2	126	13920	11	0.79023	11	11	0
Q5R3I4	TTC38	2	469	52786.4	27	0.511495	27	27	0
Q5RI15	COX20	2	118	13291.1	6	0.451431	6	6	0
Q5SQH8	C6orf136	2	315	35793.7	13	0.363192	13	13	0
Q5SRD1	TIMM23B	2	188	19669.4	8	0.406724	8	7	0.125
Q5SRE5	NUP188	2	1749	196040	86	0.438687	86	84	0.0232558
Q5SSJ5	HP1BP3	2	553	61206.2	30	0.490146	30	32	-0.0666667
Q5SV97	PERM1	2	790	81349.3	37	0.454829	37	27	0.27027
Q5SW79	CEP170	2	1584	175290	103	0.587597	103	102	0.00970874
Q5SZK8	FREM2	2	3169	351162	154	0.438544	154	143	0.0714286
Q5T013	HYI	2	277	30405.2	17	0.559116	17	17	0
Q5T1J5	CHCHD2P9	2	151	15489.3	5	0.322803	5	4	0.2
Q5T440	IBA57	2	356	38154.4	19	0.497977	19	19	0
Q5T447	HECTD3	2	861	97111.6	51	0.525169	51	50	0.0196078
Q5T4S7	UBR4	2	5183	573832	264	0.460065	264	254	0.0378788
Q5T6F2	UBAP2	2	1119	117114	33	0.281778	33	30	0.0909091
Q5T6V5	QNG1	2	341	39028	26	0.666189	26	26	0
Q5T749	KPRP	2	579	64135	31	0.483355	31	21	0.322581
Q5T750	KPLCE	2	250	26238	12	0.457352	12	12	0
Q5T8P6	RBM26	2	1007	113596	40	0.352126	40	42	-0.05
Q5T9A4	ATAD3B	2	648	72571.8	43	0.592516	43	43	0
Q5T9L3	WLS	2	541	62252.4	23	0.369464	23	22	0.0434783
Q5TAQ9	DCAF8	2	597	66851.3	32	0.478674	32	33	-0.03125
Q5TC12	ATPAF1	2	328	36436	19	0.521462	19	18	0.0526316
Q5TD97	FHL5	1	284	32719.5	23	0.702945	23	22	0.0434783
Q5TEC6	H3-7	2	136	15429.9	8	0.518475	8	8	0
Q5TEU4	NDUFAF5	2	345	38917.6	22	0.565297	22	22	0
Q5TFE4	NT5DC1	2	455	51844.3	29	0.559368	29	26	0.103448
Q5TGY3	AHDC1	2	1603	168347	78	0.463329	78	73	0.0641026
Q5THJ4	VPS13D	2	4388	491909	259	0.526521	259	249	0.03861
Q5TZA2	CROCC	2	2017	228420	144	0.630419	144	143	0.00694444
Q5U5X0	LYRM7	2	104	11954.7	8	0.669192	8	8	0
Q5U651	RASIP1	2	963	103456	50	0.483299	50	43	0.14
Q5VST9	OBSCN	1	7968	868452	424	0.488225	424	391	0.0778302
Q5VT25	CDC42BPA	2	1732	197304	93	0.471354	93	95	-0.0215054
Q5VTE0	EEF1A1P5	2	462	50184.5	25	0.498161	25	23	0.08
Q5VTR2	RNF20	2	975	113661	66	0.580676	66	65	0.0151515
Q5VTT5	MYOM3	1	1437	162187	86	0.530252	86	82	0.0465116
Q5VU43	PDE4DIP	1	2346	265098	151	0.5696	151	145	0.0397351
Q5VUA4	ZNF318	2	2279	251109	131	0.521687	131	129	0.0152672
Q5VUM1	SDHAF4	2	108	12212.7	7	0.573173	7	7	0
Q5VVQ6	YOD1	2	348	38321.9	19	0.4958	19	19	0
Q5VW32	BROX	2	411	46475.4	25	0.537919	25	25	0
Q5VW36	FOCAD	2	1801	200055	93	0.464873	93	87	0.0645161
Q5VWZ2	LYPLAL1	2	237	26316	16	0.607995	16	16	0
Q5VXT5	SYPL2	2	272	30155.8	10	0.331611	10	10	0
Q5VYK3	ECPAS	2	1845	204288	110	0.538456	110	106	0.0363636
Q5VZ89	DENND4C	2	1909	212707	105	0.493636	105	99	0.0571429
Q5VZE5	NAA35	2	725	83637.9	42	0.502165	42	42	0
Q5VZF2	MBNL2	2	373	40517.1	14	0.345533	14	14	0
